,Unnamed: 0,img_name,category,beauty_scores,score,score_bag
28,"['4640', '6969', '7634', '7957']","['8271763099.jpg', '8515514210.jpg', '5644148698.jpg', '281767680.jpg']","['urban', 'urban', 'people', 'animals']","['[4, 5, 4, 4, 5, 5, 5, 5, 5, 4]', '[5, 4, 5, 5, 4, 5]', '[3, 3, 3, 3, 3]', '[5, 4, 3, 3, 3]']","['4', '4', '2', '3']","""4"""
29,"['10596', '4115', '9514', '4302']","['7130445711.jpg', '242022972.jpg', '8414932188.jpg', '7588098948.jpg']","['people', 'animals', 'people', 'urban']","['[4, 3, 4, 3, 4]', '[4, 4, 5, 4, 5]', '[4, 4, 3, 4, 3]', '[4, 4, 3, 4, 3]']","['3', '3', '3', '3']","""3"""
30,"['2081', '7495', '9119', '6338']","['6927061477.jpg', '8390539405.jpg', '8526048249.jpg', '5388084220.jpg']","['urban', 'animals', 'urban', 'nature']","['[3, 3, 4, 4, 3, 3]', '[3, 4, 3, 3, 3]', '[3, 4, 3, 3, 3]', '[3, 3, 3, 2, 3]']","['2', '2', '2', '2']","""2"""
31,"['5316', '13570', '11707', '11333']","['3208245568.jpg', '5371506446.jpg', '6388968855.jpg', '7104218829.jpg']","['nature', 'people', 'animals', 'people']","['[2, 2, 2, 2, 2]', '[3, 2, 3, 2, 2]', '[3, 2, 2, 2, 3]', '[3, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
32,"['8242', '1610', '2971', '9125']","['8177287529.jpg', '3178864430.jpg', '6117249356.jpg', '1204851672.jpg']","['animals', 'people', 'people', 'people']","['[5, 5, 5, 5, 5, 5, 4, 5, 5, 4]', '[5, 4, 5, 4, 5, 4, 4, 5, 5, 5]', '[4, 4, 3, 3, 3]', '[3, 3, 2, 3, 2]']","['4', '4', '2', '2']","""4"""
33,"['2949', '44', '4694', '9573']","['4182196753.jpg', '6939805813.jpg', '5560484163.jpg', '8098275314.jpg']","['nature', 'urban', 'people', 'people']","['[3, 3, 5, 4, 4]', '[4, 4, 4, 4, 5, 4]', '[4, 3, 4, 3, 2]', '[3, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
34,"['335', '9741', '5023', '12719']","['8346545798.jpg', '4458804891.jpg', '4873268766.jpg', '3648019994.jpg']","['animals', 'animals', 'nature', 'nature']","['[3, 4, 3, 4, 3, 4, 3]', '[3, 4, 3, 4, 3]', '[3, 3, 3, 3, 3]', '[4, 3, 3, 3, 3, 3, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
35,"['7537', '9799', '4299', '10443']","['4903863525.jpg', '8389982858.jpg', '8265279108.jpg', '5347475268.jpg']","['nature', 'nature', 'people', 'people']","['[2, 2, 3, 3, 2, 2, 4, 2, 3, 2]', '[2, 4, 2, 2, 2]', '[2, 3, 2, 3, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
36,"['8538', '799', '13317', '6843']","['2891259033.jpg', '1008409488.jpg', '3447780876.jpg', '7184163828.jpg']","['people', 'urban', 'nature', 'people']","['[4, 5, 4, 5, 5]', '[5, 4, 5, 5, 5, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
37,"['5476', '8708', '3010', '7955']","['5535036973.jpg', '8142585792.jpg', '4657541160.jpg', '5579697410.jpg']","['animals', 'animals', 'nature', 'nature']","['[3, 4, 4, 4, 3]', '[4, 4, 4, 3, 4, 4, 4, 3, 4, 4]', '[1, 2, 2, 2, 2]', '[3, 4, 3, 3, 3]']","['3', '3', '1', '2']","""3"""
38,"['5849', '149', '6050', '4100']","['7885015588.jpg', '6039304438.jpg', '6291272369.jpg', '8169624572.jpg']","['urban', 'people', 'nature', 'nature']","['[3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 4, 3, 3, 4]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
39,"['3771', '10171', '13275', '8284']","['2952433057.jpg', '4020661071.jpg', '7164653408.jpg', '3533478702.jpg']","['people', 'animals', 'animals', 'urban']","['[2, 2, 3, 2, 2, 2, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[3, 3, 2, 2, 2]', '[2, 3, 2, 3, 3, 1]']","['1', '1', '1', '1']","""1"""
40,"['2042', '8671', '9055', '2893']","['6524682405.jpg', '2989238425.jpg', '4683579494.jpg', '8095318007.jpg']","['people', 'animals', 'nature', 'urban']","['[5, 5, 5, 4, 4]', '[4, 5, 5, 4, 5]', '[3, 3, 3, 3, 4]', '[3, 3, 3, 4, 4, 3]']","['4', '4', '2', '2']","""4"""
41,"['3558', '2202', '11902', '5935']","['4191500662.jpg', '4013224705.jpg', '7073815791.jpg', '3928985527.jpg']","['people', 'animals', 'urban', 'nature']","['[4, 4, 4, 4, 4]', '[4, 5, 4, 4, 4, 4, 3, 4, 4, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[5, 4, 5, 4, 5, 3, 4, 5, 4, 4]']","['3', '3', '2', '3']","""3"""
42,"['2775', '5805', '4923', '13484']","['6619483703.jpg', '8121030173.jpg', '376783854.jpg', '6399611009.jpg']","['urban', 'animals', 'people', 'animals']","['[3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 4, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
43,"['11671', '7585', '2174', '2416']","['2885185925.jpg', '5687764965.jpg', '6295422299.jpg', '298220758.jpg']","['nature', 'urban', 'nature', 'nature']","['[3, 2, 2, 3, 2]', '[2, 3, 2, 3, 3, 2]', '[1, 3, 1, 3, 1, 3]', '[3, 2, 2, 2, 3]']","['1', '1', '1', '1']","""1"""
44,"['858', '11898', '1830', '6350']","['3249489359.jpg', '7105868525.jpg', '5605931221.jpg', '6795822081.jpg']","['urban', 'urban', 'nature', 'nature']","['[5, 5, 4, 4, 5, 5, 5, 5, 5, 5]', '[5, 4, 5, 5, 4]', '[5, 3, 4, 3, 3]', '[4, 5, 3, 3, 4]']","['4', '4', '3', '3']","""4"""
45,"['104', '9790', '293', '9912']","['2695574268.jpg', '356715278.jpg', '3719550174.jpg', '6911896001.jpg']","['nature', 'nature', 'people', 'people']","['[3, 4, 4, 3, 4]', '[4, 5, 3, 4, 3, 4, 3, 3, 4, 3]', '[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]', '[3, 3, 3, 3, 3, 3, 3, 2, 3, 4]']","['3', '3', '3', '2']","""3"""
46,"['10868', '6593', '2444', '5329']","['6825860433.jpg', '3073655290.jpg', '6840730893.jpg', '8474198655.jpg']","['urban', 'animals', 'urban', 'nature']","['[3, 3, 3, 3, 3, 4]', '[3, 3, 3, 2, 3]', '[3, 3, 2, 3, 2]', '[3, 5, 3, 3, 2]']","['2', '2', '2', '2']","""2"""
47,"['4792', '3252', '1110', '5789']","['3152412551.jpg', '5889370198.jpg', '4858508540.jpg', '4274903913.jpg']","['animals', 'people', 'nature', 'urban']","['[2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3]', '[2, 1, 4, 4, 1]', '[2, 4, 1, 3, 1]', '[2, 1, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
48,"['1337', '7812', '9117', '4901']","['3536106969.jpg', '5585837979.jpg', '3672000149.jpg', '6056862926.jpg']","['nature', 'animals', 'urban', 'nature']","['[5, 4, 5, 4, 5]', '[5, 5, 5, 5, 5, 4, 5, 5, 5, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
49,"['4681', '8836', '3611', '10904']","['6946624461.jpg', '2057867344.jpg', '8281013920.jpg', '3661162220.jpg']","['urban', 'urban', 'nature', 'urban']","['[4, 4, 3, 4, 3]', '[4, 3, 3, 4, 4]', '[4, 3, 4, 5, 4, 4, 4, 5, 5, 4, 5, 4, 4, 4, 5]', '[3, 3, 4, 3, 5, 3, 5, 3, 3, 3]']","['3', '3', '3', '3']","""3"""
50,"['12526', '6345', '2260', '5133']","['4628125873.jpg', '7557765178.jpg', '2842936355.jpg', '3290811074.jpg']","['animals', 'urban', 'nature', 'nature']","['[3, 4, 2, 4, 4]', '[3, 3, 3, 3, 2]', '[3, 3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
51,"['292', '6940', '4761', '3268']","['1253295088.jpg', '5313153146.jpg', '1275759896.jpg', '3524284327.jpg']","['animals', 'animals', 'animals', 'people']","['[2, 3, 3, 2, 2, 2]', '[2, 2, 2, 2, 2, 2]', '[2, 2, 2, 1, 1]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
52,"['3650', '1940', '13207', '7278']","['8275498556.jpg', '3147303453.jpg', '8042036522.jpg', '2316385978.jpg']","['people', 'urban', 'nature', 'urban']","['[5, 5, 5, 5, 5, 4, 4, 5, 4, 4]', '[4, 4, 5, 5, 5]', '[3, 3, 3, 3, 3]', '[4, 2, 4, 4, 3, 2, 5, 5, 4, 2]']","['4', '4', '2', '3']","""4"""
53,"['10577', '2660', '1406', '2086']","['448630630.jpg', '2174601914.jpg', '330148938.jpg', '186593449.jpg']","['urban', 'urban', 'animals', 'animals']","['[4, 5, 3, 4, 4, 5]', '[3, 3, 4, 4, 5]', '[4, 4, 4, 5, 5]', '[2, 2, 3, 2, 2]']","['3', '3', '3', '1']","""3"""
54,"['10101', '12736', '4696', '1694']","['6323701738.jpg', '2681741318.jpg', '2943588993.jpg', '3954868183.jpg']","['nature', 'people', 'nature', 'urban']","['[3, 3, 3, 3, 3]', '[4, 4, 3, 4, 3, 3, 3, 3, 3, 3]', '[3, 4, 3, 4, 3]', '[4, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
55,"['5605', '12866', '6508', '13233']","['4330253286.jpg', '4267741166.jpg', '2427778046.jpg', '2199048620.jpg']","['urban', 'people', 'nature', 'nature']","['[2, 2, 2, 2, 2, 2]', '[4, 1, 2, 2, 2]', '[1, 1, 3, 2, 3]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
56,"['4174', '5218', '4130', '3165']","['542275945.jpg', '5774898321.jpg', '2716750223.jpg', '7767648900.jpg']","['animals', 'urban', 'nature', 'urban']","['[5, 4, 5, 4, 5, 5]', '[5, 4, 5, 5, 5, 5]', '[2, 3, 3, 3, 4]', '[2, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
57,"['13452', '13399', '2005', '975']","['4907107409.jpg', '5483370129.jpg', '7092502473.jpg', '3935423976.jpg']","['people', 'nature', 'nature', 'animals']","['[3, 4, 3, 5, 4]', '[4, 4, 3, 3, 4]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
58,"['7536', '3573', '12624', '4419']","['6848323550.jpg', '6119676364.jpg', '3304786053.jpg', '7709743638.jpg']","['people', 'urban', 'urban', 'nature']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3]', '[3, 3, 4, 2, 3]', '[3, 2, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
59,"['5865', '3777', '7032', '9648']","['4191297781.jpg', '6959318403.jpg', '375764114.jpg', '7352077622.jpg']","['nature', 'animals', 'nature', 'nature']","['[3, 1, 3, 3, 2]', '[1, 1, 2, 3, 1]', '[2, 2, 2, 3, 3]', '[2, 1, 2, 2, 1, 2, 2, 5, 1, 2]']","['1', '1', '1', '1']","""1"""
60,"['740', '4710', '6253', '1744']","['4148133978.jpg', '2176906744.jpg', '2460644803.jpg', '4977413762.jpg']","['urban', 'urban', 'urban', 'nature']","['[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]', '[5, 5, 5, 5, 5, 5]', '[3, 4, 3, 5, 4, 4]', '[3, 3, 3, 3, 4]']","['4', '4', '3', '2']","""4"""
61,"['12992', '12361', '2942', '13307']","['7246168802.jpg', '2061374806.jpg', '5606910556.jpg', '21803202.jpg']","['animals', 'nature', 'nature', 'animals']","['[3, 5, 3, 4, 4, 3, 4, 5, 5, 4]', '[3, 3, 4, 5, 4]', '[3, 2, 4, 3, 3]', '[3, 4, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
62,"['2295', '6625', '2390', '7355']","['2051592026.jpg', '444976647.jpg', '2545066592.jpg', '3165056943.jpg']","['nature', 'nature', 'animals', 'people']","['[4, 3, 3, 3, 3, 3, 3, 1, 3, 3]', '[3, 3, 3, 3, 4, 3, 4, 4, 3, 3]', '[4, 3, 2, 3, 4]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
63,"['1368', '11595', '11570', '1366']","['167800909.jpg', '240563999.jpg', '6697937801.jpg', '2611954333.jpg']","['urban', 'nature', 'nature', 'people']","['[1, 2, 2, 2, 2]', '[3, 3, 2, 2, 2]', '[2, 2, 2, 3, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
64,"['5727', '2637', '8292', '2415']","['4525420972.jpg', '3289352587.jpg', '2284440858.jpg', '5812658389.jpg']","['people', 'people', 'animals', 'animals']","['[4, 5, 5, 5, 4]', '[4, 5, 5, 5, 4]', '[3, 4, 5, 4, 4]', '[4, 4, 5, 4, 4]']","['4', '4', '3', '3']","""4"""
65,"['4166', '5158', '3895', '11860']","['5616323858.jpg', '5482001637.jpg', '3170589499.jpg', '155343130.jpg']","['nature', 'urban', 'urban', 'animals']","['[3, 4, 4, 3, 4]', '[3, 5, 4, 5, 4]', '[4, 4, 3, 3, 3]', '[5, 4, 4, 4, 5, 4]']","['3', '3', '2', '3']","""3"""
66,"['357', '9630', '5283', '472']","['2411953130.jpg', '5863644529.jpg', '8310596072.jpg', '1554666625.jpg']","['people', 'people', 'urban', 'animals']","['[3, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
67,"['543', '3671', '10078', '6870']","['2698857122.jpg', '5625307637.jpg', '2981523160.jpg', '20686632.jpg']","['people', 'animals', 'animals', 'people']","['[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[3, 2, 2, 2, 2, 2, 3]', '[3, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
68,"['591', '7592', '2436', '7434']","['8097001481.jpg', '8221585959.jpg', '2666379669.jpg', '8379825506.jpg']","['animals', 'animals', 'nature', 'nature']","['[5, 5, 5, 5, 5, 5, 2]', '[3, 5, 5, 5, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
69,"['9428', '3699', '2145', '1943']","['3513216077.jpg', '5417017575.jpg', '1438266048.jpg', '8430332964.jpg']","['nature', 'urban', 'animals', 'animals']","['[3, 5, 3, 3, 4]', '[3, 4, 3, 5, 3]', '[3, 4, 2, 3, 3, 3]', '[3, 3, 3, 3, 3, 5]']","['3', '3', '2', '2']","""3"""
70,"['1146', '7453', '8988', '5003']","['4786989364.jpg', '1351781785.jpg', '3902023012.jpg', '8102133840.jpg']","['people', 'nature', 'animals', 'nature']","['[3, 3, 2, 3, 2]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 4]', '[4, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
71,"['124', '1486', '6906', '1518']","['7235632264.jpg', '3422915985.jpg', '366288719.jpg', '2103437000.jpg']","['people', 'nature', 'nature', 'urban']","['[2, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 3, 2]', '[2, 2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
72,"['273', '9142', '7106', '1424']","['6821789513.jpg', '8214536541.jpg', '1260617938.jpg', '3818493819.jpg']","['animals', 'animals', 'nature', 'animals']","['[5, 5, 5, 5, 5]', '[5, 5, 5, 4, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 4, 2]']","['4', '4', '2', '2']","""4"""
73,"['1509', '10034', '11078', '637']","['8034358461.jpg', '2362277238.jpg', '4840344541.jpg', '4591118981.jpg']","['animals', 'animals', 'nature', 'animals']","['[4, 3, 4, 4, 4]', '[4, 4, 4, 3, 4]', '[4, 3, 4, 3, 4]', '[3, 3, 5, 3, 3]']","['3', '3', '3', '2']","""3"""
74,"['4823', '2464', '2381', '970']","['2153438354.jpg', '6027244243.jpg', '21597414.jpg', '7833470694.jpg']","['urban', 'animals', 'people', 'nature']","['[3, 3, 3, 3, 2, 3, 3, 2, 3, 3]', '[3, 4, 3, 3, 3]', '[3, 3, 3, 2, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
75,"['2707', '3940', '6093', '8358']","['3174108277.jpg', '182782455.jpg', '8014559468.jpg', '4422940902.jpg']","['animals', 'people', 'urban', 'animals']","['[2, 2, 2, 3, 3]', '[2, 2, 2, 2, 2]', '[3, 4, 2, 2, 2, 2]', '[2, 2, 2, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
76,"['1149', '12346', '5335', '8223']","['3807332005.jpg', '6961475823.jpg', '3666566212.jpg', '3711485153.jpg']","['urban', 'animals', 'animals', 'people']","['[5, 4, 5, 5, 4]', '[5, 5, 4, 5, 5]', '[4, 3, 2, 2, 4]', '[3, 3, 3, 2, 3]']","['4', '4', '2', '2']","""4"""
