,Unnamed: 0,img_name,category,beauty_scores,score,score_bag
25,"['7882', '2304', '4936', '9848']","['498079819.jpg', '5414702150.jpg', '5948590315.jpg', '5900590876.jpg']","['nature', 'animals', 'nature', 'animals']","['[4, 4, 4, 3, 5]', '[3, 4, 3, 4, 4]', '[3, 3, 3, 3, 4]', '[4, 3, 5, 5, 3]']","['3', '3', '2', '3']","""3"""
26,"['13195', '457', '2298', '12373']","['6980867091.jpg', '1399114679.jpg', '6908920833.jpg', '5107706765.jpg']","['nature', 'animals', 'urban', 'urban']","['[3, 4, 2, 4, 3]', '[2, 2, 3, 2, 4]', '[2, 3, 3, 5, 2]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
27,"['6974', '11399', '1569', '8358']","['5745704251.jpg', '2846880374.jpg', '26254753.jpg', '4422940902.jpg']","['nature', 'animals', 'nature', 'animals']","['[3, 2, 2, 2, 2]', '[2, 2, 1, 2, 2]', '[2, 3, 2, 3, 2]', '[2, 2, 2, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
28,"['6379', '12440', '1806', '7726']","['11999738.jpg', '8295618375.jpg', '937631.jpg', '7686864218.jpg']","['animals', 'nature', 'nature', 'people']","['[5, 4, 5, 5, 5]', '[4, 5, 4, 5, 5]', '[3, 1, 3, 3, 1]', '[3, 3, 3, 3, 3]']","['4', '4', '1', '2']","""4"""
29,"['8396', '11378', '2013', '10057']","['5145821127.jpg', '8271767307.jpg', '6246271323.jpg', '6809846033.jpg']","['people', 'animals', 'urban', 'people']","['[4, 5, 4, 4, 4]', '[4, 4, 4, 4, 4]', '[3, 3, 3, 3, 4, 3]', '[3, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
30,"['6231', '1311', '5869', '322']","['3033483602.jpg', '5449313918.jpg', '1236078083.jpg', '2695061798.jpg']","['urban', 'animals', 'people', 'people']","['[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 3, 3, 2, 3]', '[3, 3, 3, 3, 4]', '[2, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
31,"['2517', '5857', '9756', '12898']","['2539179098.jpg', '5519781141.jpg', '97353001.jpg', '3120128855.jpg']","['nature', 'urban', 'urban', 'people']","['[3, 2, 2, 3, 2]', '[3, 2, 2, 2, 3]', '[2, 3, 2, 2, 2]', '[2, 3, 3, 2, 1]']","['1', '1', '1', '1']","""1"""
32,"['8269', '2209', '2022', '8842']","['7985415710.jpg', '8249132421.jpg', '202243259.jpg', '6088073315.jpg']","['animals', 'nature', 'nature', 'nature']","['[5, 4, 5, 4, 5]', '[5, 5, 5, 4, 4]', '[4, 4, 4, 3, 3, 4, 3, 3, 3, 3]', '[4, 5, 3, 3, 3]']","['4', '4', '2', '3']","""4"""
33,"['7348', '12824', '2966', '803']","['5065710463.jpg', '8072734582.jpg', '6219595236.jpg', '4318661130.jpg']","['animals', 'people', 'nature', 'animals']","['[4, 5, 4, 3, 4]', '[3, 3, 4, 4, 4]', '[3, 3, 2, 3, 2, 3]', '[4, 3, 5, 4, 3]']","['3', '3', '2', '3']","""3"""
34,"['2194', '9286', '3184', '2687']","['4833764131.jpg', '8178988043.jpg', '4059216296.jpg', '4915077630.jpg']","['nature', 'urban', 'nature', 'people']","['[4, 3, 3, 3, 4, 3, 3, 3, 4, 3]', '[3, 2, 4, 3, 4]', '[3, 3, 3, 3, 3]', '[3, 2, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
35,"['1166', '8897', '7691', '4046']","['8409434392.jpg', '424650010.jpg', '3071361440.jpg', '4949414423.jpg']","['nature', 'people', 'people', 'nature']","['[2, 1, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 1, 1, 2, 2, 2, 2, 2]', '[2, 2, 3, 2, 3]']","['1', '1', '1', '1']","""1"""
36,"['11374', '6969', '1260', '6271']","['8075655037.jpg', '8515514210.jpg', '3737997607.jpg', '465617375.jpg']","['animals', 'urban', 'people', 'nature']","['[5, 5, 5, 5, 5, 5, 4, 4, 4, 5]', '[5, 4, 5, 5, 4, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 4, 3, 3]']","['4', '4', '2', '2']","""4"""
37,"['5507', '7480', '9967', '11691']","['8357222463.jpg', '6916084169.jpg', '1887427364.jpg', '5868229485.jpg']","['people', 'people', 'nature', 'animals']","['[3, 4, 4, 5, 4]', '[4, 4, 4, 4, 4]', '[4, 4, 3, 3, 3]', '[5, 4, 4, 3, 5]']","['3', '3', '2', '3']","""3"""
38,"['4857', '4534', '6934', '11092']","['5659360523.jpg', '4789268287.jpg', '5761050954.jpg', '5451122613.jpg']","['urban', 'urban', 'people', 'people']","['[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 2]', '[3, 4, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
39,"['124', '8021', '12866', '11733']","['7235632264.jpg', '4885637987.jpg', '4267741166.jpg', '3309239162.jpg']","['people', 'urban', 'people', 'people']","['[2, 2, 2, 2, 2]', '[3, 2, 1, 2, 2, 5]', '[4, 1, 2, 2, 2]', '[2, 2, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
40,"['1623', '11765', '9495', '8112']","['2357759151.jpg', '7206464102.jpg', '5375755826.jpg', '4150462098.jpg']","['animals', 'urban', 'urban', 'urban']","['[5, 4, 5, 5, 5, 4]', '[5, 5, 5, 5, 4]', '[4, 4, 3, 4, 4]', '[3, 4, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
41,"['4586', '1576', '10540', '4418']","['3350780813.jpg', '8298762701.jpg', '3498267177.jpg', '8167481124.jpg']","['nature', 'people', 'people', 'people']","['[4, 5, 5, 4, 4, 4, 4, 4, 4, 5]', '[4, 4, 3, 4, 3]', '[4, 3, 4, 4, 4]', '[3, 3, 3, 2, 3]']","['3', '3', '3', '2']","""3"""
42,"['2410', '2232', '8193', '7040']","['3098940633.jpg', '6852251462.jpg', '3189787436.jpg', '5236600303.jpg']","['nature', 'people', 'nature', 'nature']","['[4, 3, 3, 4, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 2, 4, 3]', '[3, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
43,"['6117', '5304', '11167', '6989']","['3922606330.jpg', '3369066090.jpg', '13205125.jpg', '4693164330.jpg']","['animals', 'animals', 'animals', 'nature']","['[2, 2, 2, 2, 2, 2]', '[2, 2, 3, 2, 3]', '[2, 2, 2, 3, 2]', '[5, 1, 1, 2, 1]']","['1', '1', '1', '1']","""1"""
44,"['12955', '6389', '6634', '11539']","['4319173839.jpg', '2732680672.jpg', '2184248930.jpg', '2519301942.jpg']","['nature', 'people', 'animals', 'nature']","['[5, 5, 4, 4, 5]', '[4, 4, 5, 5, 5]', '[5, 3, 4, 3, 3, 4, 4, 3, 3]', '[4, 4, 3, 4, 2]']","['4', '4', '3', '2']","""4"""
45,"['8672', '3026', '3546', '5367']","['4826604449.jpg', '7570589668.jpg', '6243102478.jpg', '4511237197.jpg']","['animals', 'people', 'urban', 'nature']","['[4, 4, 3, 4, 3, 3, 4, 4, 4, 4]', '[4, 4, 4, 3, 4]', '[3, 3, 3, 3, 4]', '[3, 3, 2, 3, 3]']","['3', '3', '2', '2']","""3"""
46,"['1043', '4240', '7201', '3298']","['5610428293.jpg', '4547181645.jpg', '6806789454.jpg', '3642687194.jpg']","['nature', 'nature', 'people', 'urban']","['[3, 4, 3, 2, 4]', '[3, 3, 3, 3, 3]', '[3, 4, 3, 4, 3]', '[3, 3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
47,"['6870', '7439', '287', '4184']","['20686632.jpg', '70991941.jpg', '4125645478.jpg', '5355927666.jpg']","['people', 'animals', 'people', 'animals']","['[3, 2, 2, 2, 2]', '[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]', '[2, 2, 3, 2, 2]', '[2, 2, 2, 2, 2, 2, 1]']","['1', '1', '1', '1']","""1"""
48,"['8156', '6436', '7465', '7893']","['6782184358.jpg', '6935212740.jpg', '5799844011.jpg', '5611653930.jpg']","['urban', 'animals', 'nature', 'nature']","['[5, 5, 5, 4, 5]', '[5, 5, 5, 4, 4]', '[4, 4, 3, 4, 3]', '[3, 3, 3, 2, 3]']","['4', '4', '3', '2']","""4"""
49,"['6582', '113', '13363', '8866']","['226587515.jpg', '6086549325.jpg', '7477294278.jpg', '6125528324.jpg']","['animals', 'people', 'animals', 'animals']","['[4, 4, 4, 5, 4, 3, 5, 5, 3, 4, 4]', '[4, 4, 4, 3, 3]', '[3, 4, 4, 3, 4, 3]', '[3, 3, 3, 4, 3]']","['3', '3', '3', '2']","""3"""
50,"['3071', '11379', '11275', '12966']","['3415800913.jpg', '8455071459.jpg', '3849197565.jpg', '3101466837.jpg']","['nature', 'people', 'nature', 'urban']","['[3, 4, 3, 3, 2]', '[4, 2, 3, 3, 3]', '[3, 3, 3, 4, 3]', '[3, 3, 3, 3, 2]']","['2', '2', '2', '2']","""2"""
51,"['7338', '4373', '12152', '3536']","['3612408856.jpg', '2347772663.jpg', '3374729989.jpg', '3574116444.jpg']","['animals', 'people', 'nature', 'animals']","['[2, 3, 2, 2, 2]', '[3, 2, 2, 2, 2]', '[2, 2, 3, 3, 2, 2, 3, 4, 2, 2]', '[2, 2, 2, 2, 2, 3, 2, 2, 3, 3]']","['1', '1', '1', '1']","""1"""
52,"['12816', '2972', '9479', '1770']","['8328460281.jpg', '5214269880.jpg', '4433906242.jpg', '5110512092.jpg']","['urban', 'urban', 'nature', 'nature']","['[5, 5, 4, 5, 5]', '[5, 5, 4, 4, 5, 5]', '[3, 3, 3, 3, 3, 4, 3, 3, 4, 5]', '[3, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
53,"['9985', '12068', '8939', '7202']","['429429873.jpg', '4357892748.jpg', '3835006461.jpg', '3661816298.jpg']","['people', 'animals', 'nature', 'urban']","['[4, 4, 3, 4, 4]', '[4, 3, 3, 4, 4]', '[4, 4, 3, 3, 5]', '[3, 3, 3, 3, 3, 4]']","['3', '3', '3', '2']","""3"""
54,"['5993', '5805', '6169', '11180']","['437789367.jpg', '8121030173.jpg', '4264948855.jpg', '3753038139.jpg']","['animals', 'animals', 'animals', 'nature']","['[4, 3, 3, 4, 3]', '[3, 3, 3, 3, 3]', '[2, 3, 4, 2, 2]', '[3, 3, 4, 4, 3]']","['2', '2', '2', '2']","""2"""
55,"['10171', '10166', '10610', '10472']","['4020661071.jpg', '4219075946.jpg', '6216819634.jpg', '2927567981.jpg']","['animals', 'animals', 'urban', 'animals']","['[2, 2, 2, 2, 2]', '[2, 3, 2, 2, 2]', '[2, 3, 3, 2, 2]', '[1, 2, 2, 1, 2]']","['1', '1', '1', '1']","""1"""
56,"['5643', '10842', '10859', '5060']","['8160520014.jpg', '8248181294.jpg', '8175314154.jpg', '4501238409.jpg']","['nature', 'animals', 'nature', 'urban']","['[5, 5, 5, 5, 4, 4, 5, 4, 5, 4]', '[4, 5, 4, 5, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 4, 3]']","['4', '4', '2', '2']","""4"""
57,"['13240', '5934', '844', '9033']","['6914746035.jpg', '6558114867.jpg', '6274133292.jpg', '1384298881.jpg']","['people', 'urban', 'people', 'nature']","['[3, 4, 4, 3, 4]', '[4, 3, 3, 4, 4]', '[5, 4, 4, 5, 4, 4, 4, 3, 2, 4]', '[3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
58,"['4104', '11535', '8316', '12663']","['2629805091.jpg', '1454279784.jpg', '4556062962.jpg', '4668843373.jpg']","['animals', 'people', 'urban', 'urban']","['[4, 3, 4, 3, 3]', '[2, 3, 2, 3, 3]', '[4, 3, 4, 3, 2]', '[2, 3, 4, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
59,"['11512', '1211', '5866', '10443']","['2451321421.jpg', '5662061088.jpg', '4067523791.jpg', '5347475268.jpg']","['people', 'animals', 'animals', 'people']","['[2, 2, 2, 4, 2, 3, 4, 1, 2, 2]', '[2, 2, 3, 2, 2, 2, 2, 3, 2, 3]', '[2, 3, 2, 3, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
60,"['5908', '8900', '9362', '6939']","['29669024.jpg', '2373267064.jpg', '5770973278.jpg', '7862314712.jpg']","['animals', 'urban', 'animals', 'animals']","['[4, 5, 5, 4, 5]', '[4, 5, 5, 4, 5]', '[4, 4, 3, 3, 5, 4]', '[4, 2, 2, 3, 4]']","['4', '4', '3', '2']","""4"""
61,"['11818', '13509', '9730', '4833']","['7007303015.jpg', '8209043184.jpg', '6775302883.jpg', '8471301985.jpg']","['nature', 'animals', 'people', 'animals']","['[4, 4, 4, 4, 4, 4, 5, 5, 4, 5]', '[3, 4, 4, 4, 3]', '[3, 3, 5, 3, 3]', '[3, 3, 3, 4, 2]']","['3', '3', '2', '2']","""3"""
62,"['942', '8377', '2746', '4321']","['2821597454.jpg', '2491070880.jpg', '117341437.jpg', '3712152904.jpg']","['people', 'people', 'nature', 'nature']","['[4, 3, 4, 3, 3]', '[3, 3, 4, 3, 3, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 4, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
63,"['10417', '8014', '12396', '13414']","['7059528975.jpg', '4142657255.jpg', '34054971.jpg', '6570869045.jpg']","['nature', 'nature', 'nature', 'urban']","['[3, 3, 3, 2, 2, 2, 1, 2, 3, 3]', '[3, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[3, 3, 2, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
64,"['4899', '1149', '5652', '3903']","['4103691513.jpg', '3807332005.jpg', '8171228188.jpg', '7690762014.jpg']","['urban', 'urban', 'animals', 'nature']","['[4, 5, 5, 4, 5]', '[5, 4, 5, 5, 4]', '[5, 3, 4, 3, 4]', '[3, 3, 3, 2, 3]']","['4', '4', '3', '2']","""4"""
65,"['13555', '2210', '9613', '4842']","['7265813470.jpg', '3826594797.jpg', '914054356.jpg', '5946665522.jpg']","['animals', 'people', 'people', 'people']","['[4, 4, 3, 3, 3, 4, 4, 4, 3, 3]', '[5, 4, 3, 4, 3]', '[2, 2, 2, 2, 2, 3, 2, 3, 3, 2]', '[3, 3, 4, 3, 3]']","['3', '3', '1', '2']","""3"""
66,"['5849', '2783', '7344', '2413']","['7885015588.jpg', '6162753187.jpg', '4219950240.jpg', '4998073344.jpg']","['urban', 'nature', 'people', 'animals']","['[3, 3, 4, 3, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 3, 3, 4, 3, 3]', '[3, 3, 3, 2, 3, 4]']","['2', '2', '2', '2']","""2"""
67,"['7139', '7277', '6672', '991']","['5329892116.jpg', '7929181966.jpg', '2789917931.jpg', '4219684694.jpg']","['urban', 'urban', 'urban', 'nature']","['[2, 2, 2, 2, 2]', '[3, 3, 1, 2, 3]', '[2, 2, 3, 2, 2]', '[2, 2, 3, 1, 3]']","['1', '1', '1', '1']","""1"""
68,"['333', '4794', '5283', '11398']","['6071619574.jpg', '7355138988.jpg', '8310596072.jpg', '2163586194.jpg']","['people', 'animals', 'urban', 'nature']","['[5, 5, 5, 5, 5]', '[5, 5, 5, 4, 4]', '[4, 3, 3, 3, 3]', '[2, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
69,"['11044', '10997', '13350', '7729']","['8081466807.jpg', '337525976.jpg', '1348315376.jpg', '347625390.jpg']","['nature', 'animals', 'nature', 'urban']","['[4, 4, 4, 4, 4, 4, 5, 5, 3, 5]', '[4, 4, 4, 4, 4]', '[3, 4, 4, 5, 4]', '[2, 3, 3, 3, 2]']","['3', '3', '3', '2']","""3"""
70,"['1919', '7271', '6599', '7466']","['7601174544.jpg', '4120989061.jpg', '3790414134.jpg', '4289796697.jpg']","['urban', 'nature', 'animals', 'urban']","['[3, 3, 3, 3, 4, 3]', '[3, 3, 3, 5, 3, 4, 3, 3, 4, 3]', '[3, 3, 3, 3, 3, 4]', '[2, 2, 2, 2, 3]']","['2', '2', '2', '1']","""2"""
71,"['2552', '11786', '9023', '12296']","['7173302116.jpg', '2482133414.jpg', '6840700257.jpg', '7172683565.jpg']","['people', 'people', 'urban', 'people']","['[2, 4, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]', '[2, 2, 2, 3, 2]']","['1', '1', '1', '1']","""1"""
72,"['8414', '740', '3649', '13377']","['3642724300.jpg', '4148133978.jpg', '5922090690.jpg', '2265244640.jpg']","['urban', 'urban', 'animals', 'urban']","['[4, 5, 4, 5, 5, 5, 4, 5, 5, 5]', '[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]', '[4, 3, 4, 4, 3, 4, 4, 3, 4, 4]', '[4, 4, 4, 5, 3]']","['4', '4', '3', '3']","""4"""
73,"['6068', '4068', '7398', '6902']","['8244633979.jpg', '3955813848.jpg', '494188939.jpg', '8042669188.jpg']","['animals', 'urban', 'animals', 'animals']","['[5, 4, 4, 4, 4]', '[4, 4, 3, 5, 2]', '[3, 3, 3, 4, 3, 3, 3, 3, 4, 4, 4]', '[4, 4, 4, 5, 4]']","['3', '3', '2', '3']","""3"""
74,"['2008', '7628', '2525', '5666']","['5367454580.jpg', '4476707482.jpg', '88394033.jpg', '187246485.jpg']","['urban', 'people', 'nature', 'nature']","['[3, 3, 3, 3, 2, 3]', '[3, 3, 3, 3, 3]', '[2, 3, 3, 3, 3]', '[4, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
75,"['3163', '3543', '292', '927']","['3208894425.jpg', '2574113622.jpg', '1253295088.jpg', '174162219.jpg']","['animals', 'nature', 'animals', 'animals']","['[2, 2, 2, 2, 2, 2]', '[3, 2, 2, 3, 2]', '[2, 3, 3, 2, 2, 2]', '[3, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
76,"['2080', '9004', '12105', '6020']","['8232038976.jpg', '5484616390.jpg', '2696644728.jpg', '1498111135.jpg']","['people', 'urban', 'animals', 'animals']","['[5, 5, 5, 5, 5]', '[5, 4, 5, 5, 4]', '[4, 4, 5, 4, 4, 4, 3, 4, 4, 3]', '[3, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
77,"['2607', '2252', '2287', '3621']","['8026715453.jpg', '2931596838.jpg', '7989824221.jpg', '7109176877.jpg']","['urban', 'urban', 'people', 'urban']","['[3, 4, 3, 5, 3]', '[4, 4, 4, 4, 3]', '[3, 3, 3, 3, 3]', '[2, 3, 4, 2, 5]']","['3', '3', '2', '2']","""3"""
