,Unnamed: 0,img_name,category,beauty_scores,score,score_bag
10,"['12092', '9892', '10598', '8751']","['2745045822.jpg', '8541377002.jpg', '402042354.jpg', '3415624516.jpg']","['people', 'animals', 'nature', 'people']","['[5, 5, 5, 4, 5]', '[5, 5, 5, 5, 5, 4, 5, 5, 5, 5]', '[2, 2, 3, 2, 4]', '[4, 4, 4, 3, 3]']","['4', '4', '2', '3']","""4"""
11,"['12984', '9462', '11054', '7222']","['3971194229.jpg', '6203475351.jpg', '7819391528.jpg', '11232963.jpg']","['nature', 'animals', 'urban', 'animals']","['[4, 4, 4, 5, 4]', '[3, 3, 4, 4, 5]', '[3, 3, 4, 4, 3]', '[4, 3, 5, 3, 3, 3, 4, 4, 3, 4]']","['3', '3', '2', '3']","""3"""
12,"['13310', '3132', '10029', '7552']","['5097311062.jpg', '4195129953.jpg', '8110015510.jpg', '199527899.jpg']","['animals', 'people', 'animals', 'nature']","['[3, 4, 3, 4, 3]', '[3, 4, 4, 2, 3]', '[3, 3, 3, 3, 3]', '[4, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
13,"['3268', '9297', '1459', '376']","['3524284327.jpg', '5048555935.jpg', '8267118152.jpg', '5377352222.jpg']","['people', 'nature', 'people', 'people']","['[2, 2, 2, 2, 2]', '[2, 2, 2, 3, 2]', '[2, 2, 2, 2, 2]', '[2, 3, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
14,"['1083', '674', '4906', '11189']","['3050108499.jpg', '3466586479.jpg', '3235173967.jpg', '122050933.jpg']","['people', 'nature', 'animals', 'people']","['[1, 1, 1, 1, 2]', '[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]', '[2, 1, 2, 1, 1]', '[1, 1, 1, 2, 2, 1, 1, 1, 2, 1]']","['0', '0', '0', '0']","""0"""
15,"['11832', '7159', '7039', '5653']","['5039664880.jpg', '8382797822.jpg', '7460521868.jpg', '5791775926.jpg']","['urban', 'animals', 'people', 'people']","['[4, 5, 5, 5, 5, 5, 5, 5]', '[4, 4, 5, 5, 5]', '[5, 3, 4, 3, 3]', '[3, 3, 4, 4, 4]']","['4', '4', '3', '3']","""4"""
16,"['3204', '7699', '218', '11413']","['249265636.jpg', '2499983611.jpg', '4315117023.jpg', '8382963216.jpg']","['people', 'animals', 'nature', 'nature']","['[5, 4, 3, 4, 4, 4, 4, 4, 5, 4]', '[5, 4, 4, 4, 4]', '[4, 3, 5, 5, 5]', '[3, 4, 3, 3, 4]']","['3', '3', '3', '2']","""3"""
17,"['3201', '2971', '11880', '8403']","['6366410721.jpg', '6117249356.jpg', '112988247.jpg', '6784588013.jpg']","['animals', 'people', 'urban', 'people']","['[3, 3, 3, 3, 3, 2]', '[4, 4, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
18,"['9507', '13048', '2648', '3189']","['4105495849.jpg', '2126678478.jpg', '3626765148.jpg', '6872689467.jpg']","['urban', 'people', 'nature', 'urban']","['[2, 2, 2, 2, 2, 2]', '[2, 3, 3, 2, 2]', '[2, 2, 2, 2, 3]', '[2, 2, 2, 3, 3]']","['1', '1', '1', '1']","""1"""
19,"['4365', '10838', '7256', '12413']","['3211881282.jpg', '5709986596.jpg', '158489361.jpg', '3104660351.jpg']","['people', 'urban', 'nature', 'animals']","['[1, 1, 2, 1, 1]', '[1, 1, 1, 1, 1]', '[1, 1, 2, 2, 1]', '[1, 1, 1, 2, 1]']","['0', '0', '0', '0']","""0"""
20,"['4640', '13043', '12452', '1703']","['8271763099.jpg', '647420452.jpg', '7115095073.jpg', '270244042.jpg']","['urban', 'nature', 'urban', 'nature']","['[4, 5, 4, 4, 5, 5, 5, 5, 5, 4]', '[4, 5, 5, 4, 4, 5, 5, 4, 5, 5]', '[3, 3, 3, 3, 3]', '[4, 3, 4, 4, 3, 3, 4, 4, 4, 3]']","['4', '4', '2', '3']","""4"""
21,"['906', '4727', '10515', '3077']","['2660012553.jpg', '8277372854.jpg', '8403446444.jpg', '5941443215.jpg']","['nature', 'nature', 'people', 'nature']","['[4, 3, 4, 3, 4]', '[4, 3, 4, 3, 4]', '[3, 2, 2, 2, 1]', '[3, 4, 3, 3, 3]']","['3', '3', '1', '2']","""3"""
22,"['1772', '8039', '8255', '2300']","['4858985572.jpg', '3813450970.jpg', '6308883176.jpg', '3773233155.jpg']","['people', 'animals', 'nature', 'nature']","['[3, 3, 3, 3, 3]', '[3, 2, 4, 3, 2]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 3, 2]']","['2', '2', '2', '2']","""2"""
23,"['4428', '3163', '11178', '6973']","['3655551386.jpg', '3208894425.jpg', '2050011317.jpg', '2991346984.jpg']","['animals', 'animals', 'animals', 'people']","['[3, 3, 2, 3, 2, 2, 2]', '[2, 2, 2, 2, 2, 2]', '[3, 3, 2, 2, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
24,"['740', '6187', '2052', '7782']","['4148133978.jpg', '7942552962.jpg', '1404688554.jpg', '4433526514.jpg']","['urban', 'animals', 'animals', 'urban']","['[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5]', '[5, 5, 4, 4, 5]', '[3, 3, 4, 3, 3]', '[3, 3, 3, 3, 4, 3, 3, 5, 4, 4, 3]']","['4', '4', '2', '2']","""4"""
25,"['12595', '12843', '2346', '4698']","['6249270557.jpg', '5371339714.jpg', '3112113117.jpg', '305169449.jpg']","['people', 'people', 'people', 'nature']","['[4, 4, 4, 4, 4]', '[2, 3, 4, 5, 4]', '[4, 3, 3, 3, 3]', '[3, 4, 3, 2, 3]']","['3', '3', '2', '2']","""3"""
26,"['7780', '2714', '7233', '2224']","['3332064127.jpg', '2706011516.jpg', '5225248508.jpg', '3860781056.jpg']","['urban', 'nature', 'urban', 'urban']","['[3, 3, 4, 4, 3]', '[3, 3, 2, 2, 4]', '[3, 3, 3, 3, 3, 4, 3, 3, 3, 3]', '[2, 2, 2, 2, 2]']","['2', '2', '2', '1']","""2"""
27,"['10375', '1349', '13414', '199']","['2922457249.jpg', '4163720404.jpg', '6570869045.jpg', '5871384792.jpg']","['urban', 'urban', 'urban', 'animals']","['[3, 2, 2, 2, 3]', '[3, 3, 2, 2, 3, 3, 2, 3, 2, 2]', '[3, 3, 2, 3, 2, 2]', '[3, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
28,"['9080', '7610', '6853', '3341']","['4926184010.jpg', '4266971579.jpg', '8503610250.jpg', '7358086474.jpg']","['nature', 'animals', 'people', 'nature']","['[5, 5, 5, 5, 5]', '[5, 4, 4, 5, 5]', '[5, 4, 4, 5, 4]', '[4, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
29,"['11058', '1809', '2235', '3317']","['5893890790.jpg', '6864591282.jpg', '5543520790.jpg', '3892513412.jpg']","['urban', 'animals', 'urban', 'nature']","['[4, 4, 3, 3, 4]', '[4, 4, 4, 3, 4]', '[3, 3, 3, 3, 3]', '[2, 2, 2, 2, 3]']","['3', '3', '2', '1']","""3"""
30,"['1862', '3029', '2263', '11882']","['4179106302.jpg', '2726214955.jpg', '4671903446.jpg', '321514388.jpg']","['urban', 'nature', 'animals', 'animals']","['[2, 3, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 4, 3, 3]', '[3, 3, 2, 4, 4, 3]']","['2', '2', '2', '2']","""2"""
31,"['7296', '3671', '4814', '8516']","['5345386663.jpg', '5625307637.jpg', '3140606459.jpg', '157427381.jpg']","['people', 'animals', 'animals', 'animals']","['[3, 2, 3, 3, 3, 3, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[2, 2, 3, 2, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
32,"['8900', '8242', '1551', '11133']","['2373267064.jpg', '8177287529.jpg', '3448634042.jpg', '5423736694.jpg']","['urban', 'animals', 'urban', 'urban']","['[4, 5, 5, 4, 5]', '[5, 5, 5, 5, 5, 5, 4, 5, 5, 4]', '[4, 3, 3, 2, 3]', '[3, 3, 2, 3, 3]']","['4', '4', '2', '2']","""4"""
33,"['1992', '2331', '319', '7336']","['4525226754.jpg', '8145857120.jpg', '6000273791.jpg', '3997609936.jpg']","['animals', 'animals', 'urban', 'nature']","['[5, 3, 3, 3, 4]', '[4, 4, 3, 4, 3, 3, 3, 4, 3, 4]', '[4, 4, 5, 4, 4]', '[4, 3, 3, 3, 4, 3, 3, 4, 4, 3]']","['3', '3', '3', '2']","""3"""
34,"['8871', '546', '7325', '8869']","['5901284012.jpg', '4757600253.jpg', '3480860155.jpg', '3641802117.jpg']","['nature', 'urban', 'nature', 'nature']","['[3, 3, 3, 2, 3]', '[3, 3, 3, 3, 4]', '[3, 3, 3, 3, 3]', '[3, 2, 3, 3, 5, 3, 4, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
35,"['1168', '13421', '4792', '1361']","['4110940746.jpg', '3470325936.jpg', '3152412551.jpg', '8472808206.jpg']","['nature', 'animals', 'animals', 'nature']","['[2, 3, 2, 2, 2]', '[1, 2, 2, 2, 2]', '[2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3]', '[2, 2, 3, 2, 3]']","['1', '1', '1', '1']","""1"""
36,"['13230', '8538', '2338', '1720']","['6847649875.jpg', '2891259033.jpg', '2152661217.jpg', '3798154872.jpg']","['people', 'people', 'nature', 'people']","['[5, 5, 5, 5, 5]', '[4, 5, 4, 5, 5]', '[3, 3, 3, 3, 3]', '[4, 2, 2, 3, 2]']","['4', '4', '2', '2']","""4"""
37,"['1429', '2197', '8544', '13318']","['3517945550.jpg', '5322049346.jpg', '1508004087.jpg', '4305542503.jpg']","['animals', 'urban', 'people', 'people']","['[4, 4, 3, 5, 4, 3]', '[3, 3, 3, 4, 5, 4]', '[2, 2, 4, 2, 3]', '[4, 3, 2, 4, 3]']","['3', '3', '2', '2']","""3"""
38,"['1579', '7092', '11556', '4421']","['8205658036.jpg', '291747206.jpg', '4934205181.jpg', '2755858639.jpg']","['urban', 'nature', 'urban', 'nature']","['[4, 3, 2, 3, 3]', '[3, 3, 4, 3, 4]', '[4, 3, 2, 4, 3, 3]', '[3, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
39,"['3536', '10171', '7139', '11570']","['3574116444.jpg', '4020661071.jpg', '5329892116.jpg', '6697937801.jpg']","['animals', 'animals', 'urban', 'nature']","['[2, 2, 2, 2, 2, 3, 2, 2, 3, 3]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 3, 2]']","['1', '1', '1', '1']","""1"""
40,"['12114', '2724', '11807', '8537']","['5796344537.jpg', '2689161526.jpg', '3742166839.jpg', '3218781407.jpg']","['urban', 'animals', 'people', 'urban']","['[5, 4, 5, 4, 5]', '[4, 5, 4, 5, 5]', '[4, 4, 4, 3, 5]', '[3, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
41,"['10381', '250', '350', '1661']","['6289722631.jpg', '2705638602.jpg', '8469903388.jpg', '5320091546.jpg']","['nature', 'animals', 'people', 'urban']","['[5, 4, 3, 4, 4, 4, 4, 4, 4, 5]', '[4, 4, 3, 5, 5]', '[2, 3, 3, 3, 4]', '[4, 5, 3, 5, 4, 5]']","['3', '3', '2', '3']","""3"""
42,"['637', '11376', '5814', '9072']","['4591118981.jpg', '5321679238.jpg', '1333645396.jpg', '3526722845.jpg']","['animals', 'nature', 'animals', 'urban']","['[3, 3, 5, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 4, 3, 3, 3]', '[4, 3, 3, 4, 2, 3, 4, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
43,"['5789', '5269', '1872', '13542']","['4274903913.jpg', '3647308089.jpg', '6800541023.jpg', '3177209381.jpg']","['urban', 'people', 'urban', 'nature']","['[2, 1, 2, 2, 2]', '[3, 2, 2, 2, 2]', '[2, 3, 2, 2, 1, 2]', '[2, 2, 2, 3, 3, 2]']","['1', '1', '1', '1']","""1"""
44,"['6423', '10963', '10979', '7770']","['5191186129.jpg', '8034865096.jpg', '3750072917.jpg', '5468629080.jpg']","['urban', 'animals', 'animals', 'urban']","['[5, 4, 5, 4, 5, 5, 5, 5, 4, 5]', '[5, 4, 5, 5, 5]', '[4, 3, 3, 3, 4]', '[3, 3, 4, 4, 4]']","['4', '4', '2', '3']","""4"""
45,"['5611', '4967', '2677', '7748']","['5381223983.jpg', '8118048235.jpg', '7142787411.jpg', '2919441084.jpg']","['nature', 'urban', 'animals', 'urban']","['[4, 5, 3, 3, 1, 3, 4, 4, 4, 4]', '[5, 4, 3, 5, 4, 5]', '[4, 4, 3, 4, 3, 4, 4]', '[3, 2, 4, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
46,"['3751', '1672', '3957', '2654']","['8024275978.jpg', '267606410.jpg', '774204306.jpg', '6934286111.jpg']","['people', 'urban', 'nature', 'urban']","['[4, 3, 3, 4, 3]', '[3, 4, 3, 3, 4]', '[3, 3, 5, 3, 3]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
47,"['7765', '8026', '7084', '11149']","['474833570.jpg', '5113836904.jpg', '503057677.jpg', '871979719.jpg']","['nature', 'people', 'people', 'animals']","['[3, 2, 2, 2, 3]', '[2, 3, 3, 2, 2]', '[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]', '[2, 2, 2, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
48,"['3233', '11765', '4702', '1754']","['8476717321.jpg', '7206464102.jpg', '6194904039.jpg', '3633543839.jpg']","['nature', 'urban', 'urban', 'animals']","['[4, 5, 5, 4, 5]', '[5, 5, 5, 5, 4]', '[3, 2, 3, 3, 4]', '[4, 4, 3, 4, 3, 3, 3, 4, 3, 4]']","['4', '4', '2', '3']","""4"""
49,"['10369', '377', '3162', '13522']","['6368733783.jpg', '2840619443.jpg', '3374240292.jpg', '4571815663.jpg']","['nature', 'nature', 'nature', 'urban']","['[4, 4, 3, 4, 3]', '[2, 4, 4, 4, 4]', '[4, 3, 4, 4, 4]', '[5, 4, 5, 4, 4, 3]']","['3', '3', '3', '3']","""3"""
50,"['135', '10194', '8305', '4155']","['3189771450.jpg', '6323495372.jpg', '7796532714.jpg', '7087846931.jpg']","['animals', 'nature', 'animals', 'urban']","['[3, 4, 3, 3, 3, 3, 3, 3, 3, 4]', '[5, 2, 2, 2, 2]', '[3, 3, 3, 4, 3]', '[3, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
51,"['6760', '2980', '9613', '5424']","['125035998.jpg', '4781933533.jpg', '914054356.jpg', '133952547.jpg']","['nature', 'urban', 'people', 'urban']","['[2, 2, 2, 2, 3]', '[2, 2, 1, 2, 2]', '[2, 2, 2, 2, 2, 3, 2, 3, 3, 2]', '[1, 2, 2, 1, 2]']","['1', '1', '1', '1']","""1"""
52,"['2233', '5908', '1951', '13423']","['8536938406.jpg', '29669024.jpg', '5230649735.jpg', '2508125733.jpg']","['people', 'animals', 'urban', 'nature']","['[5, 4, 5, 5, 4]', '[4, 5, 5, 4, 5]', '[3, 3, 3, 4, 3, 3]', '[4, 4, 3, 4, 5, 5, 4, 4, 4, 4]']","['4', '4', '2', '3']","""4"""
53,"['10341', '11665', '11226', '11758']","['2269475170.jpg', '5794631127.jpg', '6298202026.jpg', '4560860647.jpg']","['urban', 'nature', 'people', 'animals']","['[4, 5, 4, 4, 5, 4]', '[4, 4, 4, 4, 4]', '[4, 3, 3, 4, 4]', '[3, 4, 4, 3, 2, 4]']","['3', '3', '3', '2']","""3"""
54,"['12800', '11501', '5128', '7250']","['2961268049.jpg', '5821453448.jpg', '7835714518.jpg', '6482736979.jpg']","['animals', 'urban', 'people', 'people']","['[3, 4, 3, 4, 3]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 2, 2]', '[4, 4, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
55,"['5308', '11070', '2015', '4071']","['8490448020.jpg', '3139290355.jpg', '3547098490.jpg', '373746857.jpg']","['nature', 'people', 'nature', 'people']","['[2, 3, 2, 2, 2]', '[2, 2, 2, 2, 1, 2, 2, 3, 2, 1]', '[2, 3, 1, 3, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
56,"['4526', '6066', '4933', '957']","['229056405.jpg', '2336271291.jpg', '7866994658.jpg', '4781636220.jpg']","['animals', 'urban', 'people', 'nature']","['[5, 4, 5, 4, 5]', '[5, 5, 5, 5, 5, 5]', '[4, 3, 4, 4, 5]', '[3, 3, 4, 4, 3]']","['4', '4', '3', '2']","""4"""
57,"['13365', '11648', '6789', '6821']","['6518935855.jpg', '312050334.jpg', '8490298478.jpg', '7227015256.jpg']","['people', 'nature', 'people', 'people']","['[4, 3, 4, 4, 3]', '[3, 4, 4, 4, 3]', '[5, 3, 4, 3, 4]', '[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]']","['3', '3', '3', '3']","""3"""
58,"['3438', '5594', '2309', '2716']","['7464411548.jpg', '1269170423.jpg', '8495798324.jpg', '2599817249.jpg']","['people', 'nature', 'nature', 'animals']","['[3, 4, 3, 3, 3]', '[3, 3, 3, 3, 3]', '[3, 4, 3, 4, 3]', '[4, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
59,"['7762', '12109', '6775', '7913']","['5108866936.jpg', '3844562148.jpg', '7173025592.jpg', '4636842615.jpg']","['animals', 'urban', 'animals', 'people']","['[2, 2, 2, 3, 4, 2, 3, 2, 2, 3]', '[2, 2, 2, 2, 3, 3]', '[3, 2, 2, 2, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
60,"['2206', '333', '6208', '5615']","['6858029011.jpg', '6071619574.jpg', '5257206791.jpg', '5976699429.jpg']","['urban', 'people', 'animals', 'people']","['[5, 5, 5, 5, 5]', '[5, 5, 5, 5, 5]', '[3, 3, 3, 3, 2]', '[4, 3, 4, 5, 4]']","['4', '4', '2', '3']","""4"""
61,"['13382', '9188', '13482', '11792']","['2238957591.jpg', '7113238763.jpg', '5263627910.jpg', '5701960445.jpg']","['urban', 'people', 'urban', 'people']","['[4, 5, 4, 4, 4]', '[3, 3, 3, 5, 4]', '[3, 3, 5, 3, 3]', '[3, 3, 4, 3, 3]']","['3', '3', '2', '2']","""3"""
62,"['1982', '3283', '7713', '6723']","['3057422668.jpg', '4748355449.jpg', '1008092047.jpg', '7062707089.jpg']","['urban', 'animals', 'animals', 'people']","['[3, 3, 4, 3, 3, 4]', '[4, 3, 4, 3, 3]', '[4, 2, 3, 3, 3, 4]', '[4, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
63,"['3663', '5818', '3661', '6139']","['4454886217.jpg', '8145361342.jpg', '6990690572.jpg', '2838345776.jpg']","['animals', 'nature', 'people', 'nature']","['[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2]', '[3, 3, 2, 3, 3, 3, 3, 3, 1, 1]', '[1, 4, 2, 2, 2]', '[2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
64,"['5218', '858', '4671', '2149']","['5774898321.jpg', '3249489359.jpg', '7230145172.jpg', '6160294435.jpg']","['urban', 'urban', 'people', 'urban']","['[5, 4, 5, 5, 5, 5]', '[5, 5, 4, 4, 5, 5, 5, 5, 5, 5]', '[3, 4, 3, 5, 3]', '[3, 3, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
65,"['4898', '11147', '11237', '10705']","['514764586.jpg', '2660799652.jpg', '8452016643.jpg', '4587628949.jpg']","['animals', 'animals', 'people', 'nature']","['[3, 5, 4, 4, 3, 4]', '[4, 3, 4, 4, 3]', '[3, 4, 4, 3, 4, 3, 3, 4, 3, 3]', '[2, 5, 3, 2, 4]']","['3', '3', '2', '2']","""3"""
66,"['1726', '3799', '7199', '4466']","['5097902450.jpg', '6329293978.jpg', '4497219617.jpg', '4193429368.jpg']","['nature', 'urban', 'urban', 'urban']","['[4, 3, 3, 3, 3]', '[4, 3, 3, 3, 4]', '[4, 4, 3, 3, 3]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
67,"['10078', '11733', '4514', '5437']","['2981523160.jpg', '3309239162.jpg', '8077489828.jpg', '6021057275.jpg']","['animals', 'people', 'nature', 'urban']","['[3, 2, 2, 2, 2, 2, 3]', '[2, 2, 3, 2, 2]', '[2, 3, 2, 2, 2]', '[3, 2, 2, 2, 2, 2, 5, 2, 3, 2]']","['1', '1', '1', '1']","""1"""
68,"['12581', '12074', '4723', '1711']","['8404840723.jpg', '7373158434.jpg', '8154141133.jpg', '5893043556.jpg']","['animals', 'animals', 'people', 'animals']","['[4, 4, 5, 5, 5]', '[4, 5, 5, 5, 5]', '[3, 3, 4, 3, 3]', '[3, 3, 3, 4, 3]']","['4', '4', '2', '2']","""4"""
69,"['8655', '2314', '12120', '8094']","['869715909.jpg', '3284837813.jpg', '412838310.jpg', '8168759097.jpg']","['urban', 'nature', 'animals', 'nature']","['[4, 4, 5, 3, 4]', '[5, 5, 5, 3, 4]', '[3, 4, 4, 4, 4]', '[4, 3, 3, 4, 4]']","['3', '3', '3', '3']","""3"""
70,"['7983', '3603', '9791', '12374']","['8054458524.jpg', '5942349767.jpg', '2373186216.jpg', '3421027755.jpg']","['nature', 'people', 'animals', 'nature']","['[3, 3, 3, 4, 3]', '[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]', '[3, 3, 2, 2, 2]', '[3, 3, 4, 3, 3, 4, 3, 3, 4, 4]']","['2', '2', '1', '2']","""2"""
71,"['6974', '2201', '2118', '8336']","['5745704251.jpg', '3139958251.jpg', '461219758.jpg', '2818189924.jpg']","['nature', 'people', 'people', 'people']","['[3, 2, 2, 2, 2]', '[2, 2, 2, 2, 3]', '[1, 4, 2, 2, 1]', '[2, 3, 2, 2, 2, 2, 3, 2, 3, 3]']","['1', '1', '1', '1']","""1"""
72,"['4487', '7724', '7050', '6847']","['4350964868.jpg', '6334205351.jpg', '6907765056.jpg', '5942352275.jpg']","['urban', 'urban', 'people', 'people']","['[5, 4, 5, 5, 4, 5, 4, 5, 5, 5]', '[5, 5, 5, 5, 5]', '[3, 3, 3, 3, 2]', '[2, 2, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
73,"['12588', '7382', '8499', '2395']","['5598956842.jpg', '2542314970.jpg', '6941984312.jpg', '8495670939.jpg']","['nature', 'nature', 'nature', 'animals']","['[3, 3, 3, 4, 5]', '[4, 4, 4, 3, 4]', '[2, 3, 3, 3, 3]', '[4, 4, 4, 4, 4]']","['3', '3', '2', '3']","""3"""
74,"['9123', '6244', '2231', '1572']","['7985776749.jpg', '4602172085.jpg', '4363433539.jpg', '4970049354.jpg']","['urban', 'nature', 'urban', 'animals']","['[4, 4, 3, 2, 4]', '[4, 3, 3, 3, 4]', '[3, 4, 4, 3, 3]', '[3, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
75,"['1569', '2705', '5768', '5103']","['26254753.jpg', '4997187625.jpg', '5910222830.jpg', '5346882565.jpg']","['nature', 'nature', 'people', 'people']","['[2, 3, 2, 3, 2]', '[2, 3, 2, 2, 2]', '[2, 2, 2, 1, 1]', '[2, 3, 2, 2, 3]']","['1', '1', '1', '1']","""1"""
76,"['1940', '1117', '3857', '4101']","['3147303453.jpg', '558060241.jpg', '4903236924.jpg', '6789284662.jpg']","['urban', 'urban', 'nature', 'people']","['[4, 4, 5, 5, 5]', '[4, 5, 5, 5, 4]', '[3, 4, 4, 4, 4]', '[4, 4, 4, 3, 3]']","['4', '4', '3', '3']","""4"""
77,"['12892', '3333', '2363', '7243']","['6065663256.jpg', '370208387.jpg', '3765904789.jpg', '52158537.jpg']","['people', 'urban', 'nature', 'urban']","['[4, 3, 4, 5, 3]', '[5, 4, 3, 4, 4]', '[4, 3, 5, 3, 4, 3, 4, 5, 2, 3]', '[3, 4, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
