,Unnamed: 0,img_name,category,beauty_scores,score,score_bag
11,"['5288', '12389', '758', '8670']","['7909730300.jpg', '7167548329.jpg', '7123978647.jpg', '6819034425.jpg']","['animals', 'animals', 'nature', 'animals']","['[3, 4, 4, 3, 4, 4]', '[4, 4, 4, 3, 5]', '[3, 3, 3, 3, 3, 3, 4, 3, 2, 3]', '[3, 3, 4, 4, 4]']","['3', '3', '2', '3']","""3"""
12,"['9345', '10094', '7921', '2957']","['4230945215.jpg', '3197983800.jpg', '99330487.jpg', '6861311841.jpg']","['urban', 'nature', 'animals', 'nature']","['[2, 3, 3, 3, 3]', '[3, 3, 3, 4, 4]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[3, 3, 3, 3, 2]']","['2', '2', '2', '2']","""2"""
13,"['164', '9030', '9081', '1872']","['5481480425.jpg', '8150559597.jpg', '2235491787.jpg', '6800541023.jpg']","['people', 'nature', 'urban', 'urban']","['[2, 2, 2, 2, 3]', '[2, 2, 1, 1, 2, 3, 3, 2, 3, 3, 2]', '[2, 3, 2, 2, 3, 2]', '[2, 3, 2, 2, 1, 2]']","['1', '1', '1', '1']","""1"""
14,"['11530', '1719', '11189', '3070']","['3523181182.jpg', '2698240918.jpg', '122050933.jpg', '6990135829.jpg']","['people', 'people', 'people', 'people']","['[1, 1, 2, 1, 1]', '[2, 1, 1, 1, 1]', '[1, 1, 1, 2, 2, 1, 1, 1, 2, 1]', '[1, 1, 1, 1, 1]']","['0', '0', '0', '0']","""0"""
15,"['4522', '8538', '3938', '6021']","['7701836058.jpg', '2891259033.jpg', '2389292828.jpg', '5674267090.jpg']","['urban', 'people', 'urban', 'animals']","['[4, 4, 5, 5, 5, 5, 5, 4, 5, 4]', '[4, 5, 4, 5, 5]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 2, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
16,"['465', '9210', '9638', '5345']","['3727797808.jpg', '3657250997.jpg', '5684036909.jpg', '2429248972.jpg']","['animals', 'animals', 'nature', 'urban']","['[4, 4, 2, 4, 4]', '[4, 4, 3, 4, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 3, 3, 4]']","['3', '3', '2', '2']","""3"""
17,"['10075', '13539', '13241', '5912']","['3892999833.jpg', '8167032926.jpg', '5359659464.jpg', '3742605481.jpg']","['urban', 'animals', 'people', 'people']","['[3, 3, 3, 3, 3]', '[4, 3, 2, 3, 3, 4, 3, 3, 4, 4]', '[3, 3, 3, 3, 3]', '[3, 4, 4, 4, 2]']","['2', '2', '2', '2']","""2"""
18,"['3717', '7139', '1650', '7425']","['3874644525.jpg', '5329892116.jpg', '5242859788.jpg', '3821506492.jpg']","['urban', 'urban', 'people', 'nature']","['[2, 5, 2, 2, 1]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 3, 3]', '[3, 2, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
19,"['4365', '12413', '5035', '4906']","['3211881282.jpg', '3104660351.jpg', '5836879431.jpg', '3235173967.jpg']","['people', 'animals', 'people', 'animals']","['[1, 1, 2, 1, 1]', '[1, 1, 1, 2, 1]', '[1, 1, 1, 2, 1]', '[2, 1, 2, 1, 1]']","['0', '0', '0', '0']","""0"""
20,"['6379', '6501', '3914', '3722']","['11999738.jpg', '5764568623.jpg', '7618626884.jpg', '6250473422.jpg']","['animals', 'urban', 'urban', 'nature']","['[5, 4, 5, 5, 5]', '[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]', '[4, 4, 4, 3, 4]', '[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
21,"['9071', '6759', '3206', '8970']","['5244196605.jpg', '3552686082.jpg', '5515580371.jpg', '3636128726.jpg']","['nature', 'urban', 'people', 'people']","['[3, 3, 4, 4, 4]', '[4, 4, 3, 4, 4]', '[4, 4, 3, 3, 3]', '[4, 3, 3, 3, 3]']","['3', '3', '2', '2']","""3"""
22,"['4035', '11916', '9604', '12618']","['7918146682.jpg', '2607990093.jpg', '2245778031.jpg', '5341080670.jpg']","['people', 'animals', 'nature', 'people']","['[4, 4, 3, 3, 3]', '[2, 3, 3, 2, 3]', '[2, 3, 3, 3, 3]', '[3, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
23,"['2700', '11167', '10908', '6393']","['5884943723.jpg', '13205125.jpg', '5345385525.jpg', '2337996490.jpg']","['people', 'animals', 'people', 'people']","['[2, 3, 2, 2, 2]', '[2, 2, 2, 3, 2]', '[3, 2, 2, 2, 2]', '[2, 3, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
24,"['8900', '5803', '5770', '1508']","['2373267064.jpg', '8350489209.jpg', '416329013.jpg', '264146008.jpg']","['urban', 'animals', 'people', 'nature']","['[4, 5, 5, 4, 5]', '[5, 5, 5, 5, 5, 5, 4, 5, 4, 5]', '[5, 4, 2, 5, 3]', '[4, 5, 5, 4, 4]']","['4', '4', '3', '3']","""4"""
25,"['8497', '11027', '2691', '5587']","['3119858260.jpg', '3218316200.jpg', '6188597181.jpg', '6487797241.jpg']","['nature', 'animals', 'urban', 'animals']","['[5, 3, 4, 3, 4]', '[4, 4, 3, 4, 4]', '[4, 4, 3, 3, 3, 4, 3, 3, 4, 4]', '[4, 4, 5, 4, 5, 4, 4, 4, 4, 5]']","['3', '3', '3', '3']","""3"""
26,"['9422', '3909', '8253', '2459']","['447605474.jpg', '3188180242.jpg', '6733756761.jpg', '3214599847.jpg']","['urban', 'animals', 'nature', 'people']","['[3, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]', '[3, 3, 3, 3, 3, 4, 3, 3, 4, 5]', '[4, 3, 3, 3, 4]']","['2', '2', '2', '2']","""2"""
27,"['12113', '5781', '5818', '9792']","['8068569785.jpg', '2835644804.jpg', '8145361342.jpg', '3308019077.jpg']","['urban', 'people', 'nature', 'nature']","['[2, 2, 3, 3, 3, 2, 2]', '[2, 2, 3, 2, 3, 3, 2, 3, 2, 3]', '[3, 3, 2, 3, 3, 3, 3, 3, 1, 1]', '[2, 2, 3, 3, 2]']","['1', '1', '1', '1']","""1"""
28,"['4899', '10993', '7441', '2781']","['4103691513.jpg', '8422332212.jpg', '2543254700.jpg', '8132334451.jpg']","['urban', 'urban', 'nature', 'animals']","['[4, 5, 5, 4, 5]', '[3, 5, 5, 5, 5, 4, 5, 5, 5, 5]', '[3, 3, 3, 3, 2, 3]', '[4, 4, 3, 4, 5]']","['4', '4', '2', '3']","""4"""
29,"['11396', '6512', '5265', '7249']","['5591419347.jpg', '7393502528.jpg', '6217629885.jpg', '4829766353.jpg']","['urban', 'people', 'urban', 'urban']","['[4, 2, 5, 4, 3]', '[4, 3, 3, 4, 4]', '[3, 3, 3, 3, 3]', '[3, 3, 2, 3, 3]']","['3', '3', '2', '2']","""3"""
30,"['5264', '9069', '8973', '8191']","['4711325331.jpg', '7979785688.jpg', '6534400335.jpg', '7219734022.jpg']","['urban', 'people', 'animals', 'people']","['[3, 3, 4, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[4, 4, 3, 3, 2]', '[5, 4, 3, 3, 2]']","['2', '2', '2', '2']","""2"""
31,"['4027', '6595', '10790', '2769']","['4207592054.jpg', '3285349556.jpg', '4996066182.jpg', '3450136315.jpg']","['urban', 'people', 'urban', 'people']","['[2, 2, 2, 3, 2, 3]', '[2, 3, 3, 2, 2]', '[2, 2, 2, 3, 2]', '[3, 2, 2, 2, 3]']","['1', '1', '1', '1']","""1"""
32,"['4328', '12689', '7423', '10814']","['4479277174.jpg', '6802967552.jpg', '3182987892.jpg', '8132691830.jpg']","['people', 'people', 'animals', 'animals']","['[5, 5, 5, 5, 5]', '[5, 5, 5, 4, 4]', '[3, 3, 3, 3, 3]', '[2, 4, 4, 4, 4, 3, 4]']","['4', '4', '2', '3']","""4"""
33,"['648', '6289', '10904', '7786']","['6840833818.jpg', '3445863040.jpg', '3661162220.jpg', '2483067828.jpg']","['nature', 'animals', 'urban', 'animals']","['[4, 4, 4, 3, 4]', '[4, 4, 4, 4, 4]', '[3, 3, 4, 3, 5, 3, 5, 3, 3, 3]', '[5, 3, 3, 4, 3]']","['3', '3', '3', '3']","""3"""
34,"['327', '6890', '9058', '5689']","['8037238470.jpg', '7372870576.jpg', '5257751830.jpg', '2444866251.jpg']","['nature', 'people', 'people', 'animals']","['[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]', '[2, 2, 2, 3, 2, 3, 2, 4, 3, 3]', '[3, 3, 4, 3, 3]', '[4, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
35,"['5550', '3268', '6775', '7800']","['7614026016.jpg', '3524284327.jpg', '7173025592.jpg', '6433762815.jpg']","['people', 'people', 'animals', 'urban']","['[2, 3, 3, 2, 2, 3, 3, 2, 2, 3]', '[2, 2, 2, 2, 2]', '[3, 2, 2, 2, 2]', '[3, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
36,"['6389', '6773', '5642', '7030']","['2732680672.jpg', '6246933836.jpg', '4793834045.jpg', '403712642.jpg']","['people', 'animals', 'nature', 'animals']","['[4, 4, 5, 5, 5]', '[5, 4, 5, 5, 4]', '[4, 4, 3, 4, 4, 4, 3, 5, 4, 5]', '[4, 4, 4, 4, 4]']","['4', '4', '3', '3']","""4"""
37,"['5160', '7480', '6489', '3100']","['6129879012.jpg', '6916084169.jpg', '4604615320.jpg', '3375945170.jpg']","['people', 'people', 'urban', 'nature']","['[1, 5, 5, 1, 5, 5, 4, 4, 5, 5]', '[4, 4, 4, 4, 4]', '[3, 4, 4, 2, 3]', '[3, 3, 3, 3, 2]']","['3', '3', '2', '2']","""3"""
38,"['5813', '4163', '2276', '10415']","['7111872623.jpg', '5651748040.jpg', '5964080180.jpg', '7285603316.jpg']","['people', 'urban', 'urban', 'people']","['[3, 4, 3, 3, 4]', '[3, 3, 2, 3, 3]', '[3, 3, 3, 3, 2, 3]', '[3, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
39,"['12897', '11660', '4331', '773']","['441566468.jpg', '8246338836.jpg', '4237104537.jpg', '11060554.jpg']","['nature', 'animals', 'urban', 'urban']","['[3, 1, 3, 2, 3]', '[2, 2, 2, 2, 2, 2, 2, 3, 2, 3]', '[3, 2, 2, 2, 2]', '[2, 1, 2, 1, 2, 2]']","['1', '1', '1', '1']","""1"""
40,"['3233', '12557', '602', '9267']","['8476717321.jpg', '8123822696.jpg', '4956171513.jpg', '2942286837.jpg']","['nature', 'animals', 'animals', 'urban']","['[4, 5, 5, 4, 5]', '[5, 4, 4, 5, 5, 5]', '[2, 2, 2, 2, 2, 2]', '[4, 3, 4, 3, 4, 4]']","['4', '4', '1', '3']","""4"""
41,"['13004', '9294', '2925', '11529']","['5639010095.jpg', '2578518564.jpg', '4280834181.jpg', '9822896.jpg']","['people', 'animals', 'nature', 'nature']","['[5, 4, 4, 4, 3]', '[4, 4, 5, 4, 5]', '[3, 3, 3, 3, 3]', '[3, 4, 5, 4, 3]']","['3', '3', '2', '3']","""3"""
42,"['11059', '1044', '6995', '171']","['3138679204.jpg', '4193355197.jpg', '6176559388.jpg', '4961821549.jpg']","['urban', 'people', 'animals', 'nature']","['[3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2]', '[3, 3, 4, 3, 4]', '[4, 3, 3, 4, 3]', '[3, 3, 2, 3, 3]']","['2', '2', '2', '2']","""2"""
43,"['3340', '9791', '5663', '309']","['1705163220.jpg', '2373186216.jpg', '7681682320.jpg', '4070979574.jpg']","['nature', 'animals', 'nature', 'nature']","['[2, 2, 2, 3, 2]', '[3, 3, 2, 2, 2]', '[2, 2, 2, 2, 1]', '[2, 3, 2, 2, 3]']","['1', '1', '1', '1']","""1"""
44,"['678', '7159', '11077', '10283']","['3900007867.jpg', '8382797822.jpg', '5231674711.jpg', '6097387675.jpg']","['animals', 'animals', 'urban', 'animals']","['[5, 5, 5, 5, 4, 5]', '[4, 4, 5, 5, 5]', '[4, 3, 4, 4, 4]', '[4, 4, 3, 4, 4]']","['4', '4', '3', '3']","""4"""
45,"['6653', '5453', '5635', '573']","['2472356896.jpg', '484858990.jpg', '3679906367.jpg', '154911633.jpg']","['animals', 'animals', 'animals', 'nature']","['[4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 4]', '[4, 4, 5, 4, 4]', '[3, 3, 3, 3, 3]', '[3, 3, 4, 3, 3]']","['3', '3', '2', '2']","""3"""
46,"['8448', '3381', '11454', '5076']","['3502940514.jpg', '7744370618.jpg', '4815209220.jpg', '44008993.jpg']","['nature', 'people', 'urban', 'urban']","['[3, 3, 3, 3, 4]', '[3, 3, 3, 2, 3]', '[3, 4, 3, 4, 3]', '[3, 3, 4, 3, 4]']","['2', '2', '2', '2']","""2"""
47,"['376', '4108', '2086', '4046']","['5377352222.jpg', '153161528.jpg', '186593449.jpg', '4949414423.jpg']","['people', 'urban', 'animals', 'nature']","['[2, 3, 3, 2, 2]', '[3, 3, 2, 2, 2]', '[2, 2, 3, 2, 2]', '[2, 2, 3, 2, 3]']","['1', '1', '1', '1']","""1"""
48,"['5908', '6095', '564', '11333']","['29669024.jpg', '2892454075.jpg', '5706788511.jpg', '7104218829.jpg']","['animals', 'people', 'urban', 'people']","['[4, 5, 5, 4, 5]', '[4, 5, 5, 4, 5]', '[3, 3, 3, 3, 3, 4, 3, 3, 3, 3]', '[3, 2, 2, 2, 2]']","['4', '4', '2', '1']","""4"""
49,"['6800', '2252', '10834', '13419']","['2249817939.jpg', '2931596838.jpg', '113776754.jpg', '5687043121.jpg']","['nature', 'urban', 'nature', 'nature']","['[5, 5, 4, 4, 4, 5, 5, 3, 4, 5]', '[4, 4, 4, 4, 3]', '[3, 3, 3, 3, 3]', '[4, 3, 4, 4, 4]']","['3', '3', '2', '3']","""3"""
50,"['5118', '9673', '380', '3194']","['2181337664.jpg', '7790918748.jpg', '5452431614.jpg', '8393059288.jpg']","['urban', 'nature', 'urban', 'urban']","['[3, 3, 3, 4, 4, 3, 3, 3]', '[3, 3, 3, 4, 2]', '[3, 3, 3, 3, 3]', '[3, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
51,"['4096', '5246', '7854', '4113']","['128651077.jpg', '6231345844.jpg', '5923014561.jpg', '5785673760.jpg']","['nature', 'animals', 'urban', 'nature']","['[2, 2, 3, 2, 2, 2, 2, 3, 3, 3]', '[2, 2, 2, 3, 2]', '[3, 3, 3, 2, 2, 2]', '[4, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
52,"['4479', '1310', '3891', '5798']","['7759869242.jpg', '3986658544.jpg', '6978908936.jpg', '6106538651.jpg']","['animals', 'urban', 'nature', 'animals']","['[5, 4, 5, 4, 5]', '[5, 4, 5, 5, 5, 5, 5, 5, 4, 5]', '[5, 4, 4, 4, 5, 3, 3, 4, 5, 4]', '[4, 3, 4, 5, 4]']","['4', '4', '3', '3']","""4"""
53,"['2189', '3193', '12158', '5210']","['391876290.jpg', '8433230943.jpg', '4631840005.jpg', '98951823.jpg']","['animals', 'animals', 'animals', 'animals']","['[5, 3, 4, 3, 5, 3]', '[4, 4, 3, 3, 4]', '[4, 5, 4, 3, 4]', '[4, 4, 4, 3, 4, 3, 4, 4, 5, 3]']","['3', '3', '3', '3']","""3"""
54,"['12273', '2616', '875', '7073']","['7145402927.jpg', '5371472172.jpg', '36013482.jpg', '3254678299.jpg']","['people', 'people', 'animals', 'urban']","['[3, 4, 3, 4, 3]', '[4, 3, 3, 3, 3, 3, 3, 2, 3, 4]', '[3, 3, 4, 3, 4]', '[3, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
55,"['8005', '1110', '10937', '3682']","['2225544200.jpg', '4858508540.jpg', '2827345214.jpg', '7153599681.jpg']","['people', 'nature', 'people', 'urban']","['[2, 2, 2, 2, 3]', '[2, 4, 1, 3, 1]', '[2, 3, 2, 2, 2, 3, 3, 2, 2, 3]', '[2, 2, 2, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
56,"['3650', '11124', '5999', '7565']","['8275498556.jpg', '4399295094.jpg', '7096943157.jpg', '6096047292.jpg']","['people', 'nature', 'animals', 'nature']","['[5, 5, 5, 5, 5, 4, 4, 5, 4, 4]', '[5, 4, 5, 5, 4]', '[5, 4, 4, 5, 4, 4, 3, 4, 4, 4, 4]', '[3, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
57,"['2848', '651', '6781', '6248']","['4901841109.jpg', '8481301455.jpg', '1340092056.jpg', '2889069681.jpg']","['animals', 'animals', 'nature', 'animals']","['[4, 4, 4, 4, 5]', '[5, 4, 4, 4, 4]', '[3, 4, 3, 3, 3]', '[4, 4, 4, 4, 4]']","['3', '3', '2', '3']","""3"""
58,"['637', '690', '9309', '13319']","['4591118981.jpg', '4109908871.jpg', '7934553580.jpg', '8002588397.jpg']","['animals', 'animals', 'nature', 'urban']","['[3, 3, 5, 3, 3]', '[3, 3, 3, 3, 4, 3]', '[3, 3, 3, 4, 3]', '[4, 2, 3, 4, 3, 3]']","['2', '2', '2', '2']","""2"""
59,"['10095', '6098', '6365', '3217']","['3418047745.jpg', '2830420967.jpg', '6049219236.jpg', '2071431325.jpg']","['animals', 'animals', 'urban', 'nature']","['[4, 2, 2, 2, 2]', '[4, 2, 2, 2, 2]', '[3, 2, 2, 2, 3]', '[2, 2, 2, 3, 3]']","['1', '1', '1', '1']","""1"""
60,"['11628', '5715', '7908', '5378']","['5890431924.jpg', '7516553228.jpg', '2055609325.jpg', '3098215830.jpg']","['urban', 'animals', 'people', 'people']","['[5, 5, 5, 4, 5, 5, 5, 5, 5, 5]', '[5, 5, 5, 5, 5]', '[3, 3, 3, 3, 3]', '[5, 4, 3, 4, 5]']","['4', '4', '2', '3']","""4"""
61,"['4677', '1595', '3082', '8315']","['2898482458.jpg', '2925191831.jpg', '5586123505.jpg', '8336000902.jpg']","['animals', 'people', 'urban', 'urban']","['[4, 4, 4, 4, 3]', '[4, 4, 4, 4, 4]', '[3, 4, 4, 5, 5]', '[3, 3, 3, 5, 4]']","['3', '3', '3', '3']","""3"""
62,"['8406', '4584', '2704', '1694']","['5569159861.jpg', '4540584966.jpg', '6949862524.jpg', '3954868183.jpg']","['nature', 'urban', 'urban', 'urban']","['[4, 3, 3, 3, 4]', '[3, 4, 3, 3, 3]', '[3, 3, 4, 3, 3]', '[4, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
63,"['8014', '5857', '11733', '2517']","['4142657255.jpg', '5519781141.jpg', '3309239162.jpg', '2539179098.jpg']","['nature', 'urban', 'people', 'nature']","['[3, 2, 2, 2, 2]', '[3, 2, 2, 2, 3]', '[2, 2, 3, 2, 2]', '[3, 2, 2, 3, 2]']","['1', '1', '1', '1']","""1"""
64,"['12955', '1337', '11936', '6706']","['4319173839.jpg', '3536106969.jpg', '5343179445.jpg', '4307440321.jpg']","['nature', 'nature', 'urban', 'urban']","['[5, 5, 4, 4, 5]', '[5, 4, 5, 4, 5]', '[3, 4, 3, 3, 3]', '[2, 2, 2, 3, 3]']","['4', '4', '2', '1']","""4"""
65,"['10234', '1225', '1661', '2903']","['5046918378.jpg', '280388676.jpg', '5320091546.jpg', '5442622597.jpg']","['nature', 'nature', 'urban', 'animals']","['[4, 5, 5, 4, 4, 4, 5, 4, 4, 4]', '[4, 4, 4, 4, 5]', '[4, 5, 3, 5, 4, 5]', '[4, 4, 4, 4, 3, 3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
66,"['11522', '1311', '12057', '8328']","['5293451128.jpg', '5449313918.jpg', '3856696364.jpg', '81456839.jpg']","['nature', 'animals', 'animals', 'urban']","['[3, 2, 3, 3, 2]', '[3, 3, 3, 2, 3]', '[4, 2, 3, 4, 2, 3, 3, 3, 4, 3, 4]', '[3, 4, 3, 2, 3]']","['2', '2', '2', '2']","""2"""
67,"['10933', '7765', '5623', '12270']","['2943385606.jpg', '474833570.jpg', '3380405604.jpg', '8004171412.jpg']","['animals', 'nature', 'nature', 'urban']","['[2, 4, 2, 1, 2]', '[3, 2, 2, 2, 3]', '[2, 2, 2, 2, 2]', '[2, 3, 3, 3, 2, 2]']","['1', '1', '1', '1']","""1"""
68,"['9004', '2995', '3045', '11654']","['5484616390.jpg', '3533611130.jpg', '4102910186.jpg', '6816700277.jpg']","['urban', 'animals', 'urban', 'nature']","['[5, 4, 5, 5, 4]', '[5, 4, 5, 4, 5, 5]', '[3, 2, 2, 3, 4, 2, 2, 3, 2, 4, 3, 2]', '[3, 3, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
69,"['911', '13095', '3214', '11965']","['5180104626.jpg', '3951044764.jpg', '6883282199.jpg', '387864928.jpg']","['nature', 'animals', 'people', 'animals']","['[4, 5, 4, 3, 3]', '[4, 3, 3, 4, 4]', '[3, 3, 4, 3, 3]', '[5, 4, 3, 5, 5]']","['3', '3', '2', '3']","""3"""
70,"['9965', '11237', '4342', '5090']","['6924360957.jpg', '8452016643.jpg', '201243577.jpg', '4517878540.jpg']","['animals', 'people', 'nature', 'urban']","['[3, 2, 3, 3, 3]', '[3, 4, 4, 3, 4, 3, 3, 4, 3, 3]', '[3, 3, 3, 3, 3]', '[4, 3, 3, 3, 3]']","['2', '2', '2', '2']","""2"""
71,"['11178', '2652', '7236', '7338']","['2050011317.jpg', '7002077346.jpg', '2390685014.jpg', '3612408856.jpg']","['animals', 'nature', 'people', 'animals']","['[3, 3, 2, 2, 2]', '[2, 2, 2, 2, 2]', '[2, 2, 2, 1, 1]', '[2, 3, 2, 2, 2]']","['1', '1', '1', '1']","""1"""
72,"['9694', '3632', '790', '11038']","['8350083452.jpg', '8284880360.jpg', '7341573350.jpg', '3534690224.jpg']","['urban', 'animals', 'nature', 'nature']","['[5, 5, 5, 4, 4]', '[5, 5, 5, 5, 5, 5, 4, 3, 4, 5, 4]', '[3, 3, 3, 3, 4]', '[3, 4, 3, 3, 3]']","['4', '4', '2', '2']","""4"""
73,"['8023', '9607', '2406', '3603']","['3138485603.jpg', '7573744958.jpg', '8060913032.jpg', '5942349767.jpg']","['animals', 'people', 'nature', 'people']","['[5, 3, 3, 4, 4, 3, 5]', '[4, 3, 4, 4, 3]', '[3, 4, 5, 4, 4]', '[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]']","['3', '3', '3', '2']","""3"""
74,"['11273', '2391', '8940', '4604']","['454776951.jpg', '2536908182.jpg', '246794722.jpg', '5398136294.jpg']","['urban', 'urban', 'nature', 'animals']","['[4, 3, 3, 3, 2, 3, 3, 4, 3, 3]', '[3, 3, 4, 2, 3, 2]', '[3, 4, 3, 3, 3]', '[3, 3, 4, 3, 3, 4, 3]']","['2', '2', '2', '2']","""2"""
75,"['4855', '10417', '13021', '7036']","['8545784489.jpg', '7059528975.jpg', '5429743358.jpg', '1367863371.jpg']","['people', 'nature', 'urban', 'people']","['[3, 3, 2, 2, 2]', '[3, 3, 3, 2, 2, 2, 1, 2, 3, 3]', '[3, 3, 2, 2, 2]', '[2, 2, 4, 2, 1]']","['1', '1', '1', '1']","""1"""
76,"['4710', '4367', '3934', '6458']","['2176906744.jpg', '6320491042.jpg', '7901419290.jpg', '14951264.jpg']","['urban', 'nature', 'animals', 'animals']","['[5, 5, 5, 5, 5, 5]', '[4, 5, 5, 4, 5]', '[5, 4, 4, 4, 4, 3]', '[3, 3, 3, 3, 3]']","['4', '4', '3', '2']","""4"""
77,"['2424', '6435', '13301', '5149']","['5389682650.jpg', '5598187135.jpg', '5026943173.jpg', '8409358286.jpg']","['people', 'animals', 'animals', 'nature']","['[4, 4, 4, 3, 4]', '[4, 4, 3, 4, 4]', '[4, 4, 4, 3, 4]', '[3, 3, 3, 4, 3]']","['3', '3', '3', '2']","""3"""
