,img_name,subject,age,age_group,age_group_bag
47,"['008A03.JPG', '016A03.JPG', '036A01.JPG', '046A02.JPG']","['008', '016', '036', '046']","['3', '3', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
112,"['076A09.JPG', '048A09.JPG', '026A06.JPG', '052A04.JPG']","['076', '048', '026', '052']","['9', '9', '6', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
175,"['071A35.JPG', '061A25.JPG', '044A25.JPG', '029A23.JPG']","['071', '061', '044', '029']","['35', '25', '25', '23']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
114,"['072A45.JPG', '003A47.JPG', '060A04.JPG', '067A17.JPG']","['072', '003', '060', '067']","['45', '47', '4', '17']","['41+', '41+', '04-11', '17-24']","""41+"""
47,"['008A03.JPG', '016A03.JPG', '036A01.JPG', '046A02.JPG']","['008', '016', '036', '046']","['3', '3', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
98,"['026A17.JPG', '082A23.JPG', '079A09.JPG', '050A22.JPG']","['026', '082', '079', '050']","['17', '23', '9', '22']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
59,"['080A02.JPG', '066A02a.JPG', '068A03.JPG', '054A00.JPG']","['080', '066', '068', '054']","['2', '2', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
109,"['043A27.JPG', '048A30.JPG', '008A16.JPG', '025A34.JPG']","['043', '048', '008', '025']","['27', '30', '16', '34']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
184,"['020A20.JPG', '042A18.JPG', '036A18.JPG', '068A13.JPG']","['020', '042', '036', '068']","['20', '18', '18', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
0,"['027A41.JPG', '006A46.JPG', '023A07.JPG', '024A07.JPG']","['027', '006', '023', '024']","['41', '46', '7', '7']","['41+', '41+', '04-11', '04-11']","""41+"""
49,"['008A30.JPG', '034A35.JPG', '015A12.JPG', '017A05.JPG']","['008', '034', '015', '017']","['30', '35', '12', '5']","['25-40', '25-40', '12-16', '04-11']","""25-40"""
29,"['053A02.JPG', '053A01.JPG', '015A01.JPG', '081A01.JPG']","['053', '053', '015', '081']","['2', '1', '1', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
145,"['037A13.JPG', '072A14.JPG', '023A05.JPG', '048A10.JPG']","['037', '072', '023', '048']","['13', '14', '5', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
137,"['059A12.JPG', '041A13.JPG', '002A12.JPG', '017A12.JPG']","['059', '041', '002', '017']","['12', '13', '12', '12']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
54,"['001A43a.JPG', '048A49.JPG', '018A28.JPG', '058A06.JPG']","['001', '048', '018', '058']","['43', '49', '28', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
35,"['057A00.JPG', '009A03.JPG', '060A02.JPG', '036A00.JPG']","['057', '009', '060', '036']","['0', '3', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
50,"['047A20.JPG', '015A19.JPG', '060A19.JPG', '081A05.JPG']","['047', '015', '060', '081']","['20', '19', '19', '5']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
197,"['048A27.JPG', '004A40.JPG', '023A21.JPG', '028A18.JPG']","['048', '004', '023', '028']","['27', '40', '21', '18']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
162,"['041A06.JPG', '031A11.JPG', '054A06.JPG', '015A07.JPG']","['041', '031', '054', '015']","['6', '11', '6', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
110,"['002A21.JPG', '041A20.JPG', '037A18.JPG', '081A12.JPG']","['002', '041', '037', '081']","['21', '20', '18', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
195,"['032A35.JPG', '032A40.JPG', '002A31.JPG', '004A21.JPG']","['032', '032', '002', '004']","['35', '40', '31', '21']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
193,"['018A34.JPG', '072A25.JPG', '017A19.JPG', '012A36.JPG']","['018', '072', '017', '012']","['34', '25', '19', '36']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
54,"['001A43a.JPG', '048A49.JPG', '018A28.JPG', '058A06.JPG']","['001', '048', '018', '058']","['43', '49', '28', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
46,"['073A05.JPG', '056A06.JPG', '078A06.JPG', '019A05.JPG']","['073', '056', '078', '019']","['5', '6', '6', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
81,"['068A12.JPG', '062A15.JPG', '065A06b.JPG', '023A14.JPG']","['068', '062', '065', '023']","['12', '15', '6', '14']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
21,"['072A13.JPG', '032A15.JPG', '037A04.JPG', '011A02.JPG']","['072', '032', '037', '011']","['13', '15', '4', '2']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
48,"['013A41.JPG', '013A44.JPG', '014A22.JPG', '030A07.JPG']","['013', '013', '014', '030']","['41', '44', '22', '7']","['41+', '41+', '17-24', '04-11']","""41+"""
23,"['020A02.JPG', '073A00.JPG', '070A02.JPG', '009A01.JPG']","['020', '073', '070', '009']","['2', '0', '2', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
197,"['048A27.JPG', '004A40.JPG', '023A21.JPG', '028A18.JPG']","['048', '004', '023', '028']","['27', '40', '21', '18']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
36,"['033A44.JPG', '071A44.JPG', '047A15.JPG', '054A13.JPG']","['033', '071', '047', '054']","['44', '44', '15', '13']","['41+', '41+', '12-16', '12-16']","""41+"""
150,"['050A06.JPG', '018A06.JPG', '060A05.JPG', '002A04.JPG']","['050', '018', '060', '002']","['6', '6', '5', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
84,"['047A55.JPG', '071A43.JPG', '019A15.JPG', '048A50.JPG']","['047', '071', '019', '048']","['55', '43', '15', '50']","['41+', '41+', '12-16', '41+']","""41+"""
104,"['076A17.JPG', '020A22.JPG', '002A15.JPG', '012A18.JPG']","['076', '020', '002', '012']","['17', '22', '15', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
124,"['047A06.JPG', '055A04.JPG', '035A05.JPG', '022A11.JPG']","['047', '055', '035', '022']","['6', '4', '5', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
1,"['001A40.JPG', '017A32.JPG', '080A09.JPG', '077A12.JPG']","['001', '017', '080', '077']","['40', '32', '9', '12']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
114,"['072A45.JPG', '003A47.JPG', '060A04.JPG', '067A17.JPG']","['072', '003', '060', '067']","['45', '47', '4', '17']","['41+', '41+', '04-11', '17-24']","""41+"""
71,"['053A00.JPG', '050A03.JPG', '066A00.JPG', '046A01.JPG']","['053', '050', '066', '046']","['0', '3', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
163,"['067A39.JPG', '021A35.JPG', '004A28.JPG', '011A20.JPG']","['067', '021', '004', '011']","['39', '35', '28', '20']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
45,"['001A16.JPG', '065A13.JPG', '035A09.JPG', '023A09.JPG']","['001', '065', '035', '023']","['16', '13', '9', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
185,"['078A13.JPG', '073A14.JPG', '010A10.JPG', '066A09.JPG']","['078', '073', '010', '066']","['13', '14', '10', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
153,"['079A13.JPG', '080A13.JPG', '076A07.JPG', '009A13.JPG']","['079', '080', '076', '009']","['13', '13', '7', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
168,"['007A23.JPG', '040A21.JPG', '069A07.JPG', '032A08.JPG']","['007', '040', '069', '032']","['23', '21', '7', '8']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
110,"['002A21.JPG', '041A20.JPG', '037A18.JPG', '081A12.JPG']","['002', '041', '037', '081']","['21', '20', '18', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
91,"['024A30.JPG', '082A25.JPG', '056A04.JPG', '019A18.JPG']","['024', '082', '056', '019']","['30', '25', '4', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
105,"['044A15.JPG', '017A15.JPG', '016A14.JPG', '029A16.JPG']","['044', '017', '016', '029']","['15', '15', '14', '16']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
60,"['062A53.JPG', '003A61.JPG', '043A04.JPG', '073A15.JPG']","['062', '003', '043', '073']","['53', '61', '4', '15']","['41+', '41+', '04-11', '12-16']","""41+"""
169,"['073A13.JPG', '014A16.JPG', '081A06.JPG', '079A11.JPG']","['073', '014', '081', '079']","['13', '16', '6', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
156,"['016A18.JPG', '012A23.JPG', '050A10.JPG', '076A16.JPG']","['016', '012', '050', '076']","['18', '23', '10', '16']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
88,"['008A08.JPG', '019A07.JPG', '069A09.JPG', '075A11.JPG']","['008', '019', '069', '075']","['8', '7', '9', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
144,"['011A17.JPG', '057A17.JPG', '051A14.JPG', '057A07.JPG']","['011', '057', '051', '057']","['17', '17', '14', '7']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
63,"['028A16.JPG', '034A13.JPG', '021A16.JPG', '062A16.JPG']","['028', '034', '021', '062']","['16', '13', '16', '16']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
18,"['003A49.JPG', '062A47.JPG', '001A18.JPG', '073A07.JPG']","['003', '062', '001', '073']","['49', '47', '18', '7']","['41+', '41+', '17-24', '04-11']","""41+"""
66,"['071A45.JPG', '004A53.JPG', '062A35.JPG', '014A14.JPG']","['071', '004', '062', '014']","['45', '53', '35', '14']","['41+', '41+', '25-40', '12-16']","""41+"""
84,"['047A55.JPG', '071A43.JPG', '019A15.JPG', '048A50.JPG']","['047', '071', '019', '048']","['55', '43', '15', '50']","['41+', '41+', '12-16', '41+']","""41+"""
31,"['018A25.JPG', '008A29.JPG', '023A22.JPG', '073A01.JPG']","['018', '008', '023', '073']","['25', '29', '22', '1']","['25-40', '25-40', '17-24', '00-03']","""25-40"""
134,"['080A04.JPG', '078A04.JPG', '070A05.JPG', '046A06.JPG']","['080', '078', '070', '046']","['4', '4', '5', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
72,"['006A69.JPG', '003A60.JPG', '055A14.JPG', '006A40.JPG']","['006', '003', '055', '006']","['69', '60', '14', '40']","['41+', '41+', '12-16', '25-40']","""41+"""
53,"['082A03.JPG', '026A00.JPG', '037A02.JPG', '053A03.JPG']","['082', '026', '037', '053']","['3', '0', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
122,"['052A18.JPG', '022A18.JPG', '029A11.JPG', '076A12.JPG']","['052', '022', '029', '076']","['18', '18', '11', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
11,"['072A02.JPG', '075A03.JPG', '079A00.JPG', '070A01.JPG']","['072', '075', '079', '070']","['2', '3', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
64,"['066A08.JPG', '069A11.JPG', '060A10.JPG', '066A03.JPG']","['066', '069', '060', '066']","['8', '11', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
26,"['025A22.JPG', '025A19.JPG', '077A11.JPG', '076A08.JPG']","['025', '025', '077', '076']","['22', '19', '11', '8']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
149,"['033A14.JPG', '064A15.JPG', '039A10.JPG', '039A16.JPG']","['033', '064', '039', '039']","['14', '15', '10', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
123,"['039A15.JPG', '079A12.JPG', '052A13.JPG', '008A12.JPG']","['039', '079', '052', '008']","['15', '12', '13', '12']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
5,"['065A02b.JPG', '039A02.JPG', '041A00.JPG', '079A03.JPG']","['065', '039', '041', '079']","['2', '2', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
131,"['034A30.JPG', '019A27.JPG', '077A08.JPG', '025A23.JPG']","['034', '019', '077', '025']","['30', '27', '8', '23']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
67,"['003A35.JPG', '024A25.JPG', '051A05.JPG', '076A01.JPG']","['003', '024', '051', '076']","['35', '25', '5', '1']","['25-40', '25-40', '04-11', '00-03']","""25-40"""
145,"['037A13.JPG', '072A14.JPG', '023A05.JPG', '048A10.JPG']","['037', '072', '023', '048']","['13', '14', '5', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
168,"['007A23.JPG', '040A21.JPG', '069A07.JPG', '032A08.JPG']","['007', '040', '069', '032']","['23', '21', '7', '8']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
54,"['001A43a.JPG', '048A49.JPG', '018A28.JPG', '058A06.JPG']","['001', '048', '018', '058']","['43', '49', '28', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
72,"['006A69.JPG', '003A60.JPG', '055A14.JPG', '006A40.JPG']","['006', '003', '055', '006']","['69', '60', '14', '40']","['41+', '41+', '12-16', '25-40']","""41+"""
101,"['076A03.JPG', '056A01.JPG', '029A01.JPG', '079A01.JPG']","['076', '056', '029', '079']","['3', '1', '1', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
0,"['027A41.JPG', '006A46.JPG', '023A07.JPG', '024A07.JPG']","['027', '006', '023', '024']","['41', '46', '7', '7']","['41+', '41+', '04-11', '04-11']","""41+"""
184,"['020A20.JPG', '042A18.JPG', '036A18.JPG', '068A13.JPG']","['020', '042', '036', '068']","['20', '18', '18', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
153,"['079A13.JPG', '080A13.JPG', '076A07.JPG', '009A13.JPG']","['079', '080', '076', '009']","['13', '13', '7', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
106,"['065A07b.JPG', '043A10.JPG', '047A11.JPG', '040A07.JPG']","['065', '043', '047', '040']","['7', '10', '11', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
64,"['066A08.JPG', '069A11.JPG', '060A10.JPG', '066A03.JPG']","['066', '069', '060', '066']","['8', '11', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
89,"['081A02.JPG', '035A01.JPG', '019A03.JPG', '035A00.JPG']","['081', '035', '019', '035']","['2', '1', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
66,"['071A45.JPG', '004A53.JPG', '062A35.JPG', '014A14.JPG']","['071', '004', '062', '014']","['45', '53', '35', '14']","['41+', '41+', '25-40', '12-16']","""41+"""
23,"['020A02.JPG', '073A00.JPG', '070A02.JPG', '009A01.JPG']","['020', '073', '070', '009']","['2', '0', '2', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
54,"['001A43a.JPG', '048A49.JPG', '018A28.JPG', '058A06.JPG']","['001', '048', '018', '058']","['43', '49', '28', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
62,"['017A17.JPG', '071A22.JPG', '006A24.JPG', '074A12.JPG']","['017', '071', '006', '074']","['17', '22', '24', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
165,"['053A12.JPG', '043A13.JPG', '057A05.JPG', '027A16.JPG']","['053', '043', '057', '027']","['12', '13', '5', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
140,"['037A19.JPG', '054A18.JPG', '054A17.JPG', '036A19.JPG']","['037', '054', '054', '036']","['19', '18', '17', '19']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
62,"['017A17.JPG', '071A22.JPG', '006A24.JPG', '074A12.JPG']","['017', '071', '006', '074']","['17', '22', '24', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
65,"['081A00.JPG', '075A01.JPG', '069A02.JPG', '077A01.JPG']","['081', '075', '069', '077']","['0', '1', '2', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
108,"['028A41.JPG', '006A51.JPG', '081A07.JPG', '026A19.JPG']","['028', '006', '081', '026']","['41', '51', '7', '19']","['41+', '41+', '04-11', '17-24']","""41+"""
134,"['080A04.JPG', '078A04.JPG', '070A05.JPG', '046A06.JPG']","['080', '078', '070', '046']","['4', '4', '5', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
107,"['059A02a.JPG', '081A03.JPG', '077A03.JPG', '063A02.JPG']","['059', '081', '077', '063']","['2', '3', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
16,"['015A09.JPG', '071A10.JPG', '074A09.JPG', '039A07.JPG']","['015', '071', '074', '039']","['9', '10', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
125,"['038A01.JPG', '076A02.JPG', '071A00.JPG', '074A03.JPG']","['038', '076', '071', '074']","['1', '2', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
41,"['013A00.JPG', '051A02.JPG', '082A00.JPG', '045A03.JPG']","['013', '051', '082', '045']","['0', '2', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
133,"['040A12.JPG', '077A13.JPG', '036A08.JPG', '034A16.JPG']","['040', '077', '036', '034']","['12', '13', '8', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
52,"['066A11.JPG', '030A10.JPG', '074A11.JPG', '038A00.JPG']","['066', '030', '074', '038']","['11', '10', '11', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
59,"['080A02.JPG', '066A02a.JPG', '068A03.JPG', '054A00.JPG']","['080', '066', '068', '054']","['2', '2', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
32,"['030A17.JPG', '034A21.JPG', '052A17.JPG', '068A10a.JPG']","['030', '034', '052', '068']","['17', '21', '17', '10']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
93,"['053A15.JPG', '070A12.JPG', '081A11.JPG', '050A14.JPG']","['053', '070', '081', '050']","['15', '12', '11', '14']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
107,"['059A02a.JPG', '081A03.JPG', '077A03.JPG', '063A02.JPG']","['059', '081', '077', '063']","['2', '3', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
17,"['076A00.JPG', '050A00.JPG', '073A02.JPG', '040A02.JPG']","['076', '050', '073', '040']","['0', '0', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
110,"['002A21.JPG', '041A20.JPG', '037A18.JPG', '081A12.JPG']","['002', '041', '037', '081']","['21', '20', '18', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
110,"['002A21.JPG', '041A20.JPG', '037A18.JPG', '081A12.JPG']","['002', '041', '037', '081']","['21', '20', '18', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
46,"['073A05.JPG', '056A06.JPG', '078A06.JPG', '019A05.JPG']","['073', '056', '078', '019']","['5', '6', '6', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
99,"['049A15.JPG', '038A14.JPG', '053A06.JPG', '074A04.JPG']","['049', '038', '053', '074']","['15', '14', '6', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
52,"['066A11.JPG', '030A10.JPG', '074A11.JPG', '038A00.JPG']","['066', '030', '074', '038']","['11', '10', '11', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
44,"['022A23.JPG', '020A24.JPG', '048A16.JPG', '011A11.JPG']","['022', '020', '048', '011']","['23', '24', '16', '11']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
100,"['068A09.JPG', '047A09.JPG', '001A05.JPG', '030A00.JPG']","['068', '047', '001', '030']","['9', '9', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
120,"['005A52.JPG', '039A50.JPG', '065A03a.JPG', '078A02.JPG']","['005', '039', '065', '078']","['52', '50', '3', '2']","['41+', '41+', '00-03', '00-03']","""41+"""
183,"['020A26.JPG', '008A33.JPG', '072A29.JPG', '082A31.JPG']","['020', '008', '072', '082']","['26', '33', '29', '31']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
16,"['015A09.JPG', '071A10.JPG', '074A09.JPG', '039A07.JPG']","['015', '071', '074', '039']","['9', '10', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
70,"['029A05.JPG', '076A11.JPG', '058A00.JPG', '077A09.JPG']","['029', '076', '058', '077']","['5', '11', '0', '9']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
135,"['029A29.JPG', '014A30.JPG', '030A23.JPG', '070A08.JPG']","['029', '014', '030', '070']","['29', '30', '23', '8']","['25-40', '25-40', '17-24', '04-11']","""25-40"""
162,"['041A06.JPG', '031A11.JPG', '054A06.JPG', '015A07.JPG']","['041', '031', '054', '015']","['6', '11', '6', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
122,"['052A18.JPG', '022A18.JPG', '029A11.JPG', '076A12.JPG']","['052', '022', '029', '076']","['18', '18', '11', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
138,"['040A10.JPG', '075A10.JPG', '044A07.JPG', '066A06b.JPG']","['040', '075', '044', '066']","['10', '10', '7', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
96,"['045A48.JPG', '006A42.JPG', '049A17.JPG', '038A04.JPG']","['045', '006', '049', '038']","['48', '42', '17', '4']","['41+', '41+', '17-24', '04-11']","""41+"""
16,"['015A09.JPG', '071A10.JPG', '074A09.JPG', '039A07.JPG']","['015', '071', '074', '039']","['9', '10', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
191,"['005A30.JPG', '033A35.JPG', '022A28.JPG', '047A18.JPG']","['005', '033', '022', '047']","['30', '35', '28', '18']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
113,"['010A01.JPG', '059A02b.JPG', '069A03.JPG', '074A00.JPG']","['010', '059', '069', '074']","['1', '2', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
184,"['020A20.JPG', '042A18.JPG', '036A18.JPG', '068A13.JPG']","['020', '042', '036', '068']","['20', '18', '18', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
1,"['001A40.JPG', '017A32.JPG', '080A09.JPG', '077A12.JPG']","['001', '017', '080', '077']","['40', '32', '9', '12']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
61,"['013A25.JPG', '018A29.JPG', '075A00.JPG', '038A34.JPG']","['013', '018', '075', '038']","['25', '29', '0', '34']","['25-40', '25-40', '00-03', '25-40']","""25-40"""
48,"['013A41.JPG', '013A44.JPG', '014A22.JPG', '030A07.JPG']","['013', '013', '014', '030']","['41', '44', '22', '7']","['41+', '41+', '17-24', '04-11']","""41+"""
130,"['022A00.JPG', '068A00.JPG', '019A00.JPG', '048A00.JPG']","['022', '068', '019', '048']","['0', '0', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
198,"['017A38.JPG', '003A38.JPG', '023A29.JPG', '045A40.JPG']","['017', '003', '023', '045']","['38', '38', '29', '40']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
96,"['045A48.JPG', '006A42.JPG', '049A17.JPG', '038A04.JPG']","['045', '006', '049', '038']","['48', '42', '17', '4']","['41+', '41+', '17-24', '04-11']","""41+"""
24,"['045A43.JPG', '071A42.JPG', '054A02.JPG', '021A30.JPG']","['045', '071', '054', '021']","['43', '42', '2', '30']","['41+', '41+', '00-03', '25-40']","""41+"""
65,"['081A00.JPG', '075A01.JPG', '069A02.JPG', '077A01.JPG']","['081', '075', '069', '077']","['0', '1', '2', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
70,"['029A05.JPG', '076A11.JPG', '058A00.JPG', '077A09.JPG']","['029', '076', '058', '077']","['5', '11', '0', '9']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
83,"['056A02.JPG', '009A00.JPG', '078A00.JPG', '015A00.JPG']","['056', '009', '078', '015']","['2', '0', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
169,"['073A13.JPG', '014A16.JPG', '081A06.JPG', '079A11.JPG']","['073', '014', '081', '079']","['13', '16', '6', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
16,"['015A09.JPG', '071A10.JPG', '074A09.JPG', '039A07.JPG']","['015', '071', '074', '039']","['9', '10', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
64,"['066A08.JPG', '069A11.JPG', '060A10.JPG', '066A03.JPG']","['066', '069', '060', '066']","['8', '11', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
97,"['063A33.JPG', '007A38.JPG', '049A06.JPG', '065A06a.JPG']","['063', '007', '049', '065']","['33', '38', '6', '6']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
89,"['081A02.JPG', '035A01.JPG', '019A03.JPG', '035A00.JPG']","['081', '035', '019', '035']","['2', '1', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
103,"['002A36.JPG', '027A25.JPG', '046A17.JPG', '045A19.JPG']","['002', '027', '046', '045']","['36', '25', '17', '19']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
113,"['010A01.JPG', '059A02b.JPG', '069A03.JPG', '074A00.JPG']","['010', '059', '069', '074']","['1', '2', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
129,"['053A04.JPG', '032A06.JPG', '056A10.JPG', '065A03b.JPG']","['053', '032', '056', '065']","['4', '6', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
