,img_name,subject,age,age_group,age_group_bag
79,"['021A30.JPG', '048A33.JPG', '011A27.JPG', '015A19.JPG']","['021', '048', '011', '015']","['30', '33', '27', '19']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
169,"['016A04.JPG', '020A08.JPG', '061A04.JPG', '042A06.JPG']","['016', '020', '061', '042']","['4', '8', '4', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
39,"['030A16.JPG', '046A14.JPG', '058A03.JPG', '061A15.JPG']","['030', '046', '058', '061']","['16', '14', '3', '15']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
99,"['067A14.JPG', '079A12.JPG', '023A16.JPG', '042A08.JPG']","['067', '079', '023', '042']","['14', '12', '16', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
95,"['075A00.JPG', '073A03.JPG', '013A00.JPG', '079A03.JPG']","['075', '073', '013', '079']","['0', '3', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
137,"['072A11.JPG', '022A07.JPG', '023A05.JPG', '077A08.JPG']","['072', '022', '023', '077']","['11', '7', '5', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
48,"['006A55.JPG', '062A53.JPG', '015A05.JPG', '019A05.JPG']","['006', '062', '015', '019']","['55', '53', '5', '5']","['41+', '41+', '04-11', '04-11']","""41+"""
71,"['040A02.JPG', '081A00.JPG', '038A03.JPG', '045A03.JPG']","['040', '081', '038', '045']","['2', '0', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
46,"['064A04.JPG', '015A07.JPG', '046A00.JPG', '050A00.JPG']","['064', '015', '046', '050']","['4', '7', '0', '0']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
113,"['009A01.JPG', '081A03.JPG', '063A00.JPG', '065A03b.JPG']","['009', '081', '063', '065']","['1', '3', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
102,"['003A60.JPG', '072A45.JPG', '061A18.JPG', '012A21.JPG']","['003', '072', '061', '012']","['60', '45', '18', '21']","['41+', '41+', '17-24', '17-24']","""41+"""
114,"['006A51.JPG', '047A45.JPG', '029A04.JPG', '023A14.JPG']","['006', '047', '029', '023']","['51', '45', '4', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
72,"['048A50.JPG', '047A55.JPG', '002A07.JPG', '013A21.JPG']","['048', '047', '002', '013']","['50', '55', '7', '21']","['41+', '41+', '04-11', '17-24']","""41+"""
184,"['082A16.JPG', '012A14.JPG', '002A05.JPG', '037A08.JPG']","['082', '012', '002', '037']","['16', '14', '5', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
2,"['021A18.JPG', '030A23.JPG', '038A00.JPG', '031A07.JPG']","['021', '030', '038', '031']","['18', '23', '0', '7']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
39,"['030A16.JPG', '046A14.JPG', '058A03.JPG', '061A15.JPG']","['030', '046', '058', '061']","['16', '14', '3', '15']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
162,"['061A30.JPG', '045A40.JPG', '057A07.JPG', '001A29.JPG']","['061', '045', '057', '001']","['30', '40', '7', '29']","['25-40', '25-40', '04-11', '25-40']","""25-40"""
140,"['062A16.JPG', '027A13.JPG', '019A15.JPG', '076A04.JPG']","['062', '027', '019', '076']","['16', '13', '15', '4']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
23,"['011A02.JPG', '075A01.JPG', '073A00.JPG', '030A00.JPG']","['011', '075', '073', '030']","['2', '1', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
49,"['061A26.JPG', '004A40.JPG', '076A09.JPG', '055A04.JPG']","['061', '004', '076', '055']","['26', '40', '9', '4']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
128,"['017A12.JPG', '068A12.JPG', '030A07.JPG', '073A04.JPG']","['017', '068', '030', '073']","['12', '12', '7', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
53,"['077A01.JPG', '069A03.JPG', '041A00.JPG', '069A00.JPG']","['077', '069', '041', '069']","['1', '3', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
171,"['018A22.JPG', '017A22.JPG', '055A22.JPG', '074A13.JPG']","['018', '017', '055', '074']","['22', '22', '22', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
164,"['026A15.JPG', '052A14.JPG', '077A10.JPG', '040A16.JPG']","['026', '052', '077', '040']","['15', '14', '10', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
6,"['005A48.JPG', '005A49.JPG', '043A05.JPG', '046A20.JPG']","['005', '005', '043', '046']","['48', '49', '5', '20']","['41+', '41+', '04-11', '17-24']","""41+"""
131,"['004A21.JPG', '018A18.JPG', '068A13.JPG', '052A07.JPG']","['004', '018', '068', '052']","['21', '18', '13', '7']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
45,"['049A16.JPG', '035A14.JPG', '059A07.JPG', '022A11.JPG']","['049', '035', '059', '022']","['16', '14', '7', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
6,"['005A48.JPG', '005A49.JPG', '043A05.JPG', '046A20.JPG']","['005', '005', '043', '046']","['48', '49', '5', '20']","['41+', '41+', '04-11', '17-24']","""41+"""
95,"['075A00.JPG', '073A03.JPG', '013A00.JPG', '079A03.JPG']","['075', '073', '013', '079']","['0', '3', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
9,"['008A13.JPG', '055A14.JPG', '011A13.JPG', '032A08.JPG']","['008', '055', '011', '032']","['13', '14', '13', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
169,"['016A04.JPG', '020A08.JPG', '061A04.JPG', '042A06.JPG']","['016', '020', '061', '042']","['4', '8', '4', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
108,"['045A48.JPG', '072A41.JPG', '036A18.JPG', '014A30.JPG']","['045', '072', '036', '014']","['48', '41', '18', '30']","['41+', '41+', '17-24', '25-40']","""41+"""
116,"['017A17.JPG', '012A23.JPG', '039A07.JPG', '018A16.JPG']","['017', '012', '039', '018']","['17', '23', '7', '16']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
126,"['001A40.JPG', '004A26.JPG', '047A15.JPG', '026A07.JPG']","['001', '004', '047', '026']","['40', '26', '15', '7']","['25-40', '25-40', '12-16', '04-11']","""25-40"""
0,"['013A41.JPG', '004A53.JPG', '071A45.JPG', '001A43b.JPG']","['013', '004', '071', '001']","['41', '53', '45', '43']","['41+', '41+', '41+', '41+']","""41+"""
54,"['048A54.JPG', '006A61.JPG', '056A04.JPG', '018A28.JPG']","['048', '006', '056', '018']","['54', '61', '4', '28']","['41+', '41+', '04-11', '25-40']","""41+"""
68,"['036A17.JPG', '040A21.JPG', '049A07.JPG', '073A07.JPG']","['036', '040', '049', '073']","['17', '21', '7', '7']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
44,"['049A17.JPG', '009A22a.JPG', '053A13.JPG', '029A16.JPG']","['049', '009', '053', '029']","['17', '22', '13', '16']","['17-24', '17-24', '12-16', '12-16']","""17-24"""
8,"['013A18.JPG', '024A19.JPG', '071A22.JPG', '073A11.JPG']","['013', '024', '071', '073']","['18', '19', '22', '11']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
184,"['082A16.JPG', '012A14.JPG', '002A05.JPG', '037A08.JPG']","['082', '012', '002', '037']","['16', '14', '5', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
48,"['006A55.JPG', '062A53.JPG', '015A05.JPG', '019A05.JPG']","['006', '062', '015', '019']","['55', '53', '5', '5']","['41+', '41+', '04-11', '04-11']","""41+"""
4,"['057A05.JPG', '038A11.JPG', '077A07.JPG', '065A02b.JPG']","['057', '038', '077', '065']","['5', '11', '7', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
170,"['034A30.JPG', '025A28.JPG', '007A38.JPG', '011A11.JPG']","['034', '025', '007', '011']","['30', '28', '38', '11']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
166,"['012A25.JPG', '007A39.JPG', '041A21.JPG', '003A35.JPG']","['012', '007', '041', '003']","['25', '39', '21', '35']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
134,"['006A28.JPG', '008A31.JPG', '067A23.JPG', '017A36.JPG']","['006', '008', '067', '017']","['28', '31', '23', '36']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
180,"['077A13.JPG', '044A15.JPG', '053A15.JPG', '057A00.JPG']","['077', '044', '053', '057']","['13', '15', '15', '0']","['12-16', '12-16', '12-16', '00-03']","""12-16"""
185,"['050A10.JPG', '065A06b.JPG', '040A09.JPG', '073A08.JPG']","['050', '065', '040', '073']","['10', '6', '9', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
88,"['079A11.JPG', '060A08.JPG', '053A11.JPG', '080A10.JPG']","['079', '060', '053', '080']","['11', '8', '11', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
45,"['049A16.JPG', '035A14.JPG', '059A07.JPG', '022A11.JPG']","['049', '035', '059', '022']","['16', '14', '7', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
148,"['042A14.JPG', '010A16.JPG', '068A11.JPG', '078A15.JPG']","['042', '010', '068', '078']","['14', '16', '11', '15']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
20,"['007A22.JPG', '063A18.JPG', '042A18.JPG', '049A12.JPG']","['007', '063', '042', '049']","['22', '18', '18', '12']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
116,"['017A17.JPG', '012A23.JPG', '039A07.JPG', '018A16.JPG']","['017', '012', '039', '018']","['17', '23', '7', '16']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
88,"['079A11.JPG', '060A08.JPG', '053A11.JPG', '080A10.JPG']","['079', '060', '053', '080']","['11', '8', '11', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['075A00.JPG', '073A03.JPG', '013A00.JPG', '079A03.JPG']","['075', '073', '013', '079']","['0', '3', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
71,"['040A02.JPG', '081A00.JPG', '038A03.JPG', '045A03.JPG']","['040', '081', '038', '045']","['2', '0', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
35,"['031A03.JPG', '022A00.JPG', '077A03.JPG', '075A03.JPG']","['031', '022', '077', '075']","['3', '0', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
154,"['005A30.JPG', '028A37.JPG', '067A39.JPG', '024A30.JPG']","['005', '028', '067', '024']","['30', '37', '39', '30']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
171,"['018A22.JPG', '017A22.JPG', '055A22.JPG', '074A13.JPG']","['018', '017', '055', '074']","['22', '22', '22', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
138,"['013A30.JPG', '003A25.JPG', '008A06.JPG', '080A09.JPG']","['013', '003', '008', '080']","['30', '25', '6', '9']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
138,"['013A30.JPG', '003A25.JPG', '008A06.JPG', '080A09.JPG']","['013', '003', '008', '080']","['30', '25', '6', '9']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
16,"['075A07.JPG', '066A07.JPG', '076A03.JPG', '058A01.JPG']","['075', '066', '076', '058']","['7', '7', '3', '1']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
70,"['077A06.JPG', '067A04.JPG', '080A00.JPG', '060A07.JPG']","['077', '067', '080', '060']","['6', '4', '0', '7']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
178,"['020A30.JPG', '033A25.JPG', '024A18.JPG', '033A21.JPG']","['020', '033', '024', '033']","['30', '25', '18', '21']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
60,"['007A45.JPG', '005A61.JPG', '034A39.JPG', '006A40.JPG']","['007', '005', '034', '006']","['45', '61', '39', '40']","['41+', '41+', '25-40', '25-40']","""41+"""
85,"['008A35.JPG', '002A36.JPG', '029A33.JPG', '075A11.JPG']","['008', '002', '029', '075']","['35', '36', '33', '11']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
26,"['020A22.JPG', '054A18.JPG', '068A00.JPG', '051A14.JPG']","['020', '054', '068', '051']","['22', '18', '0', '14']","['17-24', '17-24', '00-03', '12-16']","""17-24"""
47,"['068A03.JPG', '046A01.JPG', '079A00.JPG', '046A02.JPG']","['068', '046', '079', '046']","['3', '1', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
186,"['022A27.JPG', '022A26.JPG', '032A33.JPG', '082A31.JPG']","['022', '022', '032', '082']","['27', '26', '33', '31']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
56,"['046A17.JPG', '031A19.JPG', '058A10.JPG', '070A00.JPG']","['046', '031', '058', '070']","['17', '19', '10', '0']","['17-24', '17-24', '04-11', '00-03']","""17-24"""
123,"['008A16.JPG', '080A12.JPG', '080A04.JPG', '038A10.JPG']","['008', '080', '080', '038']","['16', '12', '4', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
193,"['052A18.JPG', '019A23.JPG', '073A14.JPG', '023A22.JPG']","['052', '019', '073', '023']","['18', '23', '14', '22']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
19,"['072A25.JPG', '002A31.JPG', '074A14.JPG', '060A20.JPG']","['072', '002', '074', '060']","['25', '31', '14', '20']","['25-40', '25-40', '12-16', '17-24']","""25-40"""
124,"['081A06.JPG', '026A04.JPG', '001A08.JPG', '066A02b.JPG']","['081', '026', '001', '066']","['6', '4', '8', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
96,"['033A44.JPG', '006A69.JPG', '039A05.JPG', '046A06.JPG']","['033', '006', '039', '046']","['44', '69', '5', '6']","['41+', '41+', '04-11', '04-11']","""41+"""
119,"['015A01.JPG', '054A00.JPG', '056A03.JPG', '058A00.JPG']","['015', '054', '056', '058']","['1', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
69,"['010A12.JPG', '044A13.JPG', '031A04.JPG', '049A06.JPG']","['010', '044', '031', '049']","['12', '13', '4', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
127,"['025A19.JPG', '035A23a.JPG', '066A06b.JPG', '054A12.JPG']","['025', '035', '066', '054']","['19', '23', '6', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
105,"['052A13.JPG', '011A15.JPG', '026A06.JPG', '010A07b.JPG']","['052', '011', '026', '010']","['13', '15', '6', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
182,"['013A25.JPG', '072A29.JPG', '065A13.JPG', '072A17.JPG']","['013', '072', '065', '072']","['25', '29', '13', '17']","['25-40', '25-40', '12-16', '17-24']","""25-40"""
102,"['003A60.JPG', '072A45.JPG', '061A18.JPG', '012A21.JPG']","['003', '072', '061', '012']","['60', '45', '18', '21']","['41+', '41+', '17-24', '17-24']","""41+"""
22,"['008A08.JPG', '058A04.JPG', '081A01.JPG', '079A08.JPG']","['008', '058', '081', '079']","['8', '4', '1', '8']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
75,"['068A14.JPG', '065A12.JPG', '047A12.JPG', '050A06.JPG']","['068', '065', '047', '050']","['14', '12', '12', '6']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
29,"['063A02.JPG', '082A03.JPG', '021A03.JPG', '016A01.JPG']","['063', '082', '021', '016']","['2', '3', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
171,"['018A22.JPG', '017A22.JPG', '055A22.JPG', '074A13.JPG']","['018', '017', '055', '074']","['22', '22', '22', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
126,"['001A40.JPG', '004A26.JPG', '047A15.JPG', '026A07.JPG']","['001', '004', '047', '026']","['40', '26', '15', '7']","['25-40', '25-40', '12-16', '04-11']","""25-40"""
174,"['019A27.JPG', '048A27.JPG', '074A09.JPG', '033A18.JPG']","['019', '048', '074', '033']","['27', '27', '9', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
126,"['001A40.JPG', '004A26.JPG', '047A15.JPG', '026A07.JPG']","['001', '004', '047', '026']","['40', '26', '15', '7']","['25-40', '25-40', '12-16', '04-11']","""25-40"""
52,"['074A11.JPG', '043A10.JPG', '033A05.JPG', '012A07.JPG']","['074', '043', '033', '012']","['11', '10', '5', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
182,"['013A25.JPG', '072A29.JPG', '065A13.JPG', '072A17.JPG']","['013', '072', '065', '072']","['25', '29', '13', '17']","['25-40', '25-40', '12-16', '17-24']","""25-40"""
165,"['070A08.JPG', '031A06.JPG', '054A09.JPG', '069A11.JPG']","['070', '031', '054', '069']","['8', '6', '9', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
171,"['018A22.JPG', '017A22.JPG', '055A22.JPG', '074A13.JPG']","['018', '017', '055', '074']","['22', '22', '22', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
172,"['038A14.JPG', '074A15.JPG', '010A15.JPG', '078A04.JPG']","['038', '074', '010', '078']","['14', '15', '15', '4']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
102,"['003A60.JPG', '072A45.JPG', '061A18.JPG', '012A21.JPG']","['003', '072', '061', '012']","['60', '45', '18', '21']","['41+', '41+', '17-24', '17-24']","""41+"""
120,"['001A43a.JPG', '071A43.JPG', '035A08.JPG', '019A30.JPG']","['001', '071', '035', '019']","['43', '43', '8', '30']","['41+', '41+', '04-11', '25-40']","""41+"""
70,"['077A06.JPG', '067A04.JPG', '080A00.JPG', '060A07.JPG']","['077', '067', '080', '060']","['6', '4', '0', '7']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
96,"['033A44.JPG', '006A69.JPG', '039A05.JPG', '046A06.JPG']","['033', '006', '039', '046']","['44', '69', '5', '6']","['41+', '41+', '04-11', '04-11']","""41+"""
5,"['073A01.JPG', '060A02.JPG', '002A03.JPG', '065A02a.JPG']","['073', '060', '002', '065']","['1', '2', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
78,"['011A42.JPG', '003A58.JPG', '023A25.JPG', '022A25.JPG']","['011', '003', '023', '022']","['42', '58', '25', '25']","['41+', '41+', '25-40', '25-40']","""41+"""
154,"['005A30.JPG', '028A37.JPG', '067A39.JPG', '024A30.JPG']","['005', '028', '067', '024']","['30', '37', '39', '30']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
70,"['077A06.JPG', '067A04.JPG', '080A00.JPG', '060A07.JPG']","['077', '067', '080', '060']","['6', '4', '0', '7']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
173,"['064A10.JPG', '066A09.JPG', '074A05.JPG', '016A08.JPG']","['064', '066', '074', '016']","['10', '9', '5', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
103,"['018A34.JPG', '012A26.JPG', '042A00.JPG', '002A04.JPG']","['018', '012', '042', '002']","['34', '26', '0', '4']","['25-40', '25-40', '00-03', '04-11']","""25-40"""
120,"['001A43a.JPG', '071A43.JPG', '035A08.JPG', '019A30.JPG']","['001', '071', '035', '019']","['43', '43', '8', '30']","['41+', '41+', '04-11', '25-40']","""41+"""
84,"['004A51.JPG', '048A49.JPG', '061A25.JPG', '036A11.JPG']","['004', '048', '061', '036']","['51', '49', '25', '11']","['41+', '41+', '25-40', '04-11']","""41+"""
174,"['019A27.JPG', '048A27.JPG', '074A09.JPG', '033A18.JPG']","['019', '048', '074', '033']","['27', '27', '9', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
92,"['016A18.JPG', '022A18.JPG', '077A14.JPG', '020A18.JPG']","['016', '022', '077', '020']","['18', '18', '14', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
113,"['009A01.JPG', '081A03.JPG', '063A00.JPG', '065A03b.JPG']","['009', '081', '063', '065']","['1', '3', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
5,"['073A01.JPG', '060A02.JPG', '002A03.JPG', '065A02a.JPG']","['073', '060', '002', '065']","['1', '2', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
162,"['061A30.JPG', '045A40.JPG', '057A07.JPG', '001A29.JPG']","['061', '045', '057', '001']","['30', '40', '7', '29']","['25-40', '25-40', '04-11', '25-40']","""25-40"""
26,"['020A22.JPG', '054A18.JPG', '068A00.JPG', '051A14.JPG']","['020', '054', '068', '051']","['22', '18', '0', '14']","['17-24', '17-24', '00-03', '12-16']","""17-24"""
114,"['006A51.JPG', '047A45.JPG', '029A04.JPG', '023A14.JPG']","['006', '047', '029', '023']","['51', '45', '4', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
96,"['033A44.JPG', '006A69.JPG', '039A05.JPG', '046A06.JPG']","['033', '006', '039', '046']","['44', '69', '5', '6']","['41+', '41+', '04-11', '04-11']","""41+"""
84,"['004A51.JPG', '048A49.JPG', '061A25.JPG', '036A11.JPG']","['004', '048', '061', '036']","['51', '49', '25', '11']","['41+', '41+', '25-40', '04-11']","""41+"""
123,"['008A16.JPG', '080A12.JPG', '080A04.JPG', '038A10.JPG']","['008', '080', '080', '038']","['16', '12', '4', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
42,"['013A44.JPG', '062A47.JPG', '017A38.JPG', '082A22.JPG']","['013', '062', '017', '082']","['44', '47', '38', '22']","['41+', '41+', '25-40', '17-24']","""41+"""
11,"['015A00.JPG', '035A00.JPG', '071A00.JPG', '037A02.JPG']","['015', '035', '071', '037']","['0', '0', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
151,"['053A18.JPG', '007A23.JPG', '045A17.JPG', '055A08.JPG']","['053', '007', '045', '055']","['18', '23', '17', '8']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
23,"['011A02.JPG', '075A01.JPG', '073A00.JPG', '030A00.JPG']","['011', '075', '073', '030']","['2', '1', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
187,"['016A17.JPG', '030A17.JPG', '053A12.JPG', '047A23.JPG']","['016', '030', '053', '047']","['17', '17', '12', '23']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
180,"['077A13.JPG', '044A15.JPG', '053A15.JPG', '057A00.JPG']","['077', '044', '053', '057']","['13', '15', '15', '0']","['12-16', '12-16', '12-16', '00-03']","""12-16"""
47,"['068A03.JPG', '046A01.JPG', '079A00.JPG', '046A02.JPG']","['068', '046', '079', '046']","['3', '1', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
196,"['072A19.JPG', '037A18.JPG', '014A22.JPG', '021A20.JPG']","['072', '037', '014', '021']","['19', '18', '22', '20']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
185,"['050A10.JPG', '065A06b.JPG', '040A09.JPG', '073A08.JPG']","['050', '065', '040', '073']","['10', '6', '9', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
178,"['020A30.JPG', '033A25.JPG', '024A18.JPG', '033A21.JPG']","['020', '033', '024', '033']","['30', '25', '18', '21']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
176,"['033A14.JPG', '040A14.JPG', '052A04.JPG', '081A10.JPG']","['033', '040', '052', '081']","['14', '14', '4', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
39,"['030A16.JPG', '046A14.JPG', '058A03.JPG', '061A15.JPG']","['030', '046', '058', '061']","['16', '14', '3', '15']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
138,"['013A30.JPG', '003A25.JPG', '008A06.JPG', '080A09.JPG']","['013', '003', '008', '080']","['30', '25', '6', '9']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
30,"['045A43.JPG', '003A47.JPG', '016A03.JPG', '076A00.JPG']","['045', '003', '016', '076']","['43', '47', '3', '0']","['41+', '41+', '00-03', '00-03']","""41+"""
24,"['039A45.JPG', '003A61.JPG', '060A17.JPG', '056A12.JPG']","['039', '003', '060', '056']","['45', '61', '17', '12']","['41+', '41+', '17-24', '12-16']","""41+"""
135,"['043A17.JPG', '012A24.JPG', '065A08.JPG', '035A23b.JPG']","['043', '012', '065', '035']","['17', '24', '8', '23']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
181,"['076A05.JPG', '077A04.JPG', '069A06.JPG', '059A06.JPG']","['076', '077', '069', '059']","['5', '4', '6', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
125,"['079A01.JPG', '019A00.JPG', '039A02.JPG', '064A01.JPG']","['079', '019', '039', '064']","['1', '0', '2', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
114,"['006A51.JPG', '047A45.JPG', '029A04.JPG', '023A14.JPG']","['006', '047', '029', '023']","['51', '45', '4', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
100,"['066A08.JPG', '060A11.JPG', '073A06.JPG', '041A06.JPG']","['066', '060', '073', '041']","['8', '11', '6', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
130,"['030A26.JPG', '012A36.JPG', '032A06.JPG', '008A33.JPG']","['030', '012', '032', '008']","['26', '36', '6', '33']","['25-40', '25-40', '04-11', '25-40']","""25-40"""
35,"['031A03.JPG', '022A00.JPG', '077A03.JPG', '075A03.JPG']","['031', '022', '077', '075']","['3', '0', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
165,"['070A08.JPG', '031A06.JPG', '054A09.JPG', '069A11.JPG']","['070', '031', '054', '069']","['8', '6', '9', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
54,"['048A54.JPG', '006A61.JPG', '056A04.JPG', '018A28.JPG']","['048', '006', '056', '018']","['54', '61', '4', '28']","['41+', '41+', '04-11', '25-40']","""41+"""
