,img_name,subject,age,age_group,age_group_bag
115,"['028A28.JPG', '003A38.JPG', '063A33.JPG', '008A35.JPG']","['028', '003', '063', '008']","['28', '38', '33', '35']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
116,"['046A18.JPG', '035A18.JPG', '001A08.JPG', '077A04.JPG']","['046', '035', '001', '077']","['18', '18', '8', '4']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
117,"['020A13.JPG', '041A13.JPG', '066A09.JPG', '053A11.JPG']","['020', '041', '066', '053']","['13', '13', '9', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
118,"['019A07.JPG', '065A10.JPG', '059A06.JPG', '042A04.JPG']","['019', '065', '059', '042']","['7', '10', '6', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
119,"['051A02.JPG', '077A01.JPG', '081A03.JPG', '007A01.JPG']","['051', '077', '081', '007']","['2', '1', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
120,"['047A45.JPG', '004A53.JPG', '031A06.JPG', '077A06.JPG']","['047', '004', '031', '077']","['45', '53', '6', '6']","['41+', '41+', '04-11', '04-11']","""41+"""
121,"['008A29.JPG', '067A28.JPG', '058A10.JPG', '071A24.JPG']","['008', '067', '058', '071']","['29', '28', '10', '24']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
122,"['030A17.JPG', '019A23.JPG', '065A13.JPG', '045A17.JPG']","['030', '019', '065', '045']","['17', '23', '13', '17']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
123,"['050A14.JPG', '080A14.JPG', '015A00.JPG', '017A05.JPG']","['050', '080', '015', '017']","['14', '14', '0', '5']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
124,"['075A07.JPG', '076A07.JPG', '064A10.JPG', '059A07.JPG']","['075', '076', '064', '059']","['7', '7', '10', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
125,"['082A03.JPG', '081A00.JPG', '075A03.JPG', '009A00.JPG']","['082', '081', '075', '009']","['3', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
126,"['001A29.JPG', '012A27.JPG', '048A16.JPG', '019A12.JPG']","['001', '012', '048', '019']","['29', '27', '16', '12']","['25-40', '25-40', '12-16', '12-16']","""25-40"""
127,"['018A22.JPG', '041A21.JPG', '053A15.JPG', '008A13.JPG']","['018', '041', '053', '008']","['22', '21', '15', '13']","['17-24', '17-24', '12-16', '12-16']","""17-24"""
128,"['043A13.JPG', '038A14.JPG', '073A06.JPG', '015A15.JPG']","['043', '038', '073', '015']","['13', '14', '6', '15']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
129,"['068A11.JPG', '048A10.JPG', '065A07a.JPG', '040A07.JPG']","['068', '048', '065', '040']","['11', '10', '7', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
130,"['005A31.JPG', '022A30.JPG', '056A12.JPG', '074A15.JPG']","['005', '022', '056', '074']","['31', '30', '12', '15']","['25-40', '25-40', '12-16', '12-16']","""25-40"""
131,"['061A18.JPG', '038A17.JPG', '065A07b.JPG', '042A05.JPG']","['061', '038', '065', '042']","['18', '17', '7', '5']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
132,"['002A15.JPG', '011A15.JPG', '053A08.JPG', '019A05.JPG']","['002', '011', '053', '019']","['15', '15', '8', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
133,"['015A05.JPG', '060A05.JPG', '010A06.JPG', '068A09.JPG']","['015', '060', '010', '068']","['5', '5', '6', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
134,"['018A34.JPG', '072A29.JPG', '004A30.JPG', '026A17.JPG']","['018', '072', '004', '026']","['34', '29', '30', '17']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
135,"['035A23b.JPG', '047A23.JPG', '011A11.JPG', '056A04.JPG']","['035', '047', '011', '056']","['23', '23', '11', '4']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
136,"['015A12.JPG', '046A14.JPG', '055A08.JPG', '054A16.JPG']","['015', '046', '055', '054']","['12', '14', '8', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
137,"['081A06.JPG', '052A07.JPG', '077A09.JPG', '046A04.JPG']","['081', '052', '077', '046']","['6', '7', '9', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
138,"['021A35.JPG', '033A39.JPG', '040A14.JPG', '024A30.JPG']","['021', '033', '040', '024']","['35', '39', '14', '30']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
139,"['014A22.JPG', '052A18.JPG', '069A07.JPG', '047A18.JPG']","['014', '052', '069', '047']","['22', '18', '7', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
140,"['053A12.JPG', '044A15.JPG', '054A09.JPG', '015A01.JPG']","['053', '044', '054', '015']","['12', '15', '9', '1']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
141,"['077A10.JPG', '038A11.JPG', '078A06.JPG', '070A08.JPG']","['077', '038', '078', '070']","['10', '11', '6', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
142,"['032A35.JPG', '013A25.JPG', '008A17.JPG', '028A18.JPG']","['032', '013', '008', '028']","['35', '25', '17', '18']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
143,"['003A20.JPG', '025A23.JPG', '049A08.JPG', '076A09.JPG']","['003', '025', '049', '076']","['20', '23', '8', '9']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
144,"['076A13.JPG', '032A15.JPG', '037A04.JPG', '030A10.JPG']","['076', '032', '037', '030']","['13', '15', '4', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
145,"['073A11.JPG', '065A06b.JPG', '055A05.JPG', '054A11.JPG']","['073', '065', '055', '054']","['11', '6', '5', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
146,"['082A25.JPG', '005A35.JPG', '014A40.JPG', '037A08.JPG']","['082', '005', '014', '037']","['25', '35', '40', '8']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
147,"['021A23.JPG', '032A18.JPG', '016A19.JPG', '014A14.JPG']","['021', '032', '016', '014']","['23', '18', '19', '14']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
148,"['081A12.JPG', '042A12.JPG', '042A08.JPG', '035A09.JPG']","['081', '042', '042', '035']","['12', '12', '8', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
