,file,path,age,gender,age_bag
22850,"['164223-0.jpg', '192736-0.jpg', '186598-0.jpg', '16310-0.jpg']","['24/112/164223-0.jpg', '24/112/192736-0.jpg', '23/112/186598-0.jpg', '23/111/16310-0.jpg']","['24', '24', '23', '23']","['female', 'female', 'female', 'male']","""24"""
12726,"['189570-0.jpg', '25438-0.jpg', '30844-0.jpg', '31127-1.jpg']","['22/111/189570-0.jpg', '22/112/25438-0.jpg', '22/112/30844-0.jpg', '21/111/31127-1.jpg']","['22', '22', '22', '21']","['male', 'female', 'female', 'male']","""22"""
2849,"['131866-0.jpg', '167757-0.jpg', '153637-0.jpg', '184945-0.jpg']","['28/112/131866-0.jpg', '28/111/167757-0.jpg', '26/112/153637-0.jpg', '24/111/184945-0.jpg']","['28', '28', '26', '24']","['female', 'male', 'female', 'male']","""28"""
2917,"['154202-4.jpg', '182769-0.jpg', '251378-0.jpg', '244176-0.jpg']","['25/112/154202-4.jpg', '25/111/182769-0.jpg', '18/111/251378-0.jpg', '19/111/244176-0.jpg']","['25', '25', '18', '19']","['female', 'male', 'male', 'male']","""25"""
10465,"['444821-0.jpg', '69532-0.jpg', '85615-0.jpg', '78974-11.jpg']","['30/112/444821-0.jpg', '30/111/69532-0.jpg', '26/111/85615-0.jpg', '24/112/78974-11.jpg']","['30', '30', '26', '24']","['female', 'male', 'male', 'female']","""30"""
8553,"['271020-0.jpg', '277108-0.jpg', '278178-0.jpg', '38196-0.jpg']","['18/111/271020-0.jpg', '18/111/277108-0.jpg', '18/111/278178-0.jpg', '18/112/38196-0.jpg']","['18', '18', '18', '18']","['male', 'male', 'male', 'female']","""18"""
6143,"['23696-0.jpg', '171566-0.jpg', '276210-0.jpg', '238670-0.jpg']","['23/111/23696-0.jpg', '23/111/171566-0.jpg', '19/112/276210-0.jpg', '19/111/238670-0.jpg']","['23', '23', '19', '19']","['male', 'male', 'female', 'male']","""23"""
22857,"['22945-0.jpg', '18648-0.jpg', '168033-0.jpg', '215384-0.jpg']","['23/112/22945-0.jpg', '23/111/18648-0.jpg', '23/111/168033-0.jpg', '23/112/215384-0.jpg']","['23', '23', '23', '23']","['female', 'male', 'male', 'female']","""23"""
17332,"['15964-1.jpg', '152132-1.jpg', '194312-0.jpg', '151746-0.jpg']","['24/111/15964-1.jpg', '24/112/152132-1.jpg', '24/111/194312-0.jpg', '24/111/151746-0.jpg']","['24', '24', '24', '24']","['male', 'female', 'male', 'male']","""24"""
11516,"['213541-0.jpg', '106550-0.jpg', '108031-0.jpg', '33516-0.jpg']","['20/111/213541-0.jpg', '20/112/106550-0.jpg', '20/111/108031-0.jpg', '20/111/33516-0.jpg']","['20', '20', '20', '20']","['male', 'female', 'male', 'male']","""20"""
14500,"['15763-3.jpg', '167360-0.jpg', '83742-0.jpg', '196722-1.jpg']","['24/112/15763-3.jpg', '24/111/167360-0.jpg', '23/112/83742-0.jpg', '24/112/196722-1.jpg']","['24', '24', '23', '24']","['female', 'male', 'female', 'female']","""24"""
17801,"['104035-1.jpg', '179717-1.jpg', '189038-10.jpg', '174605-0.jpg']","['23/112/104035-1.jpg', '23/111/179717-1.jpg', '22/112/189038-10.jpg', '23/111/174605-0.jpg']","['23', '23', '22', '23']","['female', 'male', 'female', 'male']","""23"""
18083,"['73193-0.jpg', '4597-0.jpg', '106318-0.jpg', '84583-0.jpg']","['29/111/73193-0.jpg', '29/111/4597-0.jpg', '21/111/106318-0.jpg', '25/112/84583-0.jpg']","['29', '29', '21', '25']","['male', 'male', 'male', 'female']","""29"""
22218,"['139881-0.jpg', '154572-0.jpg', '24437-11.jpg', '208937-1.jpg']","['28/111/139881-0.jpg', '28/111/154572-0.jpg', '24/112/24437-11.jpg', '25/111/208937-1.jpg']","['28', '28', '24', '25']","['male', 'male', 'female', 'male']","""28"""
12783,"['85749-0.jpg', '146267-0.jpg', '193630-2.jpg', '247300-0.jpg']","['25/112/85749-0.jpg', '25/111/146267-0.jpg', '24/112/193630-2.jpg', '20/111/247300-0.jpg']","['25', '25', '24', '20']","['female', 'male', 'female', 'male']","""25"""
18960,"['43723-2.jpg', '261489-0.jpg', '198767-0.jpg', '261860-0.jpg']","['20/111/43723-2.jpg', '20/112/261489-0.jpg', '20/111/198767-0.jpg', '20/111/261860-0.jpg']","['20', '20', '20', '20']","['male', 'female', 'male', 'male']","""20"""
5922,"['88098-0.jpg', '167652-0.jpg', '91606-0.jpg', '256905-0.jpg']","['23/112/88098-0.jpg', '23/111/167652-0.jpg', '21/112/91606-0.jpg', '20/112/256905-0.jpg']","['23', '23', '21', '20']","['female', 'male', 'female', 'female']","""23"""
2227,"['177798-0.jpg', '20027-1.jpg', '108020-0.jpg', '188935-3.jpg']","['26/112/177798-0.jpg', '26/111/20027-1.jpg', '19/111/108020-0.jpg', '22/111/188935-3.jpg']","['26', '26', '19', '22']","['female', 'male', 'male', 'male']","""26"""
14100,"['313125-1.jpg', '133309-0.jpg', '179402-0.jpg', '237816-0.jpg']","['28/111/313125-1.jpg', '28/111/133309-0.jpg', '26/111/179402-0.jpg', '20/111/237816-0.jpg']","['28', '28', '26', '20']","['male', 'male', 'male', 'male']","""28"""
15283,"['229003-0.jpg', '213595-0.jpg', '220699-0.jpg', '30917-0.jpg']","['21/111/229003-0.jpg', '21/111/213595-0.jpg', '19/111/220699-0.jpg', '21/112/30917-0.jpg']","['21', '21', '19', '21']","['male', 'male', 'male', 'female']","""21"""
3101,"['205012-0.jpg', '93410-0.jpg', '243358-0.jpg', '92078-0.jpg']","['23/111/205012-0.jpg', '23/111/93410-0.jpg', '19/111/243358-0.jpg', '19/112/92078-0.jpg']","['23', '23', '19', '19']","['male', 'male', 'male', 'female']","""23"""
269,"['230907-0.jpg', '28204-0.jpg', '281053-1.jpg', '31214-0.jpg']","['21/112/230907-0.jpg', '21/111/28204-0.jpg', '19/112/281053-1.jpg', '20/111/31214-0.jpg']","['21', '21', '19', '20']","['female', 'male', 'female', 'male']","""21"""
18517,"['147945-0.jpg', '163330-1.jpg', '31964-0.jpg', '214216-0.jpg']","['27/112/147945-0.jpg', '27/111/163330-1.jpg', '24/111/31964-0.jpg', '21/111/214216-0.jpg']","['27', '27', '24', '21']","['female', 'male', 'male', 'male']","""27"""
13139,"['441886-0.jpg', '148090-0.jpg', '138509-1.jpg', '8406-4.jpg']","['29/111/441886-0.jpg', '29/112/148090-0.jpg', '27/112/138509-1.jpg', '26/111/8406-4.jpg']","['29', '29', '27', '26']","['male', 'female', 'female', 'male']","""29"""
19257,"['252690-3.jpg', '31363-0.jpg', '276621-0.jpg', '244380-0.jpg']","['20/111/252690-3.jpg', '20/112/31363-0.jpg', '20/111/276621-0.jpg', '20/112/244380-0.jpg']","['20', '20', '20', '20']","['male', 'female', 'male', 'female']","""20"""
22015,"['167234-1.jpg', '20019-0.jpg', '165520-1.jpg', '81875-2.jpg']","['24/112/167234-1.jpg', '24/111/20019-0.jpg', '24/111/165520-1.jpg', '22/112/81875-2.jpg']","['24', '24', '24', '22']","['female', 'male', 'male', 'female']","""24"""
20844,"['146031-0.jpg', '8752-0.jpg', '161065-0.jpg', '139227-0.jpg']","['28/112/146031-0.jpg', '28/111/8752-0.jpg', '24/111/161065-0.jpg', '26/111/139227-0.jpg']","['28', '28', '24', '26']","['female', 'male', 'male', 'male']","""28"""
19912,"['145793-0.jpg', '80733-0.jpg', '159559-0.jpg', '215931-0.jpg']","['25/112/145793-0.jpg', '25/111/80733-0.jpg', '24/111/159559-0.jpg', '22/111/215931-0.jpg']","['25', '25', '24', '22']","['female', 'male', 'male', 'male']","""25"""
10345,"['261214-0.jpg', '42103-0.jpg', '288600-0.jpg', '228279-0.jpg']","['20/112/261214-0.jpg', '20/111/42103-0.jpg', '19/112/288600-0.jpg', '20/111/228279-0.jpg']","['20', '20', '19', '20']","['female', 'male', 'female', 'male']","""20"""
13024,"['37540-0.jpg', '170970-0.jpg', '187778-0.jpg', '83884-1.jpg']","['24/112/37540-0.jpg', '24/112/170970-0.jpg', '24/111/187778-0.jpg', '21/112/83884-1.jpg']","['24', '24', '24', '21']","['female', 'female', 'male', 'female']","""24"""
19582,"['162813-0.jpg', '145302-0.jpg', '82460-0.jpg', '150355-0.jpg']","['25/111/162813-0.jpg', '25/112/145302-0.jpg', '21/111/82460-0.jpg', '25/111/150355-0.jpg']","['25', '25', '21', '25']","['male', 'female', 'male', 'male']","""25"""
17696,"['199982-1.jpg', '23852-0.jpg', '100759-0.jpg', '201401-0.jpg']","['20/111/199982-1.jpg', '20/111/23852-0.jpg', '20/112/100759-0.jpg', '20/112/201401-0.jpg']","['20', '20', '20', '20']","['male', 'male', 'female', 'female']","""20"""
5554,"['88128-0.jpg', '12313-0.jpg', '211689-0.jpg', '27811-0.jpg']","['27/112/88128-0.jpg', '27/111/12313-0.jpg', '21/112/211689-0.jpg', '21/112/27811-0.jpg']","['27', '27', '21', '21']","['female', 'male', 'female', 'female']","""27"""
14284,"['151942-0.jpg', '181040-0.jpg', '102711-0.jpg', '42229-0.jpg']","['24/112/151942-0.jpg', '24/111/181040-0.jpg', '22/112/102711-0.jpg', '21/112/42229-0.jpg']","['24', '24', '22', '21']","['female', 'male', 'female', 'female']","""24"""
4588,"['51216-0.jpg', '259514-0.jpg', '285756-0.jpg', '58479-0.jpg']","['18/112/51216-0.jpg', '18/111/259514-0.jpg', '18/112/285756-0.jpg', '18/112/58479-0.jpg']","['18', '18', '18', '18']","['female', 'male', 'female', 'female']","""18"""
6986,"['160428-0.jpg', '221122-0.jpg', '39469-0.jpg', '80598-0.jpg']","['25/111/160428-0.jpg', '25/112/221122-0.jpg', '21/112/39469-0.jpg', '21/111/80598-0.jpg']","['25', '25', '21', '21']","['male', 'female', 'female', 'male']","""25"""
21093,"['257270-2.jpg', '202054-1.jpg', '225518-0.jpg', '201218-0.jpg']","['21/111/257270-2.jpg', '21/112/202054-1.jpg', '21/112/225518-0.jpg', '21/111/201218-0.jpg']","['21', '21', '21', '21']","['male', 'female', 'female', 'male']","""21"""
15550,"['133020-0.jpg', '147646-0.jpg', '275499-0.jpg', '105779-0.jpg']","['30/111/133020-0.jpg', '30/112/147646-0.jpg', '21/112/275499-0.jpg', '21/111/105779-0.jpg']","['30', '30', '21', '21']","['male', 'female', 'female', 'male']","""30"""
18079,"['227954-0.jpg', '237456-1.jpg', '104742-0.jpg', '221593-1.jpg']","['21/112/227954-0.jpg', '21/112/237456-1.jpg', '20/112/104742-0.jpg', '21/112/221593-1.jpg']","['21', '21', '20', '21']","['female', 'female', 'female', 'female']","""21"""
13258,"['131165-0.jpg', '129427-0.jpg', '133070-0.jpg', '178429-0.jpg']","['30/111/131165-0.jpg', '30/111/129427-0.jpg', '28/111/133070-0.jpg', '26/112/178429-0.jpg']","['30', '30', '28', '26']","['male', 'male', 'male', 'female']","""30"""
10421,"['207759-1.jpg', '174437-0.jpg', '213337-0.jpg', '91418-0.jpg']","['22/111/207759-1.jpg', '22/111/174437-0.jpg', '20/111/213337-0.jpg', '21/112/91418-0.jpg']","['22', '22', '20', '21']","['male', 'male', 'male', 'female']","""22"""
5013,"['91603-0.jpg', '80739-0.jpg', '245960-0.jpg', '187637-1.jpg']","['22/112/91603-0.jpg', '22/111/80739-0.jpg', '19/111/245960-0.jpg', '22/111/187637-1.jpg']","['22', '22', '19', '22']","['female', 'male', 'male', 'male']","""22"""
9554,"['245852-0.jpg', '267034-0.jpg', '266722-0.jpg', '287171-0.jpg']","['18/111/245852-0.jpg', '18/111/267034-0.jpg', '18/111/266722-0.jpg', '18/112/287171-0.jpg']","['18', '18', '18', '18']","['male', 'male', 'male', 'female']","""18"""
18701,"['12190-0.jpg', '161301-0.jpg', '26549-0.jpg', '78087-0.jpg']","['26/111/12190-0.jpg', '26/111/161301-0.jpg', '22/111/26549-0.jpg', '25/111/78087-0.jpg']","['26', '26', '22', '25']","['male', 'male', 'male', 'male']","""26"""
7101,"['15516-0.jpg', '17206-0.jpg', '153512-1.jpg', '155870-0.jpg']","['27/112/15516-0.jpg', '27/112/17206-0.jpg', '25/111/153512-1.jpg', '27/111/155870-0.jpg']","['27', '27', '25', '27']","['female', 'female', 'male', 'male']","""27"""
22151,"['179469-4.jpg', '215114-0.jpg', '191611-0.jpg', '237460-1.jpg']","['23/111/179469-4.jpg', '23/111/215114-0.jpg', '23/112/191611-0.jpg', '22/112/237460-1.jpg']","['23', '23', '23', '22']","['male', 'male', 'female', 'female']","""23"""
11398,"['132907-0.jpg', '158377-0.jpg', '106284-0.jpg', '140332-0.jpg']","['30/111/132907-0.jpg', '30/111/158377-0.jpg', '21/111/106284-0.jpg', '26/111/140332-0.jpg']","['30', '30', '21', '26']","['male', 'male', 'male', 'male']","""30"""
22027,"['250400-1.jpg', '191193-0.jpg', '240472-0.jpg', '193181-1.jpg']","['21/112/250400-1.jpg', '21/112/191193-0.jpg', '21/111/240472-0.jpg', '21/111/193181-1.jpg']","['21', '21', '21', '21']","['female', 'female', 'male', 'male']","""21"""
4067,"['275606-1.jpg', '245818-0.jpg', '258552-0.jpg', '261684-0.jpg']","['19/111/275606-1.jpg', '19/111/245818-0.jpg', '19/111/258552-0.jpg', '19/111/261684-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'male', 'male']","""19"""
7971,"['178314-0.jpg', '143813-0.jpg', '284602-1.jpg', '245594-0.jpg']","['28/111/178314-0.jpg', '28/111/143813-0.jpg', '18/111/284602-1.jpg', '22/111/245594-0.jpg']","['28', '28', '18', '22']","['male', 'male', 'male', 'male']","""28"""
17668,"['13808-0.jpg', '74980-0.jpg', '268028-0.jpg', '195686-0.jpg']","['24/111/13808-0.jpg', '24/111/74980-0.jpg', '20/112/268028-0.jpg', '21/111/195686-0.jpg']","['24', '24', '20', '21']","['male', 'male', 'female', 'male']","""24"""
5131,"['195156-0.jpg', '233789-0.jpg', '279664-0.jpg', '249246-0.jpg']","['21/111/195156-0.jpg', '21/111/233789-0.jpg', '18/112/279664-0.jpg', '18/111/249246-0.jpg']","['21', '21', '18', '18']","['male', 'male', 'female', 'male']","""21"""
9839,"['42025-0.jpg', '236199-0.jpg', '227868-0.jpg', '262481-0.jpg']","['19/111/42025-0.jpg', '19/111/236199-0.jpg', '19/111/227868-0.jpg', '19/111/262481-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'male', 'male']","""19"""
1723,"['171078-0.jpg', '102704-1.jpg', '83591-0.jpg', '241874-0.jpg']","['23/111/171078-0.jpg', '23/112/102704-1.jpg', '21/111/83591-0.jpg', '21/112/241874-0.jpg']","['23', '23', '21', '21']","['male', 'female', 'male', 'female']","""23"""
14634,"['164641-2.jpg', '106321-0.jpg', '238115-0.jpg', '218796-0.jpg']","['22/112/164641-2.jpg', '22/111/106321-0.jpg', '20/111/238115-0.jpg', '20/112/218796-0.jpg']","['22', '22', '20', '20']","['female', 'male', 'male', 'female']","""22"""
13039,"['35227-8.jpg', '108251-0.jpg', '49032-0.jpg', '99350-0.jpg']","['21/112/35227-8.jpg', '21/111/108251-0.jpg', '19/111/49032-0.jpg', '21/112/99350-0.jpg']","['21', '21', '19', '21']","['female', 'male', 'male', 'female']","""21"""
22658,"['212160-0.jpg', '157982-0.jpg', '23347-0.jpg', '175672-0.jpg']","['24/111/212160-0.jpg', '24/111/157982-0.jpg', '24/112/23347-0.jpg', '24/111/175672-0.jpg']","['24', '24', '24', '24']","['male', 'male', 'female', 'male']","""24"""
2635,"['193549-0.jpg', '33472-0.jpg', '108631-0.jpg', '283961-1.jpg']","['21/111/193549-0.jpg', '21/111/33472-0.jpg', '18/111/108631-0.jpg', '18/112/283961-1.jpg']","['21', '21', '18', '18']","['male', 'male', 'male', 'female']","""21"""
21706,"['70259-2.jpg', '69960-1.jpg', '163477-0.jpg', '84761-0.jpg']","['27/111/70259-2.jpg', '27/112/69960-1.jpg', '27/112/163477-0.jpg', '24/112/84761-0.jpg']","['27', '27', '27', '24']","['male', 'female', 'female', 'female']","""27"""
8252,"['223127-0.jpg', '105706-0.jpg', '267860-0.jpg', '44337-0.jpg']","['20/111/223127-0.jpg', '20/111/105706-0.jpg', '19/112/267860-0.jpg', '19/112/44337-0.jpg']","['20', '20', '19', '19']","['male', 'male', 'female', 'female']","""20"""
6486,"['266100-0.jpg', '291334-0.jpg', '234124-0.jpg', '279909-0.jpg']","['18/112/266100-0.jpg', '18/112/291334-0.jpg', '18/111/234124-0.jpg', '18/112/279909-0.jpg']","['18', '18', '18', '18']","['female', 'female', 'male', 'female']","""18"""
16901,"['15700-1.jpg', '166595-0.jpg', '26344-0.jpg', '171552-0.jpg']","['23/112/15700-1.jpg', '23/111/166595-0.jpg', '19/112/26344-0.jpg', '23/111/171552-0.jpg']","['23', '23', '19', '23']","['female', 'male', 'female', 'male']","""23"""
9101,"['310113-0.jpg', '9869-1.jpg', '34012-0.jpg', '450-1.jpg']","['29/111/310113-0.jpg', '29/111/9869-1.jpg', '20/111/34012-0.jpg', '20/111/450-1.jpg']","['29', '29', '20', '20']","['male', 'male', 'male', 'male']","""29"""
15501,"['284285-0.jpg', '253148-0.jpg', '249182-0.jpg', '280847-0.jpg']","['19/112/284285-0.jpg', '19/112/253148-0.jpg', '19/112/249182-0.jpg', '19/112/280847-0.jpg']","['19', '19', '19', '19']","['female', 'female', 'female', 'female']","""19"""
18154,"['446283-0.jpg', '442419-4.jpg', '11644-6.jpg', '194612-0.jpg']","['30/111/446283-0.jpg', '30/111/442419-4.jpg', '24/112/11644-6.jpg', '24/111/194612-0.jpg']","['30', '30', '24', '24']","['male', 'male', 'female', 'male']","""30"""
15460,"['171424-0.jpg', '164220-0.jpg', '79429-0.jpg', '198013-2.jpg']","['24/111/171424-0.jpg', '24/112/164220-0.jpg', '23/112/79429-0.jpg', '21/111/198013-2.jpg']","['24', '24', '23', '21']","['male', 'female', 'female', 'male']","""24"""
15310,"['130076-0.jpg', '68250-0.jpg', '72302-0.jpg', '218011-0.jpg']","['30/111/130076-0.jpg', '30/112/68250-0.jpg', '24/111/72302-0.jpg', '21/112/218011-0.jpg']","['30', '30', '24', '21']","['male', 'female', 'male', 'female']","""30"""
20716,"['187982-0.jpg', '14974-0.jpg', '22551-0.jpg', '160928-0.jpg']","['24/111/187982-0.jpg', '24/111/14974-0.jpg', '24/111/22551-0.jpg', '24/112/160928-0.jpg']","['24', '24', '24', '24']","['male', 'male', 'male', 'female']","""24"""
19430,"['33576-0.jpg', '184581-0.jpg', '23798-0.jpg', '227042-0.jpg']","['23/112/33576-0.jpg', '23/111/184581-0.jpg', '23/111/23798-0.jpg', '22/112/227042-0.jpg']","['23', '23', '23', '22']","['female', 'male', 'male', 'female']","""23"""
21912,"['321598-0.jpg', '139602-0.jpg', '86726-0.jpg', '98217-0.jpg']","['28/111/321598-0.jpg', '28/111/139602-0.jpg', '23/111/86726-0.jpg', '23/111/98217-0.jpg']","['28', '28', '23', '23']","['male', 'male', 'male', 'male']","""28"""
23159,"['178550-0.jpg', '166296-3.jpg', '222604-0.jpg', '77115-1.jpg']","['27/111/178550-0.jpg', '27/112/166296-3.jpg', '24/111/222604-0.jpg', '25/111/77115-1.jpg']","['27', '27', '24', '25']","['male', 'female', 'male', 'male']","""27"""
6254,"['131668-1.jpg', '75219-0.jpg', '166945-0.jpg', '236917-0.jpg']","['29/111/131668-1.jpg', '29/112/75219-0.jpg', '23/111/166945-0.jpg', '21/111/236917-0.jpg']","['29', '29', '23', '21']","['male', 'female', 'male', 'male']","""29"""
3198,"['131437-0.jpg', '311171-0.jpg', '23407-3.jpg', '28674-0.jpg']","['30/111/131437-0.jpg', '30/111/311171-0.jpg', '22/111/23407-3.jpg', '24/111/28674-0.jpg']","['30', '30', '22', '24']","['male', 'male', 'male', 'male']","""30"""
19309,"['195055-1.jpg', '16309-0.jpg', '200156-0.jpg', '231671-0.jpg']","['23/111/195055-1.jpg', '23/111/16309-0.jpg', '22/111/200156-0.jpg', '20/112/231671-0.jpg']","['23', '23', '22', '20']","['male', 'male', 'male', 'female']","""23"""
2806,"['47259-0.jpg', '277150-0.jpg', '29921-0.jpg', '257693-4.jpg']","['19/112/47259-0.jpg', '19/112/277150-0.jpg', '19/111/29921-0.jpg', '19/111/257693-4.jpg']","['19', '19', '19', '19']","['female', 'female', 'male', 'male']","""19"""
20736,"['142243-0.jpg', '10112-0.jpg', '156741-0.jpg', '181749-0.jpg']","['26/111/142243-0.jpg', '26/111/10112-0.jpg', '25/112/156741-0.jpg', '23/111/181749-0.jpg']","['26', '26', '25', '23']","['male', 'male', 'female', 'male']","""26"""
12178,"['313293-0.jpg', '303636-1.jpg', '147340-1.jpg', '141772-0.jpg']","['30/111/313293-0.jpg', '30/111/303636-1.jpg', '25/112/147340-1.jpg', '30/111/141772-0.jpg']","['30', '30', '25', '30']","['male', 'male', 'female', 'male']","""30"""
19416,"['144358-0.jpg', '147241-0.jpg', '157941-0.jpg', '165146-0.jpg']","['26/111/144358-0.jpg', '26/111/147241-0.jpg', '24/112/157941-0.jpg', '23/111/165146-0.jpg']","['26', '26', '24', '23']","['male', 'male', 'female', 'male']","""26"""
7681,"['267598-0.jpg', '287842-1.jpg', '218801-0.jpg', '100138-0.jpg']","['19/112/267598-0.jpg', '19/112/287842-1.jpg', '19/111/218801-0.jpg', '19/112/100138-0.jpg']","['19', '19', '19', '19']","['female', 'female', 'male', 'female']","""19"""
18406,"['129226-0.jpg', '438517-0.jpg', '88518-0.jpg', '80888-2.jpg']","['30/111/129226-0.jpg', '30/111/438517-0.jpg', '22/112/88518-0.jpg', '24/111/80888-2.jpg']","['30', '30', '22', '24']","['male', 'male', 'female', 'male']","""30"""
19625,"['177092-1.jpg', '10199-17.jpg', '211148-0.jpg', '155754-1.jpg']","['26/112/177092-1.jpg', '26/111/10199-17.jpg', '23/111/211148-0.jpg', '25/112/155754-1.jpg']","['26', '26', '23', '25']","['female', 'male', 'male', 'female']","""26"""
13486,"['143174-0.jpg', '439121-0.jpg', '213086-1.jpg', '163725-0.jpg']","['30/111/143174-0.jpg', '30/111/439121-0.jpg', '23/112/213086-1.jpg', '24/112/163725-0.jpg']","['30', '30', '23', '24']","['male', 'male', 'female', 'female']","""30"""
21204,"['186793-0.jpg', '20210-0.jpg', '80088-1.jpg', '84718-0.jpg']","['23/111/186793-0.jpg', '23/111/20210-0.jpg', '22/111/80088-1.jpg', '22/112/84718-0.jpg']","['23', '23', '22', '22']","['male', 'male', 'male', 'female']","""23"""
23170,"['220659-0.jpg', '18179-1.jpg', '192026-0.jpg', '171708-0.jpg']","['22/112/220659-0.jpg', '22/111/18179-1.jpg', '22/111/192026-0.jpg', '22/111/171708-0.jpg']","['22', '22', '22', '22']","['female', 'male', 'male', 'male']","""22"""
652,"['314664-0.jpg', '135291-0.jpg', '283242-0.jpg', '162976-0.jpg']","['28/111/314664-0.jpg', '28/112/135291-0.jpg', '20/112/283242-0.jpg', '25/111/162976-0.jpg']","['28', '28', '20', '25']","['male', 'female', 'female', 'male']","""28"""
15098,"['145350-0.jpg', '191579-0.jpg', '13460-0.jpg', '11220-0.jpg']","['26/111/145350-0.jpg', '26/111/191579-0.jpg', '24/111/13460-0.jpg', '25/111/11220-0.jpg']","['26', '26', '24', '25']","['male', 'male', 'male', 'male']","""26"""
21344,"['207739-1.jpg', '203943-1.jpg', '182171-0.jpg', '231967-0.jpg']","['23/111/207739-1.jpg', '23/112/203943-1.jpg', '22/112/182171-0.jpg', '23/111/231967-0.jpg']","['23', '23', '22', '23']","['male', 'female', 'female', 'male']","""23"""
19124,"['30806-9.jpg', '80314-0.jpg', '225645-0.jpg', '263641-1.jpg']","['21/112/30806-9.jpg', '21/112/80314-0.jpg', '21/112/225645-0.jpg', '20/111/263641-1.jpg']","['21', '21', '21', '20']","['female', 'female', 'female', 'male']","""21"""
11898,"['222350-0.jpg', '38311-0.jpg', '204270-0.jpg', '206972-7.jpg']","['22/111/222350-0.jpg', '22/111/38311-0.jpg', '22/111/204270-0.jpg', '22/112/206972-7.jpg']","['22', '22', '22', '22']","['male', 'male', 'male', 'female']","""22"""
16229,"['182079-0.jpg', '188085-0.jpg', '89489-0.jpg', '259848-1.jpg']","['23/111/182079-0.jpg', '23/111/188085-0.jpg', '22/111/89489-0.jpg', '20/112/259848-1.jpg']","['23', '23', '22', '20']","['male', 'male', 'male', 'female']","""23"""
