,file,path,age,gender,age_bag
22140,"['160077-0.jpg', '316010-2.jpg', '207042-0.jpg', '19743-1.jpg']","['28/111/160077-0.jpg', '28/111/316010-2.jpg', '22/112/207042-0.jpg', '25/112/19743-1.jpg']","['28', '28', '22', '25']","['male', 'male', 'female', 'female']","""28"""
17448,"['152153-1.jpg', '146258-0.jpg', '83589-0.jpg', '290995-0.jpg']","['27/112/152153-1.jpg', '27/111/146258-0.jpg', '22/111/83589-0.jpg', '20/112/290995-0.jpg']","['27', '27', '22', '20']","['female', 'male', 'male', 'female']","""27"""
13421,"['173813-0.jpg', '184958-0.jpg', '282369-2.jpg', '252612-0.jpg']","['22/111/173813-0.jpg', '22/111/184958-0.jpg', '20/112/282369-2.jpg', '21/112/252612-0.jpg']","['22', '22', '20', '21']","['male', 'male', 'female', 'female']","""22"""
3686,"['91723-0.jpg', '42949-0.jpg', '40291-1.jpg', '205321-0.jpg']","['23/111/91723-0.jpg', '23/112/42949-0.jpg', '19/111/40291-1.jpg', '22/112/205321-0.jpg']","['23', '23', '19', '22']","['male', 'female', 'male', 'female']","""23"""
13384,"['178156-0.jpg', '161761-0.jpg', '106703-0.jpg', '191438-0.jpg']","['23/111/178156-0.jpg', '23/111/161761-0.jpg', '20/112/106703-0.jpg', '22/111/191438-0.jpg']","['23', '23', '20', '22']","['male', 'male', 'female', 'male']","""23"""
8192,"['154669-0.jpg', '318222-0.jpg', '23584-2.jpg', '86323-0.jpg']","['28/111/154669-0.jpg', '28/112/318222-0.jpg', '22/112/23584-2.jpg', '25/111/86323-0.jpg']","['28', '28', '22', '25']","['male', 'female', 'female', 'male']","""28"""
10698,"['270963-2.jpg', '276242-1.jpg', '267938-0.jpg', '51303-1.jpg']","['18/111/270963-2.jpg', '18/111/276242-1.jpg', '18/112/267938-0.jpg', '18/112/51303-1.jpg']","['18', '18', '18', '18']","['male', 'male', 'female', 'female']","""18"""
17602,"['450342-1.jpg', '319882-0.jpg', '79332-0.jpg', '17740-0.jpg']","['29/112/450342-1.jpg', '29/111/319882-0.jpg', '23/111/79332-0.jpg', '23/111/17740-0.jpg']","['29', '29', '23', '23']","['female', 'male', 'male', 'male']","""29"""
11162,"['192408-0.jpg', '150230-0.jpg', '188125-0.jpg', '89451-0.jpg']","['25/111/192408-0.jpg', '25/111/150230-0.jpg', '21/112/188125-0.jpg', '24/112/89451-0.jpg']","['25', '25', '21', '24']","['male', 'male', 'female', 'female']","""25"""
1487,"['83719-0.jpg', '77809-0.jpg', '157155-0.jpg', '88836-0.jpg']","['25/111/83719-0.jpg', '25/112/77809-0.jpg', '24/111/157155-0.jpg', '22/111/88836-0.jpg']","['25', '25', '24', '22']","['male', 'female', 'male', 'male']","""25"""
21949,"['199662-0.jpg', '227112-0.jpg', '106911-1.jpg', '255403-0.jpg']","['21/111/199662-0.jpg', '21/111/227112-0.jpg', '21/111/106911-1.jpg', '21/112/255403-0.jpg']","['21', '21', '21', '21']","['male', 'male', 'male', 'female']","""21"""
21573,"['131797-0.jpg', '450563-0.jpg', '152708-0.jpg', '140853-0.jpg']","['29/111/131797-0.jpg', '29/112/450563-0.jpg', '26/111/152708-0.jpg', '26/111/140853-0.jpg']","['29', '29', '26', '26']","['male', 'female', 'male', 'male']","""29"""
21395,"['160445-0.jpg', '8106-0.jpg', '142954-0.jpg', '247360-2.jpg']","['27/111/160445-0.jpg', '27/112/8106-0.jpg', '27/111/142954-0.jpg', '21/111/247360-2.jpg']","['27', '27', '27', '21']","['male', 'female', 'male', 'male']","""27"""
13871,"['322028-0.jpg', '136654-0.jpg', '173729-0.jpg', '160022-0.jpg']","['28/112/322028-0.jpg', '28/111/136654-0.jpg', '24/111/173729-0.jpg', '27/111/160022-0.jpg']","['28', '28', '24', '27']","['female', 'male', 'male', 'male']","""28"""
20726,"['172170-0.jpg', '18813-0.jpg', '164341-0.jpg', '208819-2.jpg']","['29/112/172170-0.jpg', '29/112/18813-0.jpg', '24/111/164341-0.jpg', '22/112/208819-2.jpg']","['29', '29', '24', '22']","['female', 'female', 'male', 'female']","""29"""
1078,"['286560-0.jpg', '41848-0.jpg', '283649-0.jpg', '47904-0.jpg']","['18/111/286560-0.jpg', '18/112/41848-0.jpg', '18/112/283649-0.jpg', '18/111/47904-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'female', 'male']","""18"""
9765,"['138037-0.jpg', '137301-0.jpg', '181047-0.jpg', '236639-0.jpg']","['28/111/138037-0.jpg', '28/112/137301-0.jpg', '23/111/181047-0.jpg', '20/112/236639-0.jpg']","['28', '28', '23', '20']","['male', 'female', 'male', 'female']","""28"""
14218,"['445489-0.jpg', '137329-0.jpg', '92313-0.jpg', '140344-0.jpg']","['29/111/445489-0.jpg', '29/111/137329-0.jpg', '19/111/92313-0.jpg', '26/111/140344-0.jpg']","['29', '29', '19', '26']","['male', 'male', 'male', 'male']","""29"""
16302,"['210178-0.jpg', '93938-0.jpg', '252673-0.jpg', '222139-0.jpg']","['21/111/210178-0.jpg', '21/111/93938-0.jpg', '19/111/252673-0.jpg', '20/112/222139-0.jpg']","['21', '21', '19', '20']","['male', 'male', 'male', 'female']","""21"""
16126,"['134239-1.jpg', '128504-0.jpg', '71514-0.jpg', '7262-0.jpg']","['29/111/134239-1.jpg', '29/111/128504-0.jpg', '29/112/71514-0.jpg', '28/111/7262-0.jpg']","['29', '29', '29', '28']","['male', 'male', 'female', 'male']","""29"""
3847,"['52513-0.jpg', '289090-0.jpg', '59915-0.jpg', '285106-0.jpg']","['18/111/52513-0.jpg', '18/112/289090-0.jpg', '18/111/59915-0.jpg', '18/112/285106-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'male', 'female']","""18"""
21605,"['71137-0.jpg', '153726-6.jpg', '194947-6.jpg', '35096-0.jpg']","['27/111/71137-0.jpg', '27/112/153726-6.jpg', '25/111/194947-6.jpg', '23/112/35096-0.jpg']","['27', '27', '25', '23']","['male', 'female', 'male', 'female']","""27"""
18118,"['133634-0.jpg', '5550-0.jpg', '204293-0.jpg', '15287-0.jpg']","['29/111/133634-0.jpg', '29/112/5550-0.jpg', '22/112/204293-0.jpg', '29/112/15287-0.jpg']","['29', '29', '22', '29']","['male', 'female', 'female', 'female']","""29"""
4378,"['231611-0.jpg', '280129-0.jpg', '106944-0.jpg', '33262-1.jpg']","['20/112/231611-0.jpg', '20/112/280129-0.jpg', '20/112/106944-0.jpg', '19/112/33262-1.jpg']","['20', '20', '20', '19']","['female', 'female', 'female', 'female']","""20"""
18179,"['15985-0.jpg', '7402-0.jpg', '83500-1.jpg', '318193-0.jpg']","['28/112/15985-0.jpg', '28/111/7402-0.jpg', '26/112/83500-1.jpg', '28/112/318193-0.jpg']","['28', '28', '26', '28']","['female', 'male', 'female', 'female']","""28"""
13054,"['138138-0.jpg', '131797-1.jpg', '315640-0.jpg', '174588-0.jpg']","['29/112/138138-0.jpg', '29/112/131797-1.jpg', '28/112/315640-0.jpg', '24/111/174588-0.jpg']","['29', '29', '28', '24']","['female', 'female', 'female', 'male']","""29"""
8248,"['77030-0.jpg', '162596-0.jpg', '185241-0.jpg', '114459-0.jpg']","['24/112/77030-0.jpg', '24/111/162596-0.jpg', '24/111/185241-0.jpg', '20/112/114459-0.jpg']","['24', '24', '24', '20']","['female', 'male', 'male', 'female']","""24"""
13050,"['239252-2.jpg', '212896-2.jpg', '218200-0.jpg', '38233-0.jpg']","['21/112/239252-2.jpg', '21/111/212896-2.jpg', '20/112/218200-0.jpg', '19/112/38233-0.jpg']","['21', '21', '20', '19']","['female', 'male', 'female', 'female']","""21"""
17846,"['73621-0.jpg', '163986-0.jpg', '28164-1.jpg', '52286-0.jpg']","['25/111/73621-0.jpg', '25/112/163986-0.jpg', '24/112/28164-1.jpg', '20/112/52286-0.jpg']","['25', '25', '24', '20']","['male', 'female', 'female', 'female']","""25"""
22778,"['199097-0.jpg', '30294-0.jpg', '199657-0.jpg', '209653-0.jpg']","['22/112/199097-0.jpg', '22/111/30294-0.jpg', '22/111/199657-0.jpg', '22/112/209653-0.jpg']","['22', '22', '22', '22']","['female', 'male', 'male', 'female']","""22"""
13145,"['242041-1.jpg', '36583-0.jpg', '201456-0.jpg', '217547-0.jpg']","['22/111/242041-1.jpg', '22/112/36583-0.jpg', '22/111/201456-0.jpg', '22/111/217547-0.jpg']","['22', '22', '22', '22']","['male', 'female', 'male', 'male']","""22"""
22633,"['197533-0.jpg', '189304-1.jpg', '25870-0.jpg', '86517-0.jpg']","['23/112/197533-0.jpg', '23/111/189304-1.jpg', '22/111/25870-0.jpg', '23/112/86517-0.jpg']","['23', '23', '22', '23']","['female', 'male', 'male', 'female']","""23"""
13695,"['152452-7.jpg', '24436-21.jpg', '103712-0.jpg', '103873-1.jpg']","['24/111/152452-7.jpg', '24/111/24436-21.jpg', '21/112/103712-0.jpg', '20/112/103873-1.jpg']","['24', '24', '21', '20']","['male', 'male', 'female', 'female']","""24"""
22134,"['77429-0.jpg', '227066-0.jpg', '207114-0.jpg', '246655-0.jpg']","['25/111/77429-0.jpg', '25/111/227066-0.jpg', '22/112/207114-0.jpg', '21/111/246655-0.jpg']","['25', '25', '22', '21']","['male', 'male', 'female', 'male']","""25"""
