,file,path,age,gender,age_bag
2182,"['234147-0.jpg', '248195-13.jpg', '280068-0.jpg', '116179-0.jpg']","['19/112/234147-0.jpg', '19/112/248195-13.jpg', '19/112/280068-0.jpg', '19/112/116179-0.jpg']","['19', '19', '19', '19']","['female', 'female', 'female', 'female']","""19"""
8344,"['109289-0.jpg', '115233-0.jpg', '231930-0.jpg', '250755-1.jpg']","['19/112/109289-0.jpg', '19/112/115233-0.jpg', '18/112/231930-0.jpg', '19/112/250755-1.jpg']","['19', '19', '18', '19']","['female', 'female', 'female', 'female']","""19"""
18280,"['12863-0.jpg', '4623-1.jpg', '143251-0.jpg', '192057-0.jpg']","['29/111/12863-0.jpg', '29/111/4623-1.jpg', '26/111/143251-0.jpg', '25/112/192057-0.jpg']","['29', '29', '26', '25']","['male', 'male', 'male', 'female']","""29"""
3147,"['304037-0.jpg', '311523-0.jpg', '206126-0.jpg', '182710-0.jpg']","['29/112/304037-0.jpg', '29/111/311523-0.jpg', '22/112/206126-0.jpg', '22/111/182710-0.jpg']","['29', '29', '22', '22']","['female', 'male', 'female', 'male']","""29"""
2296,"['33801-3.jpg', '184898-4.jpg', '59096-0.jpg', '262872-0.jpg']","['22/111/33801-3.jpg', '22/111/184898-4.jpg', '18/112/59096-0.jpg', '20/112/262872-0.jpg']","['22', '22', '18', '20']","['male', 'male', 'female', 'female']","""22"""
6545,"['195437-0.jpg', '182403-0.jpg', '114671-0.jpg', '184496-1.jpg']","['24/112/195437-0.jpg', '24/111/182403-0.jpg', '19/111/114671-0.jpg', '22/111/184496-1.jpg']","['24', '24', '19', '22']","['female', 'male', 'male', 'male']","""24"""
1063,"['225851-0.jpg', '33080-0.jpg', '111817-0.jpg', '41258-1.jpg']","['20/112/225851-0.jpg', '20/112/33080-0.jpg', '20/112/111817-0.jpg', '20/112/41258-1.jpg']","['20', '20', '20', '20']","['female', 'female', 'female', 'female']","""20"""
62,"['41675-0.jpg', '672-0.jpg', '285968-0.jpg', '110721-1.jpg']","['20/112/41675-0.jpg', '20/111/672-0.jpg', '19/112/285968-0.jpg', '19/112/110721-1.jpg']","['20', '20', '19', '19']","['female', 'male', 'female', 'female']","""20"""
2276,"['134934-0.jpg', '152570-0.jpg', '257527-0.jpg', '163628-0.jpg']","['29/111/134934-0.jpg', '29/112/152570-0.jpg', '20/111/257527-0.jpg', '24/112/163628-0.jpg']","['29', '29', '20', '24']","['male', 'female', 'male', 'female']","""29"""
21828,"['449997-0.jpg', '142898-0.jpg', '33127-0.jpg', '198133-0.jpg']","['29/111/449997-0.jpg', '29/111/142898-0.jpg', '23/111/33127-0.jpg', '23/111/198133-0.jpg']","['29', '29', '23', '23']","['male', 'male', 'male', 'male']","""29"""
8046,"['110894-0.jpg', '108995-0.jpg', '43882-0.jpg', '52247-0.jpg']","['18/111/110894-0.jpg', '18/112/108995-0.jpg', '18/112/43882-0.jpg', '18/112/52247-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'female', 'female']","""18"""
15078,"['9445-0.jpg', '22017-2.jpg', '203152-0.jpg', '208413-0.jpg']","['27/111/9445-0.jpg', '27/111/22017-2.jpg', '25/111/203152-0.jpg', '21/112/208413-0.jpg']","['27', '27', '25', '21']","['male', 'male', 'male', 'female']","""27"""
23574,"['171774-0.jpg', '213290-0.jpg', '163612-0.jpg', '158710-0.jpg']","['25/112/171774-0.jpg', '25/111/213290-0.jpg', '25/111/163612-0.jpg', '25/112/158710-0.jpg']","['25', '25', '25', '25']","['female', 'male', 'male', 'female']","""25"""
21533,"['215299-0.jpg', '86057-0.jpg', '190039-0.jpg', '25380-0.jpg']","['24/111/215299-0.jpg', '24/112/86057-0.jpg', '23/111/190039-0.jpg', '22/111/25380-0.jpg']","['24', '24', '23', '22']","['male', 'female', 'male', 'male']","""24"""
12131,"['190504-0.jpg', '227017-0.jpg', '188164-0.jpg', '285594-0.jpg']","['22/111/190504-0.jpg', '22/111/227017-0.jpg', '21/111/188164-0.jpg', '19/112/285594-0.jpg']","['22', '22', '21', '19']","['male', 'male', 'male', 'female']","""22"""
21588,"['6118-0.jpg', '134119-0.jpg', '18902-0.jpg', '88556-2.jpg']","['29/111/6118-0.jpg', '29/111/134119-0.jpg', '23/112/18902-0.jpg', '23/112/88556-2.jpg']","['29', '29', '23', '23']","['male', 'male', 'female', 'female']","""29"""
8513,"['92531-1.jpg', '282020-1.jpg', '36461-0.jpg', '264683-0.jpg']","['19/111/92531-1.jpg', '19/111/282020-1.jpg', '19/111/36461-0.jpg', '19/111/264683-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'male', 'male']","""19"""
18555,"['76693-0.jpg', '77517-0.jpg', '94864-0.jpg', '27299-0.jpg']","['25/112/76693-0.jpg', '25/111/77517-0.jpg', '22/112/94864-0.jpg', '22/112/27299-0.jpg']","['25', '25', '22', '22']","['female', 'male', 'female', 'female']","""25"""
7705,"['31376-1.jpg', '193292-0.jpg', '215289-0.jpg', '252314-0.jpg']","['21/112/31376-1.jpg', '21/111/193292-0.jpg', '20/112/215289-0.jpg', '19/112/252314-0.jpg']","['21', '21', '20', '19']","['female', 'male', 'female', 'female']","""21"""
12635,"['85901-0.jpg', '89538-0.jpg', '199582-0.jpg', '252914-1.jpg']","['22/111/85901-0.jpg', '22/112/89538-0.jpg', '21/112/199582-0.jpg', '19/112/252914-1.jpg']","['22', '22', '21', '19']","['male', 'female', 'female', 'female']","""22"""
2365,"['116088-0.jpg', '275450-0.jpg', '265627-0.jpg', '245420-0.jpg']","['18/111/116088-0.jpg', '18/111/275450-0.jpg', '18/112/265627-0.jpg', '18/112/245420-0.jpg']","['18', '18', '18', '18']","['male', 'male', 'female', 'female']","""18"""
12790,"['19144-0.jpg', '227680-0.jpg', '218435-0.jpg', '27388-0.jpg']","['23/111/19144-0.jpg', '23/111/227680-0.jpg', '23/111/218435-0.jpg', '22/111/27388-0.jpg']","['23', '23', '23', '22']","['male', 'male', 'male', 'male']","""23"""
2344,"['143064-0.jpg', '142818-0.jpg', '79542-0.jpg', '149486-0.jpg']","['26/111/143064-0.jpg', '26/111/142818-0.jpg', '23/111/79542-0.jpg', '25/111/149486-0.jpg']","['26', '26', '23', '25']","['male', 'male', 'male', 'male']","""26"""
753,"['248421-0.jpg', '271228-0.jpg', '294825-1.jpg', '48661-0.jpg']","['18/111/248421-0.jpg', '18/111/271228-0.jpg', '18/112/294825-1.jpg', '18/112/48661-0.jpg']","['18', '18', '18', '18']","['male', 'male', 'female', 'female']","""18"""
3237,"['446124-0.jpg', '319997-0.jpg', '87651-0.jpg', '218537-1.jpg']","['30/111/446124-0.jpg', '30/112/319997-0.jpg', '23/111/87651-0.jpg', '20/111/218537-1.jpg']","['30', '30', '23', '20']","['male', 'female', 'male', 'male']","""30"""
2339,"['112484-0.jpg', '287023-1.jpg', '61293-0.jpg', '261030-0.jpg']","['18/112/112484-0.jpg', '18/112/287023-1.jpg', '18/111/61293-0.jpg', '18/112/261030-0.jpg']","['18', '18', '18', '18']","['female', 'female', 'male', 'female']","""18"""
2214,"['12499-4.jpg', '8616-0.jpg', '261795-6.jpg', '142488-0.jpg']","['26/111/12499-4.jpg', '26/111/8616-0.jpg', '19/111/261795-6.jpg', '26/111/142488-0.jpg']","['26', '26', '19', '26']","['male', 'male', 'male', 'male']","""26"""
13422,"['160000-0.jpg', '142272-1.jpg', '84246-1.jpg', '143151-0.jpg']","['27/112/160000-0.jpg', '27/111/142272-1.jpg', '24/112/84246-1.jpg', '27/112/143151-0.jpg']","['27', '27', '24', '27']","['female', 'male', 'female', 'female']","""27"""
23937,"['72405-21.jpg', '72405-4.jpg', '109-0.jpg', '77634-0.jpg']","['26/111/72405-21.jpg', '26/111/72405-4.jpg', '25/112/109-0.jpg', '24/111/77634-0.jpg']","['26', '26', '25', '24']","['male', 'male', 'female', 'male']","""26"""
13225,"['244678-0.jpg', '244688-0.jpg', '231172-0.jpg', '234487-1.jpg']","['20/112/244678-0.jpg', '20/111/244688-0.jpg', '20/111/231172-0.jpg', '19/112/234487-1.jpg']","['20', '20', '20', '19']","['female', 'male', 'male', 'female']","""20"""
23648,"['169297-0.jpg', '8363-7.jpg', '173937-1.jpg', '152452-4.jpg']","['27/111/169297-0.jpg', '27/111/8363-7.jpg', '25/111/173937-1.jpg', '24/111/152452-4.jpg']","['27', '27', '25', '24']","['male', 'male', 'male', 'male']","""27"""
10532,"['73458-0.jpg', '315745-0.jpg', '24386-0.jpg', '228454-0.jpg']","['28/111/73458-0.jpg', '28/111/315745-0.jpg', '24/112/24386-0.jpg', '21/111/228454-0.jpg']","['28', '28', '24', '21']","['male', 'male', 'female', 'male']","""28"""
5104,"['225768-0.jpg', '247887-0.jpg', '263443-0.jpg', '109646-1.jpg']","['22/111/225768-0.jpg', '22/112/247887-0.jpg', '21/112/263443-0.jpg', '20/112/109646-1.jpg']","['22', '22', '21', '20']","['male', 'female', 'female', 'female']","""22"""
7142,"['81214-0.jpg', '165715-0.jpg', '218493-2.jpg', '26913-0.jpg']","['25/111/81214-0.jpg', '25/111/165715-0.jpg', '22/111/218493-2.jpg', '24/111/26913-0.jpg']","['25', '25', '22', '24']","['male', 'male', 'male', 'male']","""25"""
7734,"['40140-0.jpg', '290423-0.jpg', '58359-0.jpg', '107494-0.jpg']","['18/111/40140-0.jpg', '18/112/290423-0.jpg', '18/112/58359-0.jpg', '18/112/107494-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'female', 'female']","""18"""
19870,"['447355-0.jpg', '6798-0.jpg', '197590-1.jpg', '75473-2.jpg']","['30/111/447355-0.jpg', '30/111/6798-0.jpg', '24/111/197590-1.jpg', '25/112/75473-2.jpg']","['30', '30', '24', '25']","['male', 'male', 'male', 'female']","""30"""
23736,"['160469-0.jpg', '18265-0.jpg', '19272-0.jpg', '7921-0.jpg']","['27/112/160469-0.jpg', '27/111/18265-0.jpg', '26/111/19272-0.jpg', '26/111/7921-0.jpg']","['27', '27', '26', '26']","['female', 'male', 'male', 'male']","""27"""
15749,"['72095-0.jpg', '146510-2.jpg', '40920-0.jpg', '85713-1.jpg']","['28/111/72095-0.jpg', '28/112/146510-2.jpg', '22/112/40920-0.jpg', '27/111/85713-1.jpg']","['28', '28', '22', '27']","['male', 'female', 'female', 'male']","""28"""
4543,"['78577-0.jpg', '164496-0.jpg', '38357-0.jpg', '117135-0.jpg']","['24/111/78577-0.jpg', '24/112/164496-0.jpg', '23/111/38357-0.jpg', '18/112/117135-0.jpg']","['24', '24', '23', '18']","['male', 'female', 'male', 'female']","""24"""
8656,"['105846-1.jpg', '215144-1.jpg', '108787-0.jpg', '250346-0.jpg']","['19/111/105846-1.jpg', '19/111/215144-1.jpg', '19/112/108787-0.jpg', '19/112/250346-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'female', 'female']","""19"""
10244,"['129310-0.jpg', '75101-0.jpg', '210907-3.jpg', '106238-0.jpg']","['30/112/129310-0.jpg', '30/111/75101-0.jpg', '20/112/210907-3.jpg', '20/112/106238-0.jpg']","['30', '30', '20', '20']","['female', 'male', 'female', 'female']","""30"""
5118,"['36362-0.jpg', '261074-0.jpg', '229362-0.jpg', '36328-11.jpg']","['21/111/36362-0.jpg', '21/112/261074-0.jpg', '21/112/229362-0.jpg', '20/112/36328-11.jpg']","['21', '21', '21', '20']","['male', 'female', 'female', 'female']","""21"""
9717,"['162941-0.jpg', '188555-0.jpg', '153395-0.jpg', '222954-0.jpg']","['24/111/162941-0.jpg', '24/112/188555-0.jpg', '24/111/153395-0.jpg', '20/111/222954-0.jpg']","['24', '24', '24', '20']","['male', 'female', 'male', 'male']","""24"""
13833,"['185209-1.jpg', '185693-0.jpg', '194127-10.jpg', '187652-0.jpg']","['24/112/185209-1.jpg', '24/111/185693-0.jpg', '21/111/194127-10.jpg', '22/112/187652-0.jpg']","['24', '24', '21', '22']","['female', 'male', 'male', 'female']","""24"""
5770,"['218376-5.jpg', '227636-0.jpg', '249216-1.jpg', '269599-0.jpg']","['19/111/218376-5.jpg', '19/111/227636-0.jpg', '19/111/249216-1.jpg', '19/111/269599-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'male', 'male']","""19"""
16410,"['146472-0.jpg', '14611-0.jpg', '161315-0.jpg', '194538-1.jpg']","['27/111/146472-0.jpg', '27/112/14611-0.jpg', '24/111/161315-0.jpg', '23/112/194538-1.jpg']","['27', '27', '24', '23']","['male', 'female', 'male', 'female']","""27"""
14683,"['70105-0.jpg', '12477-1.jpg', '277115-0.jpg', '191112-0.jpg']","['26/111/70105-0.jpg', '26/111/12477-1.jpg', '19/111/277115-0.jpg', '21/111/191112-0.jpg']","['26', '26', '19', '21']","['male', 'male', 'male', 'male']","""26"""
9814,"['95554-0.jpg', '248417-0.jpg', '293686-0.jpg', '280976-0.jpg']","['18/112/95554-0.jpg', '18/111/248417-0.jpg', '18/111/293686-0.jpg', '18/112/280976-0.jpg']","['18', '18', '18', '18']","['female', 'male', 'male', 'female']","""18"""
1574,"['4334-0.jpg', '131616-0.jpg', '81762-0.jpg', '77521-7.jpg']","['29/112/4334-0.jpg', '29/111/131616-0.jpg', '22/112/81762-0.jpg', '24/111/77521-7.jpg']","['29', '29', '22', '24']","['female', 'male', 'female', 'male']","""29"""
14551,"['8872-0.jpg', '165866-0.jpg', '281042-0.jpg', '73907-4.jpg']","['26/111/8872-0.jpg', '26/111/165866-0.jpg', '19/112/281042-0.jpg', '24/111/73907-4.jpg']","['26', '26', '19', '24']","['male', 'male', 'female', 'male']","""26"""
6061,"['135275-0.jpg', '146672-0.jpg', '15679-7.jpg', '179420-3.jpg']","['27/111/135275-0.jpg', '27/111/146672-0.jpg', '23/111/15679-7.jpg', '23/111/179420-3.jpg']","['27', '27', '23', '23']","['male', 'male', 'male', 'male']","""27"""
19388,"['12562-0.jpg', '317162-0.jpg', '172819-0.jpg', '157242-0.jpg']","['28/111/12562-0.jpg', '28/112/317162-0.jpg', '23/111/172819-0.jpg', '27/111/157242-0.jpg']","['28', '28', '23', '27']","['male', 'female', 'male', 'male']","""28"""
13257,"['156159-0.jpg', '27175-0.jpg', '214224-0.jpg', '198429-0.jpg']","['24/111/156159-0.jpg', '24/111/27175-0.jpg', '20/111/214224-0.jpg', '23/111/198429-0.jpg']","['24', '24', '20', '23']","['male', 'male', 'male', 'male']","""24"""
17173,"['270539-0.jpg', '261587-3.jpg', '113883-0.jpg', '108448-0.jpg']","['20/112/270539-0.jpg', '20/112/261587-3.jpg', '20/112/113883-0.jpg', '19/112/108448-0.jpg']","['20', '20', '20', '19']","['female', 'female', 'female', 'female']","""20"""
18292,"['127953-0.jpg', '450421-1.jpg', '239219-0.jpg', '20988-0.jpg']","['29/112/127953-0.jpg', '29/111/450421-1.jpg', '20/112/239219-0.jpg', '25/111/20988-0.jpg']","['29', '29', '20', '25']","['female', 'male', 'female', 'male']","""29"""
7044,"['277405-0.jpg', '228429-1.jpg', '33938-0.jpg', '242502-1.jpg']","['19/111/277405-0.jpg', '19/111/228429-1.jpg', '18/112/33938-0.jpg', '19/111/242502-1.jpg']","['19', '19', '18', '19']","['male', 'male', 'female', 'male']","""19"""
890,"['155149-0.jpg', '210914-0.jpg', '233238-1.jpg', '208931-0.jpg']","['24/111/155149-0.jpg', '24/111/210914-0.jpg', '23/112/233238-1.jpg', '20/112/208931-0.jpg']","['24', '24', '23', '20']","['male', 'male', 'female', 'female']","""24"""
13874,"['36445-0.jpg', '266336-0.jpg', '214815-0.jpg', '280182-0.jpg']","['19/111/36445-0.jpg', '19/111/266336-0.jpg', '19/112/214815-0.jpg', '19/112/280182-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'female', 'female']","""19"""
11128,"['149351-1.jpg', '319209-0.jpg', '79194-0.jpg', '136387-0.jpg']","['29/111/149351-1.jpg', '29/111/319209-0.jpg', '25/111/79194-0.jpg', '27/111/136387-0.jpg']","['29', '29', '25', '27']","['male', 'male', 'male', 'male']","""29"""
8641,"['89324-0.jpg', '268841-0.jpg', '271822-0.jpg', '283471-1.jpg']","['21/112/89324-0.jpg', '21/111/268841-0.jpg', '19/111/271822-0.jpg', '20/112/283471-1.jpg']","['21', '21', '19', '20']","['female', 'male', 'male', 'female']","""21"""
21085,"['226524-1.jpg', '209970-0.jpg', '233368-0.jpg', '245175-4.jpg']","['22/112/226524-1.jpg', '22/111/209970-0.jpg', '22/112/233368-0.jpg', '22/111/245175-4.jpg']","['22', '22', '22', '22']","['female', 'male', 'female', 'male']","""22"""
13871,"['190507-0.jpg', '179293-0.jpg', '37680-0.jpg', '254314-0.jpg']","['22/111/190507-0.jpg', '22/112/179293-0.jpg', '21/112/37680-0.jpg', '21/112/254314-0.jpg']","['22', '22', '21', '21']","['male', 'female', 'female', 'female']","""22"""
490,"['204773-0.jpg', '26822-1.jpg', '248644-0.jpg', '252716-1.jpg']","['21/111/204773-0.jpg', '21/112/26822-1.jpg', '21/112/248644-0.jpg', '20/112/252716-1.jpg']","['21', '21', '21', '20']","['male', 'female', 'female', 'female']","""21"""
20301,"['131246-0.jpg', '137060-13.jpg', '158389-0.jpg', '153591-0.jpg']","['28/111/131246-0.jpg', '28/112/137060-13.jpg', '24/111/158389-0.jpg', '25/112/153591-0.jpg']","['28', '28', '24', '25']","['male', 'female', 'male', 'female']","""28"""
7604,"['50242-0.jpg', '278391-0.jpg', '33059-0.jpg', '54426-0.jpg']","['18/112/50242-0.jpg', '18/112/278391-0.jpg', '18/111/33059-0.jpg', '18/112/54426-0.jpg']","['18', '18', '18', '18']","['female', 'female', 'male', 'female']","""18"""
14451,"['445259-0.jpg', '312184-0.jpg', '151288-0.jpg', '76745-0.jpg']","['30/111/445259-0.jpg', '30/111/312184-0.jpg', '26/111/151288-0.jpg', '27/111/76745-0.jpg']","['30', '30', '26', '27']","['male', 'male', 'male', 'male']","""30"""
2678,"['311563-0.jpg', '440627-0.jpg', '92273-0.jpg', '84965-0.jpg']","['30/112/311563-0.jpg', '30/112/440627-0.jpg', '21/111/92273-0.jpg', '26/112/84965-0.jpg']","['30', '30', '21', '26']","['female', 'female', 'male', 'female']","""30"""
15775,"['177471-0.jpg', '152448-1.jpg', '21902-0.jpg', '26549-0.jpg']","['26/111/177471-0.jpg', '26/111/152448-1.jpg', '22/111/21902-0.jpg', '22/111/26549-0.jpg']","['26', '26', '22', '22']","['male', 'male', 'male', 'male']","""26"""
10684,"['244519-0.jpg', '41328-0.jpg', '259106-0.jpg', '275285-1.jpg']","['19/112/244519-0.jpg', '19/111/41328-0.jpg', '19/111/259106-0.jpg', '19/112/275285-1.jpg']","['19', '19', '19', '19']","['female', 'male', 'male', 'female']","""19"""
6616,"['296024-0.jpg', '270016-0.jpg', '53786-0.jpg', '46062-1.jpg']","['18/111/296024-0.jpg', '18/111/270016-0.jpg', '18/111/53786-0.jpg', '18/111/46062-1.jpg']","['18', '18', '18', '18']","['male', 'male', 'male', 'male']","""18"""
12409,"['209680-0.jpg', '258036-0.jpg', '211491-1.jpg', '219718-0.jpg']","['20/111/209680-0.jpg', '20/111/258036-0.jpg', '20/111/211491-1.jpg', '20/111/219718-0.jpg']","['20', '20', '20', '20']","['male', 'male', 'male', 'male']","""20"""
13420,"['13233-0.jpg', '132756-0.jpg', '183593-0.jpg', '77802-0.jpg']","['29/111/13233-0.jpg', '29/112/132756-0.jpg', '22/111/183593-0.jpg', '24/111/77802-0.jpg']","['29', '29', '22', '24']","['male', 'female', 'male', 'male']","""29"""
20655,"['9135-0.jpg', '172197-0.jpg', '179150-0.jpg', '193345-0.jpg']","['26/112/9135-0.jpg', '26/112/172197-0.jpg', '24/111/179150-0.jpg', '22/111/193345-0.jpg']","['26', '26', '24', '22']","['female', 'female', 'male', 'male']","""26"""
20932,"['167453-1.jpg', '82177-0.jpg', '178868-0.jpg', '176199-0.jpg']","['24/111/167453-1.jpg', '24/112/82177-0.jpg', '24/112/178868-0.jpg', '23/111/176199-0.jpg']","['24', '24', '24', '23']","['male', 'female', 'female', 'male']","""24"""
16371,"['132546-0.jpg', '134054-1.jpg', '93264-3.jpg', '161531-0.jpg']","['30/111/132546-0.jpg', '30/112/134054-1.jpg', '21/111/93264-3.jpg', '24/111/161531-0.jpg']","['30', '30', '21', '24']","['male', 'female', 'male', 'male']","""30"""
9333,"['286417-3.jpg', '222973-0.jpg', '40776-0.jpg', '108107-0.jpg']","['18/111/286417-3.jpg', '18/112/222973-0.jpg', '18/111/40776-0.jpg', '18/111/108107-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'male', 'male']","""18"""
17331,"['135130-0.jpg', '6532-0.jpg', '184586-0.jpg', '446236-1.jpg']","['30/111/135130-0.jpg', '30/111/6532-0.jpg', '24/112/184586-0.jpg', '30/112/446236-1.jpg']","['30', '30', '24', '30']","['male', 'male', 'female', 'female']","""30"""
14148,"['215396-0.jpg', '27964-0.jpg', '259802-0.jpg', '36690-0.jpg']","['21/112/215396-0.jpg', '21/112/27964-0.jpg', '19/111/259802-0.jpg', '20/111/36690-0.jpg']","['21', '21', '19', '20']","['female', 'female', 'male', 'male']","""21"""
8293,"['116898-0.jpg', '271013-0.jpg', '285734-0.jpg', '32075-0.jpg']","['18/112/116898-0.jpg', '18/111/271013-0.jpg', '18/111/285734-0.jpg', '18/112/32075-0.jpg']","['18', '18', '18', '18']","['female', 'male', 'male', 'female']","""18"""
5102,"['18040-0.jpg', '206526-0.jpg', '42142-0.jpg', '209727-0.jpg']","['24/111/18040-0.jpg', '24/112/206526-0.jpg', '20/112/42142-0.jpg', '22/111/209727-0.jpg']","['24', '24', '20', '22']","['male', 'female', 'female', 'male']","""24"""
2704,"['440626-0.jpg', '445212-0.jpg', '197155-0.jpg', '34513-0.jpg']","['30/111/440626-0.jpg', '30/112/445212-0.jpg', '20/111/197155-0.jpg', '21/112/34513-0.jpg']","['30', '30', '20', '21']","['male', 'female', 'male', 'female']","""30"""
