,img_name,subject,age,age_group,age_group_bag
128,"['047A12.JPG', '025A15.JPG', '056A10.JPG', '030A10.JPG']","['047', '025', '056', '030']","['12', '15', '10', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
152,"['001A19.JPG', '029A22.JPG', '069A11.JPG', '040A07.JPG']","['001', '029', '069', '040']","['19', '22', '11', '7']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
189,"['045A28.JPG', '028A26.JPG', '008A29.JPG', '067A21.JPG']","['045', '028', '008', '067']","['28', '26', '29', '21']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
144,"['041A21.JPG', '005A24.JPG', '019A05.JPG', '065A10.JPG']","['041', '005', '019', '065']","['21', '24', '5', '10']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
11,"['058A02.JPG', '048A00.JPG', '070A00.JPG', '025A03.JPG']","['058', '048', '070', '025']","['2', '0', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
89,"['057A00.JPG', '039A02.JPG', '026A00.JPG', '070A02.JPG']","['057', '039', '026', '070']","['0', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
65,"['070A01.JPG', '077A03.JPG', '051A00.JPG', '063A02.JPG']","['070', '077', '051', '063']","['1', '3', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
169,"['034A13.JPG', '076A15.JPG', '050A10.JPG', '038A11.JPG']","['034', '076', '050', '038']","['13', '15', '10', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
142,"['057A05.JPG', '019A07.JPG', '047A06.JPG', '078A10.JPG']","['057', '019', '047', '078']","['5', '7', '6', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
66,"['003A58.JPG', '003A60.JPG', '057A12.JPG', '056A03.JPG']","['003', '003', '057', '056']","['58', '60', '12', '3']","['41+', '41+', '12-16', '00-03']","""41+"""
145,"['077A15.JPG', '035A14.JPG', '034A04.JPG', '064A10.JPG']","['077', '035', '034', '064']","['15', '14', '4', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
51,"['082A16.JPG', '059A14.JPG', '055A06.JPG', '079A12.JPG']","['082', '059', '055', '079']","['16', '14', '6', '12']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
46,"['066A06a.JPG', '053A10.JPG', '079A02.JPG', '080A02.JPG']","['066', '053', '079', '080']","['6', '10', '2', '2']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
23,"['065A02a.JPG', '031A02.JPG', '075A00.JPG', '054A00.JPG']","['065', '031', '075', '054']","['2', '2', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
134,"['029A10.JPG', '047A11.JPG', '036A08.JPG', '020A04.JPG']","['029', '047', '036', '020']","['10', '11', '8', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
190,"['026A17.JPG', '030A17.JPG', '047A18.JPG', '060A20.JPG']","['026', '030', '047', '060']","['17', '17', '18', '20']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
32,"['005A18.JPG', '037A17.JPG', '009A22a.JPG', '078A15.JPG']","['005', '037', '009', '078']","['18', '17', '22', '15']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
101,"['078A00.JPG', '009A00.JPG', '056A01.JPG', '009A03.JPG']","['078', '009', '056', '009']","['0', '0', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
120,"['005A52.JPG', '047A55.JPG', '015A07.JPG', '025A22.JPG']","['005', '047', '015', '025']","['52', '55', '7', '22']","['41+', '41+', '04-11', '17-24']","""41+"""
50,"['050A22.JPG', '018A18.JPG', '078A14.JPG', '051A05.JPG']","['050', '018', '078', '051']","['22', '18', '14', '5']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
73,"['014A36.JPG', '017A36.JPG', '058A03.JPG', '029A11.JPG']","['014', '017', '058', '029']","['36', '36', '3', '11']","['25-40', '25-40', '00-03', '04-11']","""25-40"""
27,"['061A15.JPG', '048A16.JPG', '040A12.JPG', '014A14.JPG']","['061', '048', '040', '014']","['15', '16', '12', '14']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
28,"['078A11.JPG', '081A05.JPG', '036A00.JPG', '079A10.JPG']","['078', '081', '036', '079']","['11', '5', '0', '10']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
148,"['030A18.JPG', '082A23.JPG', '054A10.JPG', '043A19.JPG']","['030', '082', '054', '043']","['18', '23', '10', '19']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
187,"['045A19.JPG', '022A18.JPG', '072A21.JPG', '047A23.JPG']","['045', '022', '072', '047']","['19', '18', '21', '23']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
30,"['013A44.JPG', '006A61.JPG', '058A04.JPG', '043A15.JPG']","['013', '006', '058', '043']","['44', '61', '4', '15']","['41+', '41+', '04-11', '12-16']","""41+"""
192,"['024A19.JPG', '016A18.JPG', '008A21.JPG', '052A19.JPG']","['024', '016', '008', '052']","['19', '18', '21', '19']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
194,"['038A17.JPG', '029A23.JPG', '046A12.JPG', '077A08.JPG']","['038', '029', '046', '077']","['17', '23', '12', '8']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
25,"['082A25.JPG', '020A26.JPG', '015A04.JPG', '022A11.JPG']","['082', '020', '015', '022']","['25', '26', '4', '11']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
9,"['064A15.JPG', '015A15.JPG', '053A11.JPG', '076A09.JPG']","['064', '015', '053', '076']","['15', '15', '11', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
87,"['077A16.JPG', '016A12.JPG', '073A04.JPG', '074A13.JPG']","['077', '016', '073', '074']","['16', '12', '4', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
80,"['054A18.JPG', '054A19.JPG', '055A22.JPG', '070A09.JPG']","['054', '054', '055', '070']","['18', '19', '22', '9']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
159,"['028A35.JPG', '017A38.JPG', '057A18.JPG', '039A35.JPG']","['028', '017', '057', '039']","['35', '38', '18', '35']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
74,"['045A17.JPG', '023A22.JPG', '015A12.JPG', '060A19.JPG']","['045', '023', '015', '060']","['17', '22', '12', '19']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
191,"['011A40.JPG', '048A27.JPG', '076A17.JPG', '067A39.JPG']","['011', '048', '076', '067']","['40', '27', '17', '39']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
3,"['023A16.JPG', '080A13.JPG', '066A08.JPG', '060A08.JPG']","['023', '080', '066', '060']","['16', '13', '8', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
156,"['051A18.JPG', '038A23.JPG', '077A07.JPG', '049A05.JPG']","['051', '038', '077', '049']","['18', '23', '7', '5']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
39,"['069A13.JPG', '054A16.JPG', '072A02.JPG', '075A02.JPG']","['069', '054', '072', '075']","['13', '16', '2', '2']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
20,"['063A20.JPG', '008A17.JPG', '054A13.JPG', '017A17.JPG']","['063', '008', '054', '017']","['20', '17', '13', '17']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
92,"['027A22.JPG', '036A19.JPG', '077A13.JPG', '037A09.JPG']","['027', '036', '077', '037']","['22', '19', '13', '9']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
190,"['026A17.JPG', '030A17.JPG', '047A18.JPG', '060A20.JPG']","['026', '030', '047', '060']","['17', '17', '18', '20']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
12,"['005A49.JPG', '008A41.JPG', '078A03.JPG', '030A23.JPG']","['005', '008', '078', '030']","['49', '41', '3', '23']","['41+', '41+', '00-03', '17-24']","""41+"""
174,"['009A11.JPG', '039A10.JPG', '055A05.JPG', '070A08.JPG']","['009', '039', '055', '070']","['11', '10', '5', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
36,"['005A48.JPG', '004A63.JPG', '073A08.JPG', '060A05.JPG']","['005', '004', '073', '060']","['48', '63', '8', '5']","['41+', '41+', '04-11', '04-11']","""41+"""
16,"['079A07.JPG', '066A11.JPG', '073A11.JPG', '060A10.JPG']","['079', '066', '073', '060']","['7', '11', '11', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
113,"['043A00.JPG', '051A02.JPG', '010A01.JPG', '002A03.JPG']","['043', '051', '010', '002']","['0', '2', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
119,"['040A03b.JPG', '052A02.JPG', '033A02.JPG', '080A03.JPG']","['040', '052', '033', '080']","['3', '2', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
125,"['003A47.JPG', '027A41.JPG', '048A30.JPG', '046A06.JPG']","['003', '027', '048', '046']","['47', '41', '30', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
3,"['023A16.JPG', '080A13.JPG', '066A08.JPG', '060A08.JPG']","['023', '080', '066', '060']","['16', '13', '8', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
56,"['040A19.JPG', '071A23.JPG', '074A15.JPG', '043A17.JPG']","['040', '071', '074', '043']","['19', '23', '15', '17']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
168,"['002A18.JPG', '012A21.JPG', '045A12.JPG', '047A15.JPG']","['002', '012', '045', '047']","['18', '21', '12', '15']","['17-24', '17-24', '12-16', '12-16']","""17-24"""
46,"['066A06a.JPG', '053A10.JPG', '079A02.JPG', '080A02.JPG']","['066', '053', '079', '080']","['6', '10', '2', '2']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
16,"['079A07.JPG', '066A11.JPG', '073A11.JPG', '060A10.JPG']","['079', '066', '073', '060']","['7', '11', '11', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
4,"['048A11.JPG', '041A04.JPG', '081A01.JPG', '060A11.JPG']","['048', '041', '081', '060']","['11', '4', '1', '11']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
19,"['005A40.JPG', '008A30.JPG', '029A01.JPG', '050A03.JPG']","['005', '008', '029', '050']","['40', '30', '1', '3']","['25-40', '25-40', '00-03', '00-03']","""25-40"""
21,"['039A13.JPG', '077A14.JPG', '040A10.JPG', '053A03.JPG']","['039', '077', '040', '053']","['13', '14', '10', '3']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
0,"['003A51.JPG', '005A45.JPG', '070A07.JPG', '040A21.JPG']","['003', '005', '070', '040']","['51', '45', '7', '21']","['41+', '41+', '04-11', '17-24']","""41+"""
72,"['005A61.JPG', '062A41.JPG', '074A03.JPG', '012A26.JPG']","['005', '062', '074', '012']","['61', '41', '3', '26']","['41+', '41+', '00-03', '25-40']","""41+"""
31,"['004A37.JPG', '057A25.JPG', '061A32.JPG', '053A00.JPG']","['004', '057', '061', '053']","['37', '25', '32', '0']","['25-40', '25-40', '25-40', '00-03']","""25-40"""
53,"['016A03.JPG', '026A02.JPG', '082A03.JPG', '079A01.JPG']","['016', '026', '082', '079']","['3', '2', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
99,"['034A15.JPG', '081A12.JPG', '042A12.JPG', '053A13.JPG']","['034', '081', '042', '053']","['15', '12', '12', '13']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
53,"['016A03.JPG', '026A02.JPG', '082A03.JPG', '079A01.JPG']","['016', '026', '082', '079']","['3', '2', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
65,"['070A01.JPG', '077A03.JPG', '051A00.JPG', '063A02.JPG']","['070', '077', '051', '063']","['1', '3', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
108,"['071A43.JPG', '006A67.JPG', '073A02.JPG', '075A05.JPG']","['071', '006', '073', '075']","['43', '67', '2', '5']","['41+', '41+', '00-03', '04-11']","""41+"""
11,"['058A02.JPG', '048A00.JPG', '070A00.JPG', '025A03.JPG']","['058', '048', '070', '025']","['2', '0', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
133,"['068A13.JPG', '019A15.JPG', '056A06.JPG', '040A05.JPG']","['068', '019', '056', '040']","['13', '15', '6', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
9,"['064A15.JPG', '015A15.JPG', '053A11.JPG', '076A09.JPG']","['064', '015', '053', '076']","['15', '15', '11', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
48,"['062A47.JPG', '072A45.JPG', '034A35.JPG', '062A16.JPG']","['062', '072', '034', '062']","['47', '45', '35', '16']","['41+', '41+', '25-40', '12-16']","""41+"""
61,"['022A25.JPG', '045A32.JPG', '036A06.JPG', '046A00.JPG']","['022', '045', '036', '046']","['25', '32', '6', '0']","['25-40', '25-40', '04-11', '00-03']","""25-40"""
154,"['080A04.JPG', '078A09.JPG', '031A04.JPG', '060A04.JPG']","['080', '078', '031', '060']","['4', '9', '4', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
45,"['050A16.JPG', '077A12.JPG', '062A03.JPG', '002A04.JPG']","['050', '077', '062', '002']","['16', '12', '3', '4']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
133,"['068A13.JPG', '019A15.JPG', '056A06.JPG', '040A05.JPG']","['068', '019', '056', '040']","['13', '15', '6', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
90,"['034A44.JPG', '006A55.JPG', '072A11.JPG', '035A07.JPG']","['034', '006', '072', '035']","['44', '55', '11', '7']","['41+', '41+', '04-11', '04-11']","""41+"""
90,"['034A44.JPG', '006A55.JPG', '072A11.JPG', '035A07.JPG']","['034', '006', '072', '035']","['44', '55', '11', '7']","['41+', '41+', '04-11', '04-11']","""41+"""
178,"['002A07.JPG', '068A04.JPG', '079A09.JPG', '069A10.JPG']","['002', '068', '079', '069']","['7', '4', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
58,"['021A05.JPG', '067A04.JPG', '059A07.JPG', '038A10.JPG']","['021', '067', '059', '038']","['5', '4', '7', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['073A01.JPG', '037A02.JPG', '081A03.JPG', '041A00.JPG']","['073', '037', '081', '041']","['1', '2', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
27,"['061A15.JPG', '048A16.JPG', '040A12.JPG', '014A14.JPG']","['061', '048', '040', '014']","['15', '16', '12', '14']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
42,"['028A41.JPG', '048A50.JPG', '021A35.JPG', '033A14.JPG']","['028', '048', '021', '033']","['41', '50', '35', '14']","['41+', '41+', '25-40', '12-16']","""41+"""
181,"['020A16.JPG', '012A12.JPG', '010A09.JPG', '046A16.JPG']","['020', '012', '010', '046']","['16', '12', '9', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
175,"['028A37.JPG', '024A30.JPG', '023A09.JPG', '048A18.JPG']","['028', '024', '023', '048']","['37', '30', '9', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
157,"['065A12.JPG', '016A14.JPG', '081A06.JPG', '022A16.JPG']","['065', '016', '081', '022']","['12', '14', '6', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
6,"['071A44.JPG', '006A69.JPG', '003A25.JPG', '074A06.JPG']","['071', '006', '003', '074']","['44', '69', '25', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
192,"['024A19.JPG', '016A18.JPG', '008A21.JPG', '052A19.JPG']","['024', '016', '008', '052']","['19', '18', '21', '19']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
23,"['065A02a.JPG', '031A02.JPG', '075A00.JPG', '054A00.JPG']","['065', '031', '075', '054']","['2', '2', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
101,"['078A00.JPG', '009A00.JPG', '056A01.JPG', '009A03.JPG']","['078', '009', '056', '009']","['0', '0', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
92,"['027A22.JPG', '036A19.JPG', '077A13.JPG', '037A09.JPG']","['027', '036', '077', '037']","['22', '19', '13', '9']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
103,"['007A26.JPG', '018A34.JPG', '029A13.JPG', '079A11.JPG']","['007', '018', '029', '079']","['26', '34', '13', '11']","['25-40', '25-40', '12-16', '04-11']","""25-40"""
40,"['039A07.JPG', '073A06.JPG', '026A07.JPG', '061A10.JPG']","['039', '073', '026', '061']","['7', '6', '7', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
46,"['066A06a.JPG', '053A10.JPG', '079A02.JPG', '080A02.JPG']","['066', '053', '079', '080']","['6', '10', '2', '2']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
131,"['061A26.JPG', '063A25.JPG', '009A14.JPG', '001A33.JPG']","['061', '063', '009', '001']","['26', '25', '14', '33']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
80,"['054A18.JPG', '054A19.JPG', '055A22.JPG', '070A09.JPG']","['054', '054', '055', '070']","['18', '19', '22', '9']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
89,"['057A00.JPG', '039A02.JPG', '026A00.JPG', '070A02.JPG']","['057', '039', '026', '070']","['0', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
57,"['026A15.JPG', '054A12.JPG', '074A08.JPG', '066A02a.JPG']","['026', '054', '074', '066']","['15', '12', '8', '2']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
64,"['079A06.JPG', '038A08.JPG', '059A06.JPG', '065A03a.JPG']","['079', '038', '059', '065']","['6', '8', '6', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
