,img_name,subject,age,age_group,age_group_bag
50,"['071A23.JPG', '046A17.JPG', '049A06.JPG', '074A09.JPG']","['071', '046', '049', '074']","['23', '17', '6', '9']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
176,"['058A17.JPG', '013A18.JPG', '014A22.JPG', '002A23.JPG']","['058', '013', '014', '002']","['17', '18', '22', '23']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
21,"['081A12.JPG', '031A15.JPG', '075A01.JPG', '080A01.JPG']","['081', '031', '075', '080']","['12', '15', '1', '1']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
149,"['042A12.JPG', '042A14.JPG', '077A08.JPG', '046A06.JPG']","['042', '042', '077', '046']","['12', '14', '8', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
80,"['061A17.JPG', '020A18.JPG', '081A08.JPG', '054A12.JPG']","['061', '020', '081', '054']","['17', '18', '8', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
165,"['074A15.JPG', '065A13.JPG', '032A06.JPG', '016A08.JPG']","['074', '065', '032', '016']","['15', '13', '6', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
157,"['013A16.JPG', '020A13.JPG', '017A07.JPG', '040A14.JPG']","['013', '020', '017', '040']","['16', '13', '7', '14']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
156,"['036A19.JPG', '061A18.JPG', '007A22.JPG', '041A04.JPG']","['036', '061', '007', '041']","['19', '18', '22', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
142,"['051A05.JPG', '073A07.JPG', '039A02.JPG', '054A09.JPG']","['051', '073', '039', '054']","['5', '7', '2', '9']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
47,"['029A01.JPG', '068A00.JPG', '038A01.JPG', '040A02.JPG']","['029', '068', '038', '040']","['1', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
168,"['020A22.JPG', '020A20.JPG', '025A19.JPG', '030A23.JPG']","['020', '020', '025', '030']","['22', '20', '19', '23']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
3,"['038A13.JPG', '012A14.JPG', '068A09.JPG', '031A04.JPG']","['038', '012', '068', '031']","['13', '14', '9', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
108,"['028A41.JPG', '039A50.JPG', '006A24.JPG', '070A07.JPG']","['028', '039', '006', '070']","['41', '50', '24', '7']","['41+', '41+', '17-24', '04-11']","""41+"""
61,"['039A35.JPG', '045A25.JPG', '047A23.JPG', '065A10.JPG']","['039', '045', '047', '065']","['35', '25', '23', '10']","['25-40', '25-40', '17-24', '04-11']","""25-40"""
125,"['079A01.JPG', '013A00.JPG', '074A01.JPG', '034A02.JPG']","['079', '013', '074', '034']","['1', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
54,"['072A41.JPG', '071A43.JPG', '018A11.JPG', '051A08.JPG']","['072', '071', '018', '051']","['41', '43', '11', '8']","['41+', '41+', '04-11', '04-11']","""41+"""
36,"['006A42.JPG', '071A45.JPG', '025A22.JPG', '053A00.JPG']","['006', '071', '025', '053']","['42', '45', '22', '0']","['41+', '41+', '17-24', '00-03']","""41+"""
38,"['029A23.JPG', '054A18.JPG', '026A00.JPG', '075A03.JPG']","['029', '054', '026', '075']","['23', '18', '0', '3']","['17-24', '17-24', '00-03', '00-03']","""17-24"""
87,"['016A12.JPG', '019A12.JPG', '080A00.JPG', '035A12.JPG']","['016', '019', '080', '035']","['12', '12', '0', '12']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
59,"['046A00.JPG', '063A00.JPG', '076A02.JPG', '051A00.JPG']","['046', '063', '076', '051']","['0', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
10,"['048A10.JPG', '069A10.JPG', '033A10.JPG', '061A06.JPG']","['048', '069', '033', '061']","['10', '10', '10', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
3,"['038A13.JPG', '012A14.JPG', '068A09.JPG', '031A04.JPG']","['038', '012', '068', '031']","['13', '14', '9', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
196,"['082A31.JPG', '028A26.JPG', '032A28.JPG', '063A25.JPG']","['082', '028', '032', '063']","['31', '26', '28', '25']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
35,"['056A02.JPG', '074A03.JPG', '059A02b.JPG', '069A02.JPG']","['056', '074', '059', '069']","['2', '3', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
78,"['005A48.JPG', '071A44.JPG', '079A03.JPG', '060A20.JPG']","['005', '071', '079', '060']","['48', '44', '3', '20']","['41+', '41+', '00-03', '17-24']","""41+"""
80,"['061A17.JPG', '020A18.JPG', '081A08.JPG', '054A12.JPG']","['061', '020', '081', '054']","['17', '18', '8', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
125,"['079A01.JPG', '013A00.JPG', '074A01.JPG', '034A02.JPG']","['079', '013', '074', '034']","['1', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
1,"['045A40.JPG', '007A37.JPG', '033A39.JPG', '068A10a.JPG']","['045', '007', '033', '068']","['40', '37', '39', '10']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
98,"['036A17.JPG', '022A23.JPG', '078A04.JPG', '032A20.JPG']","['036', '022', '078', '032']","['17', '23', '4', '20']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
173,"['028A16.JPG', '051A16.JPG', '019A15.JPG', '047A12.JPG']","['028', '051', '019', '047']","['16', '16', '15', '12']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
180,"['019A23.JPG', '005A24.JPG', '035A09.JPG', '004A19.JPG']","['019', '005', '035', '004']","['23', '24', '9', '19']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
141,"['079A12.JPG', '077A12.JPG', '031A07.JPG', '035A08.JPG']","['079', '077', '031', '035']","['12', '12', '7', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
173,"['028A16.JPG', '051A16.JPG', '019A15.JPG', '047A12.JPG']","['028', '051', '019', '047']","['16', '16', '15', '12']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
170,"['044A07.JPG', '040A06.JPG', '042A05.JPG', '042A00.JPG']","['044', '040', '042', '042']","['7', '6', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
37,"['018A28.JPG', '034A39.JPG', '023A22.JPG', '036A01.JPG']","['018', '034', '023', '036']","['28', '39', '22', '1']","['25-40', '25-40', '17-24', '00-03']","""25-40"""
78,"['005A48.JPG', '071A44.JPG', '079A03.JPG', '060A20.JPG']","['005', '071', '079', '060']","['48', '44', '3', '20']","['41+', '41+', '00-03', '17-24']","""41+"""
93,"['010A15.JPG', '054A16.JPG', '061A04.JPG', '018A16.JPG']","['010', '054', '061', '018']","['15', '16', '4', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
148,"['040A19.JPG', '082A20.JPG', '027A11.JPG', '010A10.JPG']","['040', '082', '027', '010']","['19', '20', '11', '10']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
54,"['072A41.JPG', '071A43.JPG', '018A11.JPG', '051A08.JPG']","['072', '071', '018', '051']","['41', '43', '11', '8']","['41+', '41+', '04-11', '04-11']","""41+"""
163,"['071A35.JPG', '018A25.JPG', '013A30.JPG', '039A16.JPG']","['071', '018', '013', '039']","['35', '25', '30', '16']","['25-40', '25-40', '25-40', '12-16']","""25-40"""
154,"['042A04.JPG', '080A10.JPG', '031A09.JPG', '053A10.JPG']","['042', '080', '031', '053']","['4', '10', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
109,"['008A35.JPG', '067A28.JPG', '076A12.JPG', '016A14.JPG']","['008', '067', '076', '016']","['35', '28', '12', '14']","['25-40', '25-40', '12-16', '12-16']","""25-40"""
155,"['002A31.JPG', '061A26.JPG', '032A35.JPG', '016A05.JPG']","['002', '061', '032', '016']","['31', '26', '35', '5']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
76,"['039A05.JPG', '033A05.JPG', '015A10.JPG', '017A05.JPG']","['039', '033', '015', '017']","['5', '5', '10', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
149,"['042A12.JPG', '042A14.JPG', '077A08.JPG', '046A06.JPG']","['042', '042', '077', '046']","['12', '14', '8', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
23,"['060A02.JPG', '066A00.JPG', '073A00.JPG', '077A03.JPG']","['060', '066', '073', '077']","['2', '0', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
107,"['073A01.JPG', '009A00.JPG', '030A00.JPG', '072A02.JPG']","['073', '009', '030', '072']","['1', '0', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
53,"['077A02.JPG', '025A00.JPG', '066A02a.JPG', '078A00.JPG']","['077', '025', '066', '078']","['2', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
63,"['049A16.JPG', '032A15.JPG', '034A13.JPG', '030A10.JPG']","['049', '032', '034', '030']","['16', '15', '13', '10']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
23,"['060A02.JPG', '066A00.JPG', '073A00.JPG', '077A03.JPG']","['060', '066', '073', '077']","['2', '0', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
154,"['042A04.JPG', '080A10.JPG', '031A09.JPG', '053A10.JPG']","['042', '080', '031', '053']","['4', '10', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
28,"['066A07.JPG', '029A11.JPG', '023A09.JPG', '049A10.JPG']","['066', '029', '023', '049']","['7', '11', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
47,"['029A01.JPG', '068A00.JPG', '038A01.JPG', '040A02.JPG']","['029', '068', '038', '040']","['1', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
115,"['048A30.JPG', '025A28.JPG', '039A15.JPG', '066A02b.JPG']","['048', '025', '039', '066']","['30', '28', '15', '2']","['25-40', '25-40', '12-16', '00-03']","""25-40"""
73,"['004A40.JPG', '032A40.JPG', '012A30.JPG', '011A02.JPG']","['004', '032', '012', '011']","['40', '40', '30', '2']","['25-40', '25-40', '25-40', '00-03']","""25-40"""
87,"['016A12.JPG', '019A12.JPG', '080A00.JPG', '035A12.JPG']","['016', '019', '080', '035']","['12', '12', '0', '12']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
154,"['042A04.JPG', '080A10.JPG', '031A09.JPG', '053A10.JPG']","['042', '080', '031', '053']","['4', '10', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
55,"['034A30.JPG', '018A29.JPG', '017A22.JPG', '055A14.JPG']","['034', '018', '017', '055']","['30', '29', '22', '14']","['25-40', '25-40', '17-24', '12-16']","""25-40"""
29,"['035A00.JPG', '019A00.JPG', '057A00.JPG', '033A02.JPG']","['035', '019', '057', '033']","['0', '0', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
38,"['029A23.JPG', '054A18.JPG', '026A00.JPG', '075A03.JPG']","['029', '054', '026', '075']","['23', '18', '0', '3']","['17-24', '17-24', '00-03', '00-03']","""17-24"""
145,"['078A12.JPG', '072A13.JPG', '070A05.JPG', '073A16.JPG']","['078', '072', '070', '073']","['12', '13', '5', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
179,"['012A36.JPG', '043A27.JPG', '061A25.JPG', '082A16.JPG']","['012', '043', '061', '082']","['36', '27', '25', '16']","['25-40', '25-40', '25-40', '12-16']","""25-40"""
198,"['008A31.JPG', '011A27.JPG', '020A26.JPG', '016A19.JPG']","['008', '011', '020', '016']","['31', '27', '26', '19']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
96,"['013A41.JPG', '039A45.JPG', '069A07.JPG', '003A35.JPG']","['013', '039', '069', '003']","['41', '45', '7', '35']","['41+', '41+', '04-11', '25-40']","""41+"""
184,"['060A19.JPG', '036A18.JPG', '048A11.JPG', '028A18.JPG']","['060', '036', '048', '028']","['19', '18', '11', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
168,"['020A22.JPG', '020A20.JPG', '025A19.JPG', '030A23.JPG']","['020', '020', '025', '030']","['22', '20', '19', '23']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
158,"['031A11.JPG', '015A09.JPG', '059A06.JPG', '054A11.JPG']","['031', '015', '059', '054']","['11', '9', '6', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
15,"['056A15.JPG', '078A15.JPG', '001A16.JPG', '008A03.JPG']","['056', '078', '001', '008']","['15', '15', '16', '3']","['12-16', '12-16', '12-16', '00-03']","""12-16"""
136,"['032A24.JPG', '012A23.JPG', '012A18.JPG', '048A16.JPG']","['032', '012', '012', '048']","['24', '23', '18', '16']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
84,"['004A53.JPG', '007A45.JPG', '082A00.JPG', '075A00.JPG']","['004', '007', '082', '075']","['53', '45', '0', '0']","['41+', '41+', '00-03', '00-03']","""41+"""
42,"['048A49.JPG', '048A54.JPG', '045A12.JPG', '017A15.JPG']","['048', '048', '045', '017']","['49', '54', '12', '15']","['41+', '41+', '12-16', '12-16']","""41+"""
154,"['042A04.JPG', '080A10.JPG', '031A09.JPG', '053A10.JPG']","['042', '080', '031', '053']","['4', '10', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
23,"['060A02.JPG', '066A00.JPG', '073A00.JPG', '077A03.JPG']","['060', '066', '073', '077']","['2', '0', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
167,"['005A40.JPG', '001A29.JPG', '076A16.JPG', '018A22.JPG']","['005', '001', '076', '018']","['40', '29', '16', '22']","['25-40', '25-40', '12-16', '17-24']","""25-40"""
142,"['051A05.JPG', '073A07.JPG', '039A02.JPG', '054A09.JPG']","['051', '073', '039', '054']","['5', '7', '2', '9']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
11,"['078A01.JPG', '020A02.JPG', '045A03.JPG', '069A03.JPG']","['078', '020', '045', '069']","['1', '2', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
46,"['074A08.JPG', '038A04.JPG', '076A06.JPG', '060A05.JPG']","['074', '038', '076', '060']","['8', '4', '6', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
24,"['048A46.JPG', '005A52.JPG', '072A19.JPG', '035A16.JPG']","['048', '005', '072', '035']","['46', '52', '19', '16']","['41+', '41+', '17-24', '12-16']","""41+"""
132,"['017A19.JPG', '038A21.JPG', '008A12.JPG', '040A05.JPG']","['017', '038', '008', '040']","['19', '21', '12', '5']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
185,"['059A16.JPG', '014A14.JPG', '073A06.JPG', '071A10.JPG']","['059', '014', '073', '071']","['16', '14', '6', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
14,"['021A18.JPG', '054A19.JPG', '025A15.JPG', '079A11.JPG']","['021', '054', '025', '079']","['18', '19', '15', '11']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
74,"['032A18.JPG', '060A17.JPG', '050A00.JPG', '060A08.JPG']","['032', '060', '050', '060']","['18', '17', '0', '8']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
82,"['065A07b.JPG', '063A04.JPG', '065A11.JPG', '029A10.JPG']","['065', '063', '065', '029']","['7', '4', '11', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
68,"['009A22a.JPG', '016A18.JPG', '057A17.JPG', '044A15.JPG']","['009', '016', '057', '044']","['22', '18', '17', '15']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
79,"['061A29.JPG', '025A39.JPG', '082A18.JPG', '001A40.JPG']","['061', '025', '082', '001']","['29', '39', '18', '40']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
27,"['026A15.JPG', '046A14.JPG', '066A08.JPG', '058A02.JPG']","['026', '046', '066', '058']","['15', '14', '8', '2']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
178,"['066A06b.JPG', '080A05.JPG', '066A06a.JPG', '074A11.JPG']","['066', '080', '066', '074']","['6', '5', '6', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
125,"['079A01.JPG', '013A00.JPG', '074A01.JPG', '034A02.JPG']","['079', '013', '074', '034']","['1', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
105,"['041A13.JPG', '017A12.JPG', '002A05.JPG', '029A05.JPG']","['041', '017', '002', '029']","['13', '12', '5', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
90,"['004A51.JPG', '013A44.JPG', '030A07.JPG', '013A25.JPG']","['004', '013', '030', '013']","['51', '44', '7', '25']","['41+', '41+', '04-11', '25-40']","""41+"""
96,"['013A41.JPG', '039A45.JPG', '069A07.JPG', '003A35.JPG']","['013', '039', '069', '003']","['41', '45', '7', '35']","['41+', '41+', '04-11', '25-40']","""41+"""
88,"['066A11.JPG', '026A04.JPG', '016A03.JPG', '038A10.JPG']","['066', '026', '016', '038']","['11', '4', '3', '10']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
11,"['078A01.JPG', '020A02.JPG', '045A03.JPG', '069A03.JPG']","['078', '020', '045', '069']","['1', '2', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
126,"['006A55.JPG', '011A42.JPG', '057A23.JPG', '036A15.JPG']","['006', '011', '057', '036']","['55', '42', '23', '15']","['41+', '41+', '17-24', '12-16']","""41+"""
47,"['029A01.JPG', '068A00.JPG', '038A01.JPG', '040A02.JPG']","['029', '068', '038', '040']","['1', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
131,"['067A33.JPG', '067A30.JPG', '058A06.JPG', '069A11.JPG']","['067', '067', '058', '069']","['33', '30', '6', '11']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
89,"['050A03.JPG', '058A01.JPG', '081A02.JPG', '019A03.JPG']","['050', '058', '081', '019']","['3', '1', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
170,"['044A07.JPG', '040A06.JPG', '042A05.JPG', '042A00.JPG']","['044', '040', '042', '042']","['7', '6', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
45,"['029A16.JPG', '080A13.JPG', '031A06.JPG', '060A07.JPG']","['029', '080', '031', '060']","['16', '13', '6', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
121,"['022A25.JPG', '038A34.JPG', '019A18.JPG', '039A10.JPG']","['022', '038', '019', '039']","['25', '34', '18', '10']","['25-40', '25-40', '17-24', '04-11']","""25-40"""
144,"['082A21.JPG', '012A24.JPG', '074A06.JPG', '067A04.JPG']","['082', '012', '074', '067']","['21', '24', '6', '4']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
195,"['023A18.JPG', '021A23.JPG', '045A19.JPG', '053A18.JPG']","['023', '021', '045', '053']","['18', '23', '19', '18']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
57,"['079A13.JPG', '061A15.JPG', '054A06.JPG', '065A02a.JPG']","['079', '061', '054', '065']","['13', '15', '6', '2']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
7,"['008A29.JPG', '061A30.JPG', '072A11.JPG', '052A18.JPG']","['008', '061', '072', '052']","['29', '30', '11', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
21,"['081A12.JPG', '031A15.JPG', '075A01.JPG', '080A01.JPG']","['081', '031', '075', '080']","['12', '15', '1', '1']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
31,"['023A29.JPG', '012A26.JPG', '038A00.JPG', '023A14.JPG']","['023', '012', '038', '023']","['29', '26', '0', '14']","['25-40', '25-40', '00-03', '12-16']","""25-40"""
184,"['060A19.JPG', '036A18.JPG', '048A11.JPG', '028A18.JPG']","['060', '036', '048', '028']","['19', '18', '11', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
33,"['068A14.JPG', '047A15.JPG', '080A09.JPG', '079A00.JPG']","['068', '047', '080', '079']","['14', '15', '9', '0']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
172,"['034A18.JPG', '072A21.JPG', '045A17.JPG', '016A04.JPG']","['034', '072', '045', '016']","['18', '21', '17', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
102,"['003A58.JPG', '006A61.JPG', '038A17.JPG', '040A16.JPG']","['003', '006', '038', '040']","['58', '61', '17', '16']","['41+', '41+', '17-24', '12-16']","""41+"""
65,"['081A03.JPG', '070A02.JPG', '073A02.JPG', '068A03.JPG']","['081', '070', '073', '068']","['3', '2', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
108,"['028A41.JPG', '039A50.JPG', '006A24.JPG', '070A07.JPG']","['028', '039', '006', '070']","['41', '50', '24', '7']","['41+', '41+', '17-24', '04-11']","""41+"""
123,"['078A13.JPG', '010A12.JPG', '008A08.JPG', '002A04.JPG']","['078', '010', '008', '002']","['13', '12', '8', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
174,"['049A07.JPG', '016A07.JPG', '069A09.JPG', '075A10.JPG']","['049', '016', '069', '075']","['7', '7', '9', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
90,"['004A51.JPG', '013A44.JPG', '030A07.JPG', '013A25.JPG']","['004', '013', '030', '013']","['51', '44', '7', '25']","['41+', '41+', '04-11', '25-40']","""41+"""
6,"['005A49.JPG', '071A42.JPG', '077A13.JPG', '074A12.JPG']","['005', '071', '077', '074']","['49', '42', '13', '12']","['41+', '41+', '12-16', '12-16']","""41+"""
85,"['082A25.JPG', '021A30.JPG', '007A39.JPG', '033A25.JPG']","['082', '021', '007', '033']","['25', '30', '39', '25']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
22,"['037A08.JPG', '073A05.JPG', '048A00.JPG', '008A06.JPG']","['037', '073', '048', '008']","['8', '5', '0', '6']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
196,"['082A31.JPG', '028A26.JPG', '032A28.JPG', '063A25.JPG']","['082', '028', '032', '063']","['31', '26', '28', '25']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
64,"['037A04.JPG', '055A04.JPG', '009A11.JPG', '018A06.JPG']","['037', '055', '009', '018']","['4', '4', '11', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['065A03a.JPG', '010A01.JPG', '053A02.JPG', '066A03.JPG']","['065', '010', '053', '066']","['3', '1', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
144,"['082A21.JPG', '012A24.JPG', '074A06.JPG', '067A04.JPG']","['082', '012', '074', '067']","['21', '24', '6', '4']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
138,"['064A10.JPG', '022A11.JPG', '079A08.JPG', '080A08.JPG']","['064', '022', '079', '080']","['10', '11', '8', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
107,"['073A01.JPG', '009A00.JPG', '030A00.JPG', '072A02.JPG']","['073', '009', '030', '072']","['1', '0', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
80,"['061A17.JPG', '020A18.JPG', '081A08.JPG', '054A12.JPG']","['061', '020', '081', '054']","['17', '18', '8', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
54,"['072A41.JPG', '071A43.JPG', '018A11.JPG', '051A08.JPG']","['072', '071', '018', '051']","['41', '43', '11', '8']","['41+', '41+', '04-11', '04-11']","""41+"""
76,"['039A05.JPG', '033A05.JPG', '015A10.JPG', '017A05.JPG']","['039', '033', '015', '017']","['5', '5', '10', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
108,"['028A41.JPG', '039A50.JPG', '006A24.JPG', '070A07.JPG']","['028', '039', '006', '070']","['41', '50', '24', '7']","['41+', '41+', '17-24', '04-11']","""41+"""
171,"['002A36.JPG', '030A26.JPG', '081A06.JPG', '029A20.JPG']","['002', '030', '081', '029']","['36', '26', '6', '20']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
132,"['017A19.JPG', '038A21.JPG', '008A12.JPG', '040A05.JPG']","['017', '038', '008', '040']","['19', '21', '12', '5']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
97,"['006A28.JPG', '022A28.JPG', '040A21.JPG', '043A13.JPG']","['006', '022', '040', '043']","['28', '28', '21', '13']","['25-40', '25-40', '17-24', '12-16']","""25-40"""
0,"['003A60.JPG', '003A61.JPG', '052A07.JPG', '062A15.JPG']","['003', '003', '052', '062']","['60', '61', '7', '15']","['41+', '41+', '04-11', '12-16']","""41+"""
185,"['059A16.JPG', '014A14.JPG', '073A06.JPG', '071A10.JPG']","['059', '014', '073', '071']","['16', '14', '6', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
0,"['003A60.JPG', '003A61.JPG', '052A07.JPG', '062A15.JPG']","['003', '003', '052', '062']","['60', '61', '7', '15']","['41+', '41+', '04-11', '12-16']","""41+"""
90,"['004A51.JPG', '013A44.JPG', '030A07.JPG', '013A25.JPG']","['004', '013', '030', '013']","['51', '44', '7', '25']","['41+', '41+', '04-11', '25-40']","""41+"""
89,"['050A03.JPG', '058A01.JPG', '081A02.JPG', '019A03.JPG']","['050', '058', '081', '019']","['3', '1', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
58,"['070A09.JPG', '081A07.JPG', '059A02a.JPG', '053A04.JPG']","['070', '081', '059', '053']","['9', '7', '2', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
15,"['056A15.JPG', '078A15.JPG', '001A16.JPG', '008A03.JPG']","['056', '078', '001', '008']","['15', '15', '16', '3']","['12-16', '12-16', '12-16', '00-03']","""12-16"""
35,"['056A02.JPG', '074A03.JPG', '059A02b.JPG', '069A02.JPG']","['056', '074', '059', '069']","['2', '3', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
