,img_name,subject,age,age_group,age_group_bag
34,"['055A06.JPG', '060A10.JPG', '069A06.JPG', '041A06.JPG']","['055', '060', '069', '041']","['6', '10', '6', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
20,"['045A18.JPG', '019A18.JPG', '076A06.JPG', '081A05.JPG']","['045', '019', '076', '081']","['18', '18', '6', '5']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
101,"['019A00.JPG', '069A00.JPG', '056A01.JPG', '050A03.JPG']","['019', '069', '056', '050']","['0', '0', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
51,"['080A13.JPG', '062A16.JPG', '043A05.JPG', '081A04.JPG']","['080', '062', '043', '081']","['13', '16', '5', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
16,"['066A09.JPG', '054A11.JPG', '064A04.JPG', '035A09.JPG']","['066', '054', '064', '035']","['9', '11', '4', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
9,"['078A14.JPG', '074A15.JPG', '066A00.JPG', '074A01.JPG']","['078', '074', '066', '074']","['14', '15', '0', '1']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
98,"['040A21.JPG', '032A20.JPG', '060A06.JPG', '072A11.JPG']","['040', '032', '060', '072']","['21', '20', '6', '11']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
69,"['040A16.JPG', '068A12.JPG', '028A16.JPG', '078A04.JPG']","['040', '068', '028', '078']","['16', '12', '16', '4']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
54,"['047A55.JPG', '048A49.JPG', '033A18.JPG', '015A10.JPG']","['047', '048', '033', '015']","['55', '49', '18', '10']","['41+', '41+', '17-24', '04-11']","""41+"""
101,"['019A00.JPG', '069A00.JPG', '056A01.JPG', '050A03.JPG']","['019', '069', '056', '050']","['0', '0', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
102,"['007A45.JPG', '005A61.JPG', '004A26.JPG', '032A15.JPG']","['007', '005', '004', '032']","['45', '61', '26', '15']","['41+', '41+', '25-40', '12-16']","""41+"""
123,"['035A14.JPG', '036A13.JPG', '068A10a.JPG', '080A12.JPG']","['035', '036', '068', '080']","['14', '13', '10', '12']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
42,"['062A47.JPG', '048A50.JPG', '051A05.JPG', '076A09.JPG']","['062', '048', '051', '076']","['47', '50', '5', '9']","['41+', '41+', '04-11', '04-11']","""41+"""
142,"['075A10.JPG', '017A05.JPG', '037A06.JPG', '019A05.JPG']","['075', '017', '037', '019']","['10', '5', '6', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
134,"['074A09.JPG', '002A07.JPG', '060A04.JPG', '055A08.JPG']","['074', '002', '060', '055']","['9', '7', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
11,"['057A00.JPG', '050A00.JPG', '072A02.JPG', '068A00.JPG']","['057', '050', '072', '068']","['0', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
21,"['021A16.JPG', '020A13.JPG', '027A16.JPG', '078A09.JPG']","['021', '020', '027', '078']","['16', '13', '16', '9']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
77,"['066A02a.JPG', '024A00.JPG', '081A03.JPG', '063A00.JPG']","['066', '024', '081', '063']","['2', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
33,"['047A12.JPG', '040A14.JPG', '051A00.JPG', '026A13.JPG']","['047', '040', '051', '026']","['12', '14', '0', '13']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
18,"['005A48.JPG', '013A44.JPG', '015A07.JPG', '057A07.JPG']","['005', '013', '015', '057']","['48', '44', '7', '7']","['41+', '41+', '04-11', '04-11']","""41+"""
196,"['072A25.JPG', '019A30.JPG', '082A31.JPG', '030A17.JPG']","['072', '019', '082', '030']","['25', '30', '31', '17']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
128,"['054A12.JPG', '016A12.JPG', '055A04.JPG', '002A04.JPG']","['054', '016', '055', '002']","['12', '12', '4', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
165,"['015A12.JPG', '023A14.JPG', '039A05.JPG', '033A05.JPG']","['015', '023', '039', '033']","['12', '14', '5', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
104,"['015A19.JPG', '035A23b.JPG', '080A08.JPG', '022A16.JPG']","['015', '035', '080', '022']","['19', '23', '8', '16']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
11,"['057A00.JPG', '050A00.JPG', '072A02.JPG', '068A00.JPG']","['057', '050', '072', '068']","['0', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
24,"['039A45.JPG', '003A49.JPG', '025A00.JPG', '037A18.JPG']","['039', '003', '025', '037']","['45', '49', '0', '18']","['41+', '41+', '00-03', '17-24']","""41+"""
102,"['007A45.JPG', '005A61.JPG', '004A26.JPG', '032A15.JPG']","['007', '005', '004', '032']","['45', '61', '26', '15']","['41+', '41+', '25-40', '12-16']","""41+"""
156,"['026A19.JPG', '003A20.JPG', '016A19.JPG', '019A07.JPG']","['026', '003', '016', '019']","['19', '20', '19', '7']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
86,"['019A23.JPG', '012A24.JPG', '081A07.JPG', '020A18.JPG']","['019', '012', '081', '020']","['23', '24', '7', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
118,"['047A06.JPG', '015A05.JPG', '066A06a.JPG', '081A11.JPG']","['047', '015', '066', '081']","['6', '5', '6', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
48,"['006A42.JPG', '071A45.JPG', '041A21.JPG', '064A19.JPG']","['006', '071', '041', '064']","['42', '45', '21', '19']","['41+', '41+', '17-24', '17-24']","""41+"""
92,"['063A22.JPG', '036A17.JPG', '022A11.JPG', '049A15.JPG']","['063', '036', '022', '049']","['22', '17', '11', '15']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
126,"['019A27.JPG', '061A30.JPG', '063A18.JPG', '048A33.JPG']","['019', '061', '063', '048']","['27', '30', '18', '33']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
145,"['076A16.JPG', '077A12.JPG', '049A06.JPG', '001A16.JPG']","['076', '077', '049', '001']","['16', '12', '6', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
50,"['026A17.JPG', '042A18.JPG', '029A10.JPG', '009A14.JPG']","['026', '042', '029', '009']","['17', '18', '10', '14']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
113,"['073A03.JPG', '073A01.JPG', '046A02.JPG', '073A00.JPG']","['073', '073', '046', '073']","['3', '1', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
75,"['079A13.JPG', '049A16.JPG', '017A07.JPG', '023A09.JPG']","['079', '049', '017', '023']","['13', '16', '7', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
110,"['016A17.JPG', '052A20.JPG', '044A13.JPG', '016A07.JPG']","['016', '052', '044', '016']","['17', '20', '13', '7']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
60,"['005A52.JPG', '027A41.JPG', '063A25.JPG', '074A04.JPG']","['005', '027', '063', '074']","['52', '41', '25', '4']","['41+', '41+', '25-40', '04-11']","""41+"""
162,"['080A05.JPG', '065A06b.JPG', '052A04.JPG', '051A08.JPG']","['080', '065', '052', '051']","['5', '6', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
71,"['076A02.JPG', '026A00.JPG', '079A03.JPG', '038A01.JPG']","['076', '026', '079', '038']","['2', '0', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
144,"['017A17.JPG', '051A24.JPG', '050A22.JPG', '082A23.JPG']","['017', '051', '050', '082']","['17', '24', '22', '23']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
102,"['007A45.JPG', '005A61.JPG', '004A26.JPG', '032A15.JPG']","['007', '005', '004', '032']","['45', '61', '26', '15']","['41+', '41+', '25-40', '12-16']","""41+"""
8,"['013A21.JPG', '057A17.JPG', '003A18.JPG', '038A11.JPG']","['013', '057', '003', '038']","['21', '17', '18', '11']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
119,"['045A03.JPG', '036A01.JPG', '010A01.JPG', '056A02.JPG']","['045', '036', '010', '056']","['3', '1', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
139,"['013A30.JPG', '012A36.JPG', '047A18.JPG', '053A06.JPG']","['013', '012', '047', '053']","['30', '36', '18', '6']","['25-40', '25-40', '17-24', '04-11']","""25-40"""
182,"['063A04.JPG', '075A05.JPG', '029A11.JPG', '058A06.JPG']","['063', '075', '029', '058']","['4', '5', '11', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['082A03.JPG', '065A02a.JPG', '078A00.JPG', '075A02.JPG']","['082', '065', '078', '075']","['3', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
64,"['054A06.JPG', '018A11.JPG', '066A07.JPG', '040A05.JPG']","['054', '018', '066', '040']","['6', '11', '7', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
115,"['011A27.JPG', '032A33.JPG', '004A30.JPG', '023A29.JPG']","['011', '032', '004', '023']","['27', '33', '30', '29']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
184,"['030A23.JPG', '016A18.JPG', '023A18.JPG', '069A07.JPG']","['030', '016', '023', '069']","['23', '18', '18', '7']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
143,"['021A30.JPG', '008A30.JPG', '020A24.JPG', '056A15.JPG']","['021', '008', '020', '056']","['30', '30', '24', '15']","['25-40', '25-40', '17-24', '12-16']","""25-40"""
52,"['073A04.JPG', '069A05.JPG', '075A03.JPG', '053A03.JPG']","['073', '069', '075', '053']","['4', '5', '3', '3']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
130,"['048A00.JPG', '011A02.JPG', '058A03.JPG', '080A00.JPG']","['048', '011', '058', '080']","['0', '2', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
83,"['080A01.JPG', '078A02.JPG', '022A00.JPG', '058A02.JPG']","['080', '078', '022', '058']","['1', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
34,"['055A06.JPG', '060A10.JPG', '069A06.JPG', '041A06.JPG']","['055', '060', '069', '041']","['6', '10', '6', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
16,"['066A09.JPG', '054A11.JPG', '064A04.JPG', '035A09.JPG']","['066', '054', '064', '035']","['9', '11', '4', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
78,"['006A55.JPG', '048A46.JPG', '027A02.JPG', '076A07.JPG']","['006', '048', '027', '076']","['55', '46', '2', '7']","['41+', '41+', '00-03', '04-11']","""41+"""
85,"['022A28.JPG', '029A33.JPG', '001A05.JPG', '079A01.JPG']","['022', '029', '001', '079']","['28', '33', '5', '1']","['25-40', '25-40', '04-11', '00-03']","""25-40"""
162,"['080A05.JPG', '065A06b.JPG', '052A04.JPG', '051A08.JPG']","['080', '065', '052', '051']","['5', '6', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
65,"['081A00.JPG', '008A03.JPG', '080A02.JPG', '052A02.JPG']","['081', '008', '080', '052']","['0', '3', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
187,"['012A34.JPG', '013A25.JPG', '054A19.JPG', '034A18.JPG']","['012', '013', '054', '034']","['34', '25', '19', '18']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
71,"['076A02.JPG', '026A00.JPG', '079A03.JPG', '038A01.JPG']","['076', '026', '079', '038']","['2', '0', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
167,"['025A28.JPG', '028A28.JPG', '052A19.JPG', '002A38.JPG']","['025', '028', '052', '002']","['28', '28', '19', '38']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
162,"['080A05.JPG', '065A06b.JPG', '052A04.JPG', '051A08.JPG']","['080', '065', '052', '051']","['5', '6', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
120,"['001A43b.JPG', '048A54.JPG', '035A05.JPG', '012A14.JPG']","['001', '048', '035', '012']","['43', '54', '5', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
3,"['082A16.JPG', '042A12.JPG', '055A05.JPG', '034A15.JPG']","['082', '042', '055', '034']","['16', '12', '5', '15']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
10,"['031A04.JPG', '008A08.JPG', '037A02.JPG', '042A04.JPG']","['031', '008', '037', '042']","['4', '8', '2', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
105,"['023A16.JPG', '078A13.JPG', '040A12.JPG', '026A07.JPG']","['023', '078', '040', '026']","['16', '13', '12', '7']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
119,"['045A03.JPG', '036A01.JPG', '010A01.JPG', '056A02.JPG']","['045', '036', '010', '056']","['3', '1', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
77,"['066A02a.JPG', '024A00.JPG', '081A03.JPG', '063A00.JPG']","['066', '024', '081', '063']","['2', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
162,"['080A05.JPG', '065A06b.JPG', '052A04.JPG', '051A08.JPG']","['080', '065', '052', '051']","['5', '6', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
48,"['006A42.JPG', '071A45.JPG', '041A21.JPG', '064A19.JPG']","['006', '071', '041', '064']","['42', '45', '21', '19']","['41+', '41+', '17-24', '17-24']","""41+"""
10,"['031A04.JPG', '008A08.JPG', '037A02.JPG', '042A04.JPG']","['031', '008', '037', '042']","['4', '8', '2', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
128,"['054A12.JPG', '016A12.JPG', '055A04.JPG', '002A04.JPG']","['054', '016', '055', '002']","['12', '12', '4', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
64,"['054A06.JPG', '018A11.JPG', '066A07.JPG', '040A05.JPG']","['054', '018', '066', '040']","['6', '11', '7', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
55,"['001A40.JPG', '025A39.JPG', '070A07.JPG', '040A06.JPG']","['001', '025', '070', '040']","['40', '39', '7', '6']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
125,"['069A03.JPG', '076A00.JPG', '081A02.JPG', '038A00.JPG']","['069', '076', '081', '038']","['3', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
113,"['073A03.JPG', '073A01.JPG', '046A02.JPG', '073A00.JPG']","['073', '073', '046', '073']","['3', '1', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
58,"['037A04.JPG', '073A05.JPG', '035A01.JPG', '079A04.JPG']","['037', '073', '035', '079']","['4', '5', '1', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
162,"['080A05.JPG', '065A06b.JPG', '052A04.JPG', '051A08.JPG']","['080', '065', '052', '051']","['5', '6', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
164,"['049A17.JPG', '002A21.JPG', '054A17.JPG', '052A13.JPG']","['049', '002', '054', '052']","['17', '21', '17', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
155,"['017A36.JPG', '018A28.JPG', '018A25.JPG', '077A11.JPG']","['017', '018', '018', '077']","['36', '28', '25', '11']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
193,"['048A18.JPG', '025A22.JPG', '034A21.JPG', '013A16.JPG']","['048', '025', '034', '013']","['18', '22', '21', '16']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
170,"['069A11.JPG', '050A10.JPG', '009A09.JPG', '023A07.JPG']","['069', '050', '009', '023']","['11', '10', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
31,"['048A27.JPG', '021A35.JPG', '074A06.JPG', '036A11.JPG']","['048', '021', '074', '036']","['27', '35', '6', '11']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
148,"['057A23.JPG', '061A19.JPG', '048A16.JPG', '041A20.JPG']","['057', '061', '048', '041']","['23', '19', '16', '20']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
89,"['054A02.JPG', '053A00.JPG', '033A02.JPG', '009A00.JPG']","['054', '053', '033', '009']","['2', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
185,"['029A16.JPG', '039A16.JPG', '041A04.JPG', '054A04.JPG']","['029', '039', '041', '054']","['16', '16', '4', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
57,"['008A13.JPG', '008A16.JPG', '065A07a.JPG', '073A06.JPG']","['008', '008', '065', '073']","['13', '16', '7', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
153,"['035A12.JPG', '047A15.JPG', '030A10.JPG', '068A13.JPG']","['035', '047', '030', '068']","['12', '15', '10', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
141,"['011A13.JPG', '002A16.JPG', '038A13.JPG', '080A10.JPG']","['011', '002', '038', '080']","['13', '16', '13', '10']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
83,"['080A01.JPG', '078A02.JPG', '022A00.JPG', '058A02.JPG']","['080', '078', '022', '058']","['1', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
57,"['008A13.JPG', '008A16.JPG', '065A07a.JPG', '073A06.JPG']","['008', '008', '065', '073']","['13', '16', '7', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
170,"['069A11.JPG', '050A10.JPG', '009A09.JPG', '023A07.JPG']","['069', '050', '009', '023']","['11', '10', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['082A03.JPG', '065A02a.JPG', '078A00.JPG', '075A02.JPG']","['082', '065', '078', '075']","['3', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
43,"['012A30.JPG', '018A34.JPG', '038A10.JPG', '011A15.JPG']","['012', '018', '038', '011']","['30', '34', '10', '15']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
195,"['018A18.JPG', '044A18.JPG', '054A18.JPG', '072A21.JPG']","['018', '044', '054', '072']","['18', '18', '18', '21']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
147,"['063A33.JPG', '006A40.JPG', '056A10.JPG', '027A13.JPG']","['063', '006', '056', '027']","['33', '40', '10', '13']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
0,"['006A46.JPG', '006A69.JPG', '036A08.JPG', '050A14.JPG']","['006', '006', '036', '050']","['46', '69', '8', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
28,"['042A06.JPG', '073A07.JPG', '075A00.JPG', '074A03.JPG']","['042', '073', '075', '074']","['6', '7', '0', '3']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
43,"['012A30.JPG', '018A34.JPG', '038A10.JPG', '011A15.JPG']","['012', '018', '038', '011']","['30', '34', '10', '15']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
104,"['015A19.JPG', '035A23b.JPG', '080A08.JPG', '022A16.JPG']","['015', '035', '080', '022']","['19', '23', '8', '16']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
28,"['042A06.JPG', '073A07.JPG', '075A00.JPG', '074A03.JPG']","['042', '073', '075', '074']","['6', '7', '0', '3']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
175,"['007A37.JPG', '048A30.JPG', '082A25.JPG', '017A26.JPG']","['007', '048', '082', '017']","['37', '30', '25', '26']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
53,"['043A03.JPG', '009A01.JPG', '073A02.JPG', '080A03.JPG']","['043', '009', '073', '080']","['3', '1', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
15,"['033A14.JPG', '017A15.JPG', '047A09.JPG', '081A12.JPG']","['033', '017', '047', '081']","['14', '15', '9', '12']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
190,"['022A25.JPG', '007A38.JPG', '026A18.JPG', '032A35.JPG']","['022', '007', '026', '032']","['25', '38', '18', '35']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
120,"['001A43b.JPG', '048A54.JPG', '035A05.JPG', '012A14.JPG']","['001', '048', '035', '012']","['43', '54', '5', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
161,"['078A15.JPG', '051A16.JPG', '053A15.JPG', '029A04.JPG']","['078', '051', '053', '029']","['15', '16', '15', '4']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
137,"['079A12.JPG', '002A15.JPG', '062A15.JPG', '032A08.JPG']","['079', '002', '062', '032']","['12', '15', '15', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
186,"['033A10.JPG', '001A08.JPG', '040A09.JPG', '044A07.JPG']","['033', '001', '040', '044']","['10', '8', '9', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
119,"['045A03.JPG', '036A01.JPG', '010A01.JPG', '056A02.JPG']","['045', '036', '010', '056']","['3', '1', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
83,"['080A01.JPG', '078A02.JPG', '022A00.JPG', '058A02.JPG']","['080', '078', '022', '058']","['1', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
2,"['071A24.JPG', '014A18.JPG', '076A13.JPG', '060A11.JPG']","['071', '014', '076', '060']","['24', '18', '13', '11']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
67,"['020A36.JPG', '025A34.JPG', '019A12.JPG', '001A33.JPG']","['020', '025', '019', '001']","['36', '34', '12', '33']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
6,"['045A43.JPG', '003A47.JPG', '031A06.JPG', '073A13.JPG']","['045', '003', '031', '073']","['43', '47', '6', '13']","['41+', '41+', '04-11', '12-16']","""41+"""
135,"['008A29.JPG', '032A28.JPG', '022A27.JPG', '033A39.JPG']","['008', '032', '022', '033']","['29', '28', '27', '39']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
17,"['077A03.JPG', '040A02.JPG', '029A01.JPG', '082A00.JPG']","['077', '040', '029', '082']","['3', '2', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
126,"['019A27.JPG', '061A30.JPG', '063A18.JPG', '048A33.JPG']","['019', '061', '063', '048']","['27', '30', '18', '33']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
88,"['031A09.JPG', '054A10.JPG', '065A08.JPG', '049A08.JPG']","['031', '054', '065', '049']","['9', '10', '8', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
15,"['033A14.JPG', '017A15.JPG', '047A09.JPG', '081A12.JPG']","['033', '017', '047', '081']","['14', '15', '9', '12']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
66,"['071A43.JPG', '071A42.JPG', '034A02.JPG', '075A11.JPG']","['071', '071', '034', '075']","['43', '42', '2', '11']","['41+', '41+', '00-03', '04-11']","""41+"""
5,"['077A02.JPG', '056A03.JPG', '007A01.JPG', '036A00.JPG']","['077', '056', '007', '036']","['2', '3', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
126,"['019A27.JPG', '061A30.JPG', '063A18.JPG', '048A33.JPG']","['019', '061', '063', '048']","['27', '30', '18', '33']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
120,"['001A43b.JPG', '048A54.JPG', '035A05.JPG', '012A14.JPG']","['001', '048', '035', '012']","['43', '54', '5', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
103,"['002A36.JPG', '014A30.JPG', '078A06.JPG', '048A10.JPG']","['002', '014', '078', '048']","['36', '30', '6', '10']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
71,"['076A02.JPG', '026A00.JPG', '079A03.JPG', '038A01.JPG']","['076', '026', '079', '038']","['2', '0', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
171,"['028A26.JPG', '001A29.JPG', '082A18.JPG', '007A23.JPG']","['028', '001', '082', '007']","['26', '29', '18', '23']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
55,"['001A40.JPG', '025A39.JPG', '070A07.JPG', '040A06.JPG']","['001', '025', '070', '040']","['40', '39', '7', '6']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
175,"['007A37.JPG', '048A30.JPG', '082A25.JPG', '017A26.JPG']","['007', '048', '082', '017']","['37', '30', '25', '26']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
154,"['077A04.JPG', '029A05.JPG', '059A04.JPG', '074A05.JPG']","['077', '029', '059', '074']","['4', '5', '4', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
45,"['043A13.JPG', '054A16.JPG', '076A12.JPG', '021A03.JPG']","['043', '054', '076', '021']","['13', '16', '12', '3']","['12-16', '12-16', '12-16', '00-03']","""12-16"""
30,"['071A44.JPG', '034A44.JPG', '031A15.JPG', '012A27.JPG']","['071', '034', '031', '012']","['44', '44', '15', '27']","['41+', '41+', '12-16', '25-40']","""41+"""
144,"['017A17.JPG', '051A24.JPG', '050A22.JPG', '082A23.JPG']","['017', '051', '050', '082']","['17', '24', '22', '23']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
159,"['029A29.JPG', '030A26.JPG', '052A17.JPG', '035A21.JPG']","['029', '030', '052', '035']","['29', '26', '17', '21']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
