,img_name,subject,age,age_group,age_group_bag
54,"['071A42.JPG', '005A49.JPG', '001A18.JPG', '031A00.JPG']","['071', '005', '001', '031']","['42', '49', '18', '0']","['41+', '41+', '17-24', '00-03']","""41+"""
53,"['063A00.JPG', '051A00.JPG', '038A01.JPG', '053A02.JPG']","['063', '051', '038', '053']","['0', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
105,"['062A16.JPG', '043A13.JPG', '054A16.JPG', '078A13.JPG']","['062', '043', '054', '078']","['16', '13', '16', '13']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
84,"['003A47.JPG', '006A61.JPG', '073A05.JPG', '015A14.JPG']","['003', '006', '073', '015']","['47', '61', '5', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
65,"['070A02.JPG', '041A00.JPG', '069A03.JPG', '013A00.JPG']","['070', '041', '069', '013']","['2', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
31,"['019A27.JPG', '062A38.JPG', '079A12.JPG', '005A40.JPG']","['019', '062', '079', '005']","['27', '38', '12', '40']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
10,"['016A04.JPG', '008A08.JPG', '035A00.JPG', '038A03.JPG']","['016', '008', '035', '038']","['4', '8', '0', '3']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
128,"['061A18.JPG', '044A18.JPG', '029A20.JPG', '060A06.JPG']","['061', '044', '029', '060']","['18', '18', '20', '6']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
102,"['047A55.JPG', '005A48.JPG', '027A11.JPG', '006A28.JPG']","['047', '005', '027', '006']","['55', '48', '11', '28']","['41+', '41+', '04-11', '25-40']","""41+"""
193,"['043A19.JPG', '028A20.JPG', '032A10.JPG', '030A20.JPG']","['043', '028', '032', '030']","['19', '20', '10', '20']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
59,"['043A00.JPG', '076A02.JPG', '042A01.JPG', '078A01.JPG']","['043', '076', '042', '078']","['0', '2', '1', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
45,"['055A14.JPG', '025A12.JPG', '036A01.JPG', '060A02.JPG']","['055', '025', '036', '060']","['14', '12', '1', '2']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
104,"['021A23.JPG', '026A19.JPG', '005A18.JPG', '037A19.JPG']","['021', '026', '005', '037']","['23', '19', '18', '19']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
62,"['021A20.JPG', '055A23.JPG', '017A07.JPG', '017A22.JPG']","['021', '055', '017', '017']","['20', '23', '7', '22']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
64,"['058A10.JPG', '076A09.JPG', '073A03.JPG', '034A02.JPG']","['058', '076', '073', '034']","['10', '9', '3', '2']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
6,"['048A46.JPG', '004A62.JPG', '002A26.JPG', '023A18.JPG']","['048', '004', '002', '023']","['46', '62', '26', '18']","['41+', '41+', '25-40', '17-24']","""41+"""
166,"['051A16.JPG', '076A13.JPG', '069A11.JPG', '040A07.JPG']","['051', '076', '069', '040']","['16', '13', '11', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
32,"['024A23.JPG', '038A17.JPG', '038A04.JPG', '077A01.JPG']","['024', '038', '038', '077']","['23', '17', '4', '1']","['17-24', '17-24', '04-11', '00-03']","""17-24"""
26,"['032A20.JPG', '027A22.JPG', '060A10.JPG', '005A24.JPG']","['032', '027', '060', '005']","['20', '22', '10', '24']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
3,"['047A15.JPG', '068A13.JPG', '035A12.JPG', '032A06.JPG']","['047', '068', '035', '032']","['15', '13', '12', '6']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
47,"['065A02a.JPG', '075A00.JPG', '015A01.JPG', '050A00.JPG']","['065', '075', '015', '050']","['2', '0', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
126,"['006A46.JPG', '034A44.JPG', '034A25.JPG', '081A11.JPG']","['006', '034', '034', '081']","['46', '44', '25', '11']","['41+', '41+', '25-40', '04-11']","""41+"""
2,"['029A23.JPG', '025A23.JPG', '045A18.JPG', '037A13.JPG']","['029', '025', '045', '037']","['23', '23', '18', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
92,"['052A19.JPG', '008A17.JPG', '008A03.JPG', '056A06.JPG']","['052', '008', '008', '056']","['19', '17', '3', '6']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
43,"['032A35.JPG', '001A28.JPG', '050A16.JPG', '008A13.JPG']","['032', '001', '050', '008']","['35', '28', '16', '13']","['25-40', '25-40', '12-16', '12-16']","""25-40"""
123,"['032A15.JPG', '045A12.JPG', '052A13.JPG', '060A11.JPG']","['032', '045', '052', '060']","['15', '12', '13', '11']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
87,"['046A14.JPG', '022A16.JPG', '059A02a.JPG', '076A10.JPG']","['046', '022', '059', '076']","['14', '16', '2', '10']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
53,"['063A00.JPG', '051A00.JPG', '038A01.JPG', '053A02.JPG']","['063', '051', '038', '053']","['0', '0', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
35,"['035A01.JPG', '042A00.JPG', '009A00.JPG', '019A00.JPG']","['035', '042', '009', '019']","['1', '0', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
123,"['032A15.JPG', '045A12.JPG', '052A13.JPG', '060A11.JPG']","['032', '045', '052', '060']","['15', '12', '13', '11']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
149,"['030A23.JPG', '082A18.JPG', '002A04.JPG', '016A12.JPG']","['030', '082', '002', '016']","['23', '18', '4', '12']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
77,"['009A01.JPG', '020A02.JPG', '016A03.JPG', '031A02.JPG']","['009', '020', '016', '031']","['1', '2', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
65,"['070A02.JPG', '041A00.JPG', '069A03.JPG', '013A00.JPG']","['070', '041', '069', '013']","['2', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
5,"['058A00.JPG', '064A01.JPG', '064A03.JPG', '076A00.JPG']","['058', '064', '064', '076']","['0', '1', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
117,"['049A15.JPG', '077A16.JPG', '065A12.JPG', '075A08.JPG']","['049', '077', '065', '075']","['15', '16', '12', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
188,"['046A20.JPG', '002A23.JPG', '054A06.JPG', '046A18.JPG']","['046', '002', '054', '046']","['20', '23', '6', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
188,"['046A20.JPG', '002A23.JPG', '054A06.JPG', '046A18.JPG']","['046', '002', '054', '046']","['20', '23', '6', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
101,"['074A02.JPG', '065A03a.JPG', '053A03.JPG', '040A03b.JPG']","['074', '065', '053', '040']","['2', '3', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
97,"['028A37.JPG', '025A34.JPG', '003A38.JPG', '074A05.JPG']","['028', '025', '003', '074']","['37', '34', '38', '5']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
17,"['075A03.JPG', '014A03.JPG', '063A02.JPG', '023A03.JPG']","['075', '014', '063', '023']","['3', '3', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
191,"['023A21.JPG', '002A18.JPG', '041A21.JPG', '009A22b.JPG']","['023', '002', '041', '009']","['21', '18', '21', '22']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
92,"['052A19.JPG', '008A17.JPG', '008A03.JPG', '056A06.JPG']","['052', '008', '008', '056']","['19', '17', '3', '6']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
78,"['013A44.JPG', '045A48.JPG', '011A27.JPG', '003A60.JPG']","['013', '045', '011', '003']","['44', '48', '27', '60']","['41+', '41+', '25-40', '41+']","""41+"""
175,"['046A04.JPG', '059A07.JPG', '020A08.JPG', '079A07.JPG']","['046', '059', '020', '079']","['4', '7', '8', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
115,"['018A28.JPG', '082A25.JPG', '013A19.JPG', '039A19.JPG']","['018', '082', '013', '039']","['28', '25', '19', '19']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
72,"['033A44.JPG', '014A42.JPG', '023A05.JPG', '053A18.JPG']","['033', '014', '023', '053']","['44', '42', '5', '18']","['41+', '41+', '04-11', '17-24']","""41+"""
54,"['071A42.JPG', '005A49.JPG', '001A18.JPG', '031A00.JPG']","['071', '005', '001', '031']","['42', '49', '18', '0']","['41+', '41+', '17-24', '00-03']","""41+"""
106,"['040A09.JPG', '076A04.JPG', '068A04.JPG', '040A06.JPG']","['040', '076', '068', '040']","['9', '4', '4', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
157,"['049A17.JPG', '043A23.JPG', '012A12.JPG', '007A18.JPG']","['049', '043', '012', '007']","['17', '23', '12', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
122,"['060A19.JPG', '032A18.JPG', '081A00.JPG', '015A04.JPG']","['060', '032', '081', '015']","['19', '18', '0', '4']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
134,"['073A16.JPG', '077A14.JPG', '069A06.JPG', '080A12.JPG']","['073', '077', '069', '080']","['16', '14', '6', '12']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
145,"['004A19.JPG', '052A17.JPG', '060A05.JPG', '045A19.JPG']","['004', '052', '060', '045']","['19', '17', '5', '19']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
26,"['032A20.JPG', '027A22.JPG', '060A10.JPG', '005A24.JPG']","['032', '027', '060', '005']","['20', '22', '10', '24']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
168,"['063A33.JPG', '013A34.JPG', '055A08.JPG', '032A28.JPG']","['063', '013', '055', '032']","['33', '34', '8', '28']","['25-40', '25-40', '04-11', '25-40']","""25-40"""
84,"['003A47.JPG', '006A61.JPG', '073A05.JPG', '015A14.JPG']","['003', '006', '073', '015']","['47', '61', '5', '14']","['41+', '41+', '04-11', '12-16']","""41+"""
94,"['017A05.JPG', '036A05.JPG', '035A07.JPG', '065A06b.JPG']","['017', '036', '035', '065']","['5', '5', '7', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
45,"['055A14.JPG', '025A12.JPG', '036A01.JPG', '060A02.JPG']","['055', '025', '036', '060']","['14', '12', '1', '2']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
160,"['003A35.JPG', '027A25.JPG', '046A06.JPG', '043A15.JPG']","['003', '027', '046', '043']","['35', '25', '6', '15']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
70,"['057A07.JPG', '072A11.JPG', '069A04.JPG', '025A07.JPG']","['057', '072', '069', '025']","['7', '11', '4', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
198,"['022A25.JPG', '045A25.JPG', '002A38.JPG', '030A26.JPG']","['022', '045', '002', '030']","['25', '25', '38', '26']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
100,"['070A07.JPG', '039A11.JPG', '019A07.JPG', '069A02.JPG']","['070', '039', '019', '069']","['7', '11', '7', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
6,"['048A46.JPG', '004A62.JPG', '002A26.JPG', '023A18.JPG']","['048', '004', '002', '023']","['46', '62', '26', '18']","['41+', '41+', '25-40', '17-24']","""41+"""
82,"['065A07a.JPG', '073A09.JPG', '068A10a.JPG', '080A03.JPG']","['065', '073', '068', '080']","['7', '9', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
23,"['037A01.JPG', '066A00.JPG', '023A00.JPG', '059A02b.JPG']","['037', '066', '023', '059']","['1', '0', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
193,"['043A19.JPG', '028A20.JPG', '032A10.JPG', '030A20.JPG']","['043', '028', '032', '030']","['19', '20', '10', '20']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
112,"['015A10.JPG', '051A05.JPG', '055A05.JPG', '016A07.JPG']","['015', '051', '055', '016']","['10', '5', '5', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
40,"['029A05.JPG', '064A04.JPG', '077A04.JPG', '015A09.JPG']","['029', '064', '077', '015']","['5', '4', '4', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
81,"['078A12.JPG', '016A14.JPG', '071A00.JPG', '060A07.JPG']","['078', '016', '071', '060']","['12', '14', '0', '7']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
141,"['040A21.JPG', '002A20.JPG', '019A05.JPG', '049A08.JPG']","['040', '002', '019', '049']","['21', '20', '5', '8']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
52,"['054A10.JPG', '066A06a.JPG', '009A09.JPG', '069A00.JPG']","['054', '066', '009', '069']","['10', '6', '9', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
87,"['046A14.JPG', '022A16.JPG', '059A02a.JPG', '076A10.JPG']","['046', '022', '059', '076']","['14', '16', '2', '10']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
109,"['067A39.JPG', '082A27.JPG', '031A04.JPG', '016A05.JPG']","['067', '082', '031', '016']","['39', '27', '4', '5']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
174,"['034A13.JPG', '015A12.JPG', '074A07.JPG', '070A05.JPG']","['034', '015', '074', '070']","['13', '12', '7', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
121,"['018A25.JPG', '005A30.JPG', '038A10.JPG', '071A18.JPG']","['018', '005', '038', '071']","['25', '30', '10', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
70,"['057A07.JPG', '072A11.JPG', '069A04.JPG', '025A07.JPG']","['057', '072', '069', '025']","['7', '11', '4', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
126,"['006A46.JPG', '034A44.JPG', '034A25.JPG', '081A11.JPG']","['006', '034', '034', '081']","['46', '44', '25', '11']","['41+', '41+', '25-40', '04-11']","""41+"""
138,"['065A13.JPG', '074A12.JPG', '056A12.JPG', '074A14.JPG']","['065', '074', '056', '074']","['13', '12', '12', '14']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
28,"['030A07.JPG', '021A05.JPG', '070A03.JPG', '082A03.JPG']","['030', '021', '070', '082']","['7', '5', '3', '3']","['04-11', '04-11', '00-03', '00-03']","""04-11"""
182,"['016A16.JPG', '011A15.JPG', '074A15.JPG', '047A06.JPG']","['016', '011', '074', '047']","['16', '15', '15', '6']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
95,"['054A02.JPG', '024A00.JPG', '075A01.JPG', '015A03.JPG']","['054', '024', '075', '015']","['2', '0', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
133,"['038A23.JPG', '034A18.JPG', '078A06.JPG', '036A15.JPG']","['038', '034', '078', '036']","['23', '18', '6', '15']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
160,"['003A35.JPG', '027A25.JPG', '046A06.JPG', '043A15.JPG']","['003', '027', '046', '043']","['35', '25', '6', '15']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
85,"['012A32.JPG', '017A32.JPG', '024A19.JPG', '063A18.JPG']","['012', '017', '024', '063']","['32', '32', '19', '18']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
165,"['063A22.JPG', '047A20.JPG', '057A23.JPG', '037A06.JPG']","['063', '047', '057', '037']","['22', '20', '23', '6']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
50,"['015A19.JPG', '006A24.JPG', '045A06.JPG', '017A17.JPG']","['015', '006', '045', '017']","['19', '24', '6', '17']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
45,"['055A14.JPG', '025A12.JPG', '036A01.JPG', '060A02.JPG']","['055', '025', '036', '060']","['14', '12', '1', '2']","['12-16', '12-16', '00-03', '00-03']","""12-16"""
189,"['042A04.JPG', '073A04.JPG', '026A07.JPG', '036A06.JPG']","['042', '073', '026', '036']","['4', '4', '7', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
140,"['039A35.JPG', '022A28.JPG', '017A19.JPG', '047A23.JPG']","['039', '022', '017', '047']","['35', '28', '19', '23']","['25-40', '25-40', '17-24', '17-24']","""25-40"""
29,"['074A01.JPG', '082A00.JPG', '036A03.JPG', '016A01.JPG']","['074', '082', '036', '016']","['1', '0', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
58,"['079A08.JPG', '049A10.JPG', '058A06.JPG', '011A02.JPG']","['079', '049', '058', '011']","['8', '10', '6', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
106,"['040A09.JPG', '076A04.JPG', '068A04.JPG', '040A06.JPG']","['040', '076', '068', '040']","['9', '4', '4', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
17,"['075A03.JPG', '014A03.JPG', '063A02.JPG', '023A03.JPG']","['075', '014', '063', '023']","['3', '3', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
90,"['028A41.JPG', '039A52.JPG', '082A23.JPG', '033A21.JPG']","['028', '039', '082', '033']","['41', '52', '23', '21']","['41+', '41+', '17-24', '17-24']","""41+"""
66,"['048A49.JPG', '006A67.JPG', '011A20.JPG', '037A18.JPG']","['048', '006', '011', '037']","['49', '67', '20', '18']","['41+', '41+', '17-24', '17-24']","""41+"""
137,"['003A20.JPG', '003A23.JPG', '052A20.JPG', '018A22.JPG']","['003', '003', '052', '018']","['20', '23', '20', '22']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
82,"['065A07a.JPG', '073A09.JPG', '068A10a.JPG', '080A03.JPG']","['065', '073', '068', '080']","['7', '9', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
171,"['077A08.JPG', '055A04.JPG', '080A01.JPG', '035A09.JPG']","['077', '055', '080', '035']","['8', '4', '1', '9']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
104,"['021A23.JPG', '026A19.JPG', '005A18.JPG', '037A19.JPG']","['021', '026', '005', '037']","['23', '19', '18', '19']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
2,"['029A23.JPG', '025A23.JPG', '045A18.JPG', '037A13.JPG']","['029', '025', '045', '037']","['23', '23', '18', '13']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
103,"['022A26.JPG', '062A30.JPG', '048A30.JPG', '081A10.JPG']","['022', '062', '048', '081']","['26', '30', '30', '10']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
65,"['070A02.JPG', '041A00.JPG', '069A03.JPG', '013A00.JPG']","['070', '041', '069', '013']","['2', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
121,"['018A25.JPG', '005A30.JPG', '038A10.JPG', '071A18.JPG']","['018', '005', '038', '071']","['25', '30', '10', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
68,"['008A21.JPG', '067A17.JPG', '048A17.JPG', '022A11.JPG']","['008', '067', '048', '022']","['21', '17', '17', '11']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
142,"['039A15.JPG', '008A12.JPG', '018A16.JPG', '011A07.JPG']","['039', '008', '018', '011']","['15', '12', '16', '7']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
188,"['046A20.JPG', '002A23.JPG', '054A06.JPG', '046A18.JPG']","['046', '002', '054', '046']","['20', '23', '6', '18']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
119,"['022A00.JPG', '078A03.JPG', '079A00.JPG', '044A01.JPG']","['022', '078', '079', '044']","['0', '3', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
182,"['016A16.JPG', '011A15.JPG', '074A15.JPG', '047A06.JPG']","['016', '011', '074', '047']","['16', '15', '15', '6']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
190,"['072A27.JPG', '082A31.JPG', '067A33.JPG', '057A17.JPG']","['072', '082', '067', '057']","['27', '31', '33', '17']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
102,"['047A55.JPG', '005A48.JPG', '027A11.JPG', '006A28.JPG']","['047', '005', '027', '006']","['55', '48', '11', '28']","['41+', '41+', '04-11', '25-40']","""41+"""
92,"['052A19.JPG', '008A17.JPG', '008A03.JPG', '056A06.JPG']","['052', '008', '008', '056']","['19', '17', '3', '6']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
182,"['016A16.JPG', '011A15.JPG', '074A15.JPG', '047A06.JPG']","['016', '011', '074', '047']","['16', '15', '15', '6']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
4,"['002A07.JPG', '044A05.JPG', '035A05.JPG', '036A00.JPG']","['002', '044', '035', '036']","['7', '5', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
151,"['038A08.JPG', '031A06.JPG', '032A08.JPG', '061A04.JPG']","['038', '031', '032', '061']","['8', '6', '8', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
180,"['004A26.JPG', '045A28.JPG', '069A07.JPG', '044A07.JPG']","['004', '045', '069', '044']","['26', '28', '7', '7']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
112,"['015A10.JPG', '051A05.JPG', '055A05.JPG', '016A07.JPG']","['015', '051', '055', '016']","['10', '5', '5', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
54,"['071A42.JPG', '005A49.JPG', '001A18.JPG', '031A00.JPG']","['071', '005', '001', '031']","['42', '49', '18', '0']","['41+', '41+', '17-24', '00-03']","""41+"""
113,"['051A02.JPG', '081A01.JPG', '040A00.JPG', '007A01.JPG']","['051', '081', '040', '007']","['2', '1', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
71,"['053A00.JPG', '033A02.JPG', '070A01.JPG', '039A02.JPG']","['053', '033', '070', '039']","['0', '2', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
127,"['061A32.JPG', '019A30.JPG', '063A09.JPG', '065A06a.JPG']","['061', '019', '063', '065']","['32', '30', '9', '6']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
24,"['006A55.JPG', '039A50.JPG', '012A30.JPG', '002A29.JPG']","['006', '039', '012', '002']","['55', '50', '30', '29']","['41+', '41+', '25-40', '25-40']","""41+"""
96,"['071A43.JPG', '003A58.JPG', '078A00.JPG', '012A23.JPG']","['071', '003', '078', '012']","['43', '58', '0', '23']","['41+', '41+', '00-03', '17-24']","""41+"""
185,"['035A23b.JPG', '036A20.JPG', '065A07b.JPG', '081A05.JPG']","['035', '036', '065', '081']","['23', '20', '7', '5']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
76,"['010A07b.JPG', '053A11.JPG', '001A08.JPG', '030A05.JPG']","['010', '053', '001', '030']","['7', '11', '8', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
166,"['051A16.JPG', '076A13.JPG', '069A11.JPG', '040A07.JPG']","['051', '076', '069', '040']","['16', '13', '11', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
144,"['021A27.JPG', '028A34.JPG', '029A33.JPG', '057A18.JPG']","['021', '028', '029', '057']","['27', '34', '33', '18']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
136,"['023A29.JPG', '008A29.JPG', '053A04.JPG', '057A05.JPG']","['023', '008', '053', '057']","['29', '29', '4', '5']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
195,"['062A18.JPG', '082A21.JPG', '067A23.JPG', '067A21.JPG']","['062', '082', '067', '067']","['18', '21', '23', '21']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
62,"['021A20.JPG', '055A23.JPG', '017A07.JPG', '017A22.JPG']","['021', '055', '017', '017']","['20', '23', '7', '22']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
72,"['033A44.JPG', '014A42.JPG', '023A05.JPG', '053A18.JPG']","['033', '014', '023', '053']","['44', '42', '5', '18']","['41+', '41+', '04-11', '17-24']","""41+"""
60,"['001A43b.JPG', '003A51.JPG', '059A16.JPG', '079A05.JPG']","['001', '003', '059', '079']","['43', '51', '16', '5']","['41+', '41+', '12-16', '04-11']","""41+"""
107,"['038A00.JPG', '076A03.JPG', '048A00.JPG', '077A00.JPG']","['038', '076', '048', '077']","['0', '3', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
87,"['046A14.JPG', '022A16.JPG', '059A02a.JPG', '076A10.JPG']","['046', '022', '059', '076']","['14', '16', '2', '10']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
114,"['027A41.JPG', '006A51.JPG', '018A36.JPG', '049A07.JPG']","['027', '006', '018', '049']","['41', '51', '36', '7']","['41+', '41+', '25-40', '04-11']","""41+"""
99,"['019A12.JPG', '010A15.JPG', '072A07.JPG', '048A11.JPG']","['019', '010', '072', '048']","['12', '15', '7', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
90,"['028A41.JPG', '039A52.JPG', '082A23.JPG', '033A21.JPG']","['028', '039', '082', '033']","['41', '52', '23', '21']","['41+', '41+', '17-24', '17-24']","""41+"""
72,"['033A44.JPG', '014A42.JPG', '023A05.JPG', '053A18.JPG']","['033', '014', '023', '053']","['44', '42', '5', '18']","['41+', '41+', '04-11', '17-24']","""41+"""
168,"['063A33.JPG', '013A34.JPG', '055A08.JPG', '032A28.JPG']","['063', '013', '055', '032']","['33', '34', '8', '28']","['25-40', '25-40', '04-11', '25-40']","""25-40"""
189,"['042A04.JPG', '073A04.JPG', '026A07.JPG', '036A06.JPG']","['042', '073', '026', '036']","['4', '4', '7', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
130,"['011A11.JPG', '064A10.JPG', '026A04.JPG', '010A05.JPG']","['011', '064', '026', '010']","['11', '10', '4', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
